rank,trade_date,stock_id,stock_name,close,total_score,original_total_score,multi_factor_score,multi_factor_reason,trend_score,momentum_score,fundamental_score,chip_score,risk_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,revenue_score,monthly_revenue,revenue_yoy,revenue_mom,accumulated_revenue_yoy,revenue_data_month,requested_revenue_month,latest_available_month,revenue_source_status,revenue_3m_trend,revenue_12m_high,revenue_warning,revenue_reason,fundamental_reason,valuation_score,pe_ratio,pb_ratio,dividend_yield,valuation_source,valuation_source_status,valuation_reason,valuation_warning,financial_score,eps,roe,gross_margin,operating_margin,debt_ratio,financial_source,financial_source_status,financial_period,financial_reason,financial_warning,event_score,event_reason,event_risk_level,event_keywords,event_warning,event_blocked,institutional_score,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,total_institutional_net_buy,foreign_buy_days,investment_trust_buy_days,institutional_buy_ratio,institutional_warning,institutional_reason,margin_balance,margin_change,short_balance,short_change,securities_lending_sell_volume,securities_lending_balance,margin_usage_warning,short_selling_warning,is_attention_stock,attention_reason,is_disposition_stock,disposition_start_date,disposition_end_date,disposition_reason,industry,stock_return_5d,stock_return_20d,market_return_5d,market_return_20d,sector_return_5d,sector_return_20d,relative_strength_5d,relative_strength_20d,sector_strength_rank,sector_strength_reason,sector_strength_warning,avg_volume_20d,avg_turnover_20d,latest_volume,latest_turnover,turnover_ratio_20d,intraday_trading_ratio,liquidity_warning,slippage_risk_score,risk_flags,data_source_warning,system_comment,market_intel_status,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,final_market_score,confidence_score,market_risk_score,final_comment,is_candidate,risk_pass,risk_reason,reason,stop_loss_price,suggested_position_pct
11,2026-05-15,6215,和椿,130.5,82.45,82.45,66.65,原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,100.0,80.0,50.0,83.0,40.0,50.0,92.0,78.0,80.0,332536.0,86.85261874392444,6.960871033628717,66.23020669829987,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,26.0,45.79,6.66,0.77,TWSE OpenAPI BWIBBU_ALL,OK,PE 過高扣分；PB 過高扣分,PE 偏高；PB 偏高,56.0,1.14,,29.9154,14.0707,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,1712477.0,0.0,0.0,2049259.0,1,0,,,三大法人籌碼中性,6572.0,788.0,391.0,99.0,,,,,False,,False,,,,全市場,0.1651785714285714,0.2488038277511961,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1745801107648782,0.2216757906387813,107.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,4014393.55,469272044.05,14048693.0,1792517432.0,3.819783118827788,,nan,90.0,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,130.5,,,45.79,6.66,0.77,86.85261874392444,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,18.0,100.0,50.0,64.1,90.0,35.9,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,120.06,0.0
12,2026-05-15,7610,聯友金屬-創,948.0,82.45,82.45,67.25,原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易與借券資料不足，採中性分數；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,100.0,80.0,50.0,83.0,50.0,50.0,92.0,78.0,80.0,559985.0,345.323186054649,20.89799390312357,425.22423145865633,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,26.0,58.7,21.7,0.26,TWSE OpenAPI BWIBBU_ALL,OK,PE 過高扣分；PB 過高扣分,PE 偏高；PB 偏高,56.0,10.87,,73.8786,66.6067,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,139000.0,0.0,0.0,141255.0,1,0,,,三大法人籌碼中性,,,,,,,信用交易與借券資料不足，採中性分數,,False,,False,,,,全市場,0.196969696969697,0.4652241112828439,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.2063712363060038,0.4380960741704291,34.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,819906.8,615019623.4,2158268.0,2060596840.0,3.350457061204724,,nan,90.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,948.0,,,58.7,21.7,0.26,345.323186054649,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易與借券資料不足，採中性分數；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,18.0,100.0,50.0,64.1,90.0,35.9,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,872.16,0.0
13,2026-05-15,3305,昇貿,138.5,82.45,82.45,69.65,原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,100.0,80.0,50.0,83.0,50.0,50.0,92.0,78.0,80.0,1465062.0,60.16717903418358,6.186458429217218,60.03667972061005,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,50.0,39.01,3.21,1.66,TWSE OpenAPI BWIBBU_ALL,OK,估值資料中性,,56.0,1.73,,18.2703,11.354,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,2634865.0,0.0,0.0,2945646.0,1,0,,,三大法人籌碼中性,11109.0,-81.0,197.0,126.0,,,,,False,,False,,,,全市場,0.2043478260869564,0.1446280991735538,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.2137493654232632,0.117500062061139,219.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,7650101.35,940551985.95,21193309.0,2870349700.0,3.0517714521657373,,nan,90.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,138.5,,,39.01,3.21,1.66,60.16717903418358,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,67.3,90.0,32.7,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,127.42,0.0
14,2026-05-15,2441,超豐,106.5,82.45,82.45,67.85,原始技術總分 82.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,100.0,70.0,50.0,83.0,40.0,50.0,92.0,78.0,70.0,1664695.0,13.194659769026988,0.9489729213132928,19.003850506587742,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收 YoY 正成長；累計營收 YoY 大於 10%,月營收 YoY 正成長；累計營收 YoY 大於 10%,50.0,22.81,2.4,2.82,TWSE OpenAPI BWIBBU_ALL,OK,估值資料中性,,56.0,1.4,,23.6288,19.5584,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,-146451.0,-211000.0,0.0,-128843.0,0,0,,,三大法人籌碼中性,13811.0,887.0,2128.0,78.0,,,,,False,,False,,,,全市場,0.1767955801104972,0.1899441340782122,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.186197119446804,0.1628160969657974,161.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,15760489.35,1495595870.25,37141064.0,3915773706.0,2.6182030747018907,,nan,90.0,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,106.5,,,22.81,2.4,2.82,13.194659769026988,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,67.3,90.0,32.7,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,97.98,0.0
15,2026-05-15,3406,玉晶光,588.0,82.45,82.45,70.45,原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；外資與投信同買；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,100.0,80.0,50.0,83.0,50.0,50.0,92.0,78.0,80.0,2314440.0,24.809908691459967,6.943490140104456,17.823565833611934,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,50.0,17.82,2.54,2.89,TWSE OpenAPI BWIBBU_ALL,OK,估值資料中性,,56.0,7.9,,33.5607,19.5515,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,58.0,701938.0,4000.0,0.0,725762.0,1,1,,,外資與投信同買,2060.0,-182.0,78.0,34.0,,,,,False,,False,,,,全市場,0.1620553359683794,0.1506849315068492,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1714568753046862,0.1235568943944344,209.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,2306605.3,1234703027.25,7906246.0,4628692873.0,3.748830909817469,,nan,90.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,,多因子條件偏強，可列入優先觀察,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,588.0,,,17.82,2.54,2.89,24.809908691459967,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；外資與投信同買；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,62.0,100.0,58.0,69.7,90.0,30.3,多因子條件偏強，可列入優先觀察,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,540.96,0.0
16,2026-05-15,2425,承啟,34.6,82.29,82.29,68.24,原始技術總分 82.29；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,92.17,80.0,50.0,95.0,40.0,50.0,60.0,78.0,80.0,1694944.0,87.78233369635424,10.095900269954972,75.58506270870245,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,55.0,,1.33,0.29,TWSE OpenAPI BWIBBU_ALL,OK,PB 相對合理,PE 為空或負值,56.0,0.62,,7.7036,0.0113,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,-184909.0,0.0,0.0,-183909.0,0,0,,,三大法人籌碼中性,2111.0,15.0,8.0,0.0,,,,,False,,False,,,,全市場,0.1215559157212318,0.1143317230273752,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1309574550575386,0.0872036859149604,275.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,813862.15,26564899.4,1923583.0,67631313.0,2.545890047676973,,nan,65.0,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,34.6,,,,1.33,0.29,87.78233369635424,,無重大事件資料 原始技術總分 82.29；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,92.17,50.0,64.73,90.0,35.27,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,31.83,0.0
17,2026-05-15,3149,正達,57.4,82.22,82.22,63.88,原始技術總分 82.22；累計營收 YoY 大於 10%；PB 過高扣分；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,99.08,62.0,50.0,83.0,40.0,50.0,92.0,78.0,62.0,170174.0,-19.158780830768062,18.917143595871504,11.60851521108193,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,累計營收 YoY 大於 10%,累計營收 YoY 大於 10%,40.0,,5.24,,TWSE OpenAPI BWIBBU_ALL,OK,PB 過高扣分,PE 為空或負值；PB 偏高,40.0,-0.37,,-4.1404,-15.7917,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,,EPS 為負,50.0,無重大事件資料,NONE,,,False,50.0,2873000.0,0.0,0.0,2872636.0,1,0,,,三大法人籌碼中性,29606.0,149.0,1205.0,794.0,,,,,False,,False,,,,全市場,0.1896373056994817,0.363420427553444,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1990388450357886,0.3362923904410292,54.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,13666266.55,693804607.55,28811155.0,1617223931.0,2.3309501167927205,,nan,90.0,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；EPS 為負；PB 過高,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,57.4,,,,5.24,,-19.158780830768062,,無重大事件資料 原始技術總分 82.22；累計營收 YoY 大於 10%；PB 過高扣分；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,38.0,99.08,50.0,62.32,90.0,37.68,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,52.81,0.0
18,2026-05-15,6446,藥華藥,826.0,82.18,82.18,67.15,原始技術總分 82.18；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,98.91,80.0,50.0,83.0,50.0,50.0,92.0,78.0,80.0,2064179.0,68.34595682594261,6.390230677725343,60.268154565481694,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,26.0,51.79,8.92,0.31,TWSE OpenAPI BWIBBU_ALL,OK,PE 過高扣分；PB 過高扣分,PE 偏高；PB 偏高,56.0,5.79,,87.8689,40.7523,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,2164649.0,-1000.0,0.0,2203503.0,1,0,,,三大法人籌碼中性,8113.0,-101.0,22.0,-6.0,,,,,False,,False,,,,全市場,0.1408839779005524,0.2515151515151514,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1502855172368592,0.2243871144027366,105.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,2901392.3,2075124126.25,6962306.0,5836253280.0,2.812483940682052,,nan,90.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,826.0,,,51.79,8.92,0.31,68.34595682594261,,無重大事件資料 原始技術總分 82.18；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,18.0,98.91,50.0,63.88,90.0,36.12,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,759.92,0.0
19,2026-05-15,2327,國巨*,455.5,82.15,82.15,69.34,原始技術總分 82.15；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 過高扣分；EPS 為正；無重大事件資料；外資與投信同買；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,99.0,100.0,80.0,50.0,83.0,50.0,50.0,92.0,78.0,80.0,14039098.0,22.042956491063908,2.9999715337915904,22.525925372723076,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,40.0,35.87,5.61,1.32,TWSE OpenAPI BWIBBU_ALL,OK,PB 過高扣分,PB 偏高,56.0,3.9,,38.1018,25.1873,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,58.0,5182204.0,6011015.0,0.0,10339651.0,1,1,,,外資與投信同買,33646.0,-4191.0,948.0,-85.0,,,,,False,,False,,,,全市場,0.1709511568123394,0.4015384615384616,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.1803526961486462,0.3744104244260468,46.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,48804260.35,17868461402.55,116741355.0,54791674424.0,3.066390171466062,,nan,90.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PB 偏高；PB 過高,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,455.5,,,35.87,5.61,1.32,22.042956491063908,,無重大事件資料 原始技術總分 82.15；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 過高扣分；EPS 為正；無重大事件資料；外資與投信同買；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,38.0,100.0,58.0,67.3,90.0,32.7,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,419.06,0.0
20,2026-05-15,5285,界霖,74.2,81.89,81.89,67.39,原始技術總分 81.89；月營收年增率大於 20%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,100.0,97.74,68.0,50.0,83.0,50.0,50.0,75.0,78.0,68.0,582126.0,28.375693288198388,22.15910402471193,8.420641903865354,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%,月營收年增率大於 20%,50.0,35.33,2.55,2.02,TWSE OpenAPI BWIBBU_ALL,OK,估值資料中性,,56.0,1.0,,18.6814,9.8738,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,341070.0,0.0,0.0,370616.0,1,0,,,三大法人籌碼中性,4990.0,-165.0,1.0,0.0,,,,,False,,False,,,,全市場,0.2025931928687196,0.4269230769230769,-0.0094015393363068,0.0271280371124147,-0.0094015393363068,0.0271280371124147,0.2119947322050265,0.3997950398106621,41.0,個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱,缺少產業分類，使用全市場相對強弱,1264450.2,85869489.5,2496450.0,186157003.0,2.167906250333537,,nan,80.0,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,,有風險標籤，需降低優先度,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,74.2,,,35.33,2.55,2.02,28.375693288198388,,無重大事件資料 原始技術總分 81.89；月營收年增率大於 20%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,97.74,50.0,66.0,90.0,34.0,有風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,68.26,0.0
