trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,fundamental_positive_candidates,fundamental_warning_candidates,high_risk_event_candidates,valuation_warning_candidates,financial_warning_candidates,institutional_positive_candidates,multi_factor_data_status,pending_orders,executed_orders,skipped_orders,entry_price_source_warnings,requested_date,fallback_date,fallback_reason,status,error_step,error_message
2026-05-14,1333,20,6,0,12,3,3780.91,-22334.32,980977.74,2983.71,-22334.32,980977.74,1,1,0,0,0,-8761.02,0,0,0,0,0,0,OK:5,5,0,0,0,2026-05-14,2026-05-14,no trading data,OK,,
