trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,status,error_step,error_message
2026-05-08,1328,20,6,0,6,0,0.0,0.0,1000000.0,OK,,
