trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-06-01,00918,大華優利高填息30,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,00962,台新AI優息動能,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,00913,兆豐台灣晶圓製造,True,nan,WATCH_ONLY,C,DATA_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,3652,精聯,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,00735,國泰臺韓科技,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,8104,錸寶,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,1563,巧新,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-01,8454,富邦媒,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,7765,中華資安,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,8473,山林水,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-01,6770,力積電,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-01,6698,旭暉應材,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,8105,凌巨,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,4545,銘鈺,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,6277,宏正,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,00946,群益科技高息成長,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,00757,統一FANG+,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,6706,惠特,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-01,00919,群益台灣精選高息,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-01,02001L,富邦蘋果正二N,False,nan,NO_TRADE,D,RISK_REVIEW,True,False,False,False,True,False,False,True,VALUATION_MISSING；FINANCIAL_MISSING；REVENUE_MISSING；MARGIN_MISSING；EVENT_DATA_MISSING
