rank,trade_date,stock_id,stock_name,close,total_score,original_total_score,multi_factor_score,multi_factor_reason,trend_score,momentum_score,fundamental_score,chip_score,risk_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,revenue_score,monthly_revenue,revenue_yoy,revenue_mom,accumulated_revenue_yoy,revenue_data_month,requested_revenue_month,latest_available_month,revenue_source_status,revenue_3m_trend,revenue_12m_high,revenue_warning,revenue_reason,fundamental_reason,valuation_score,pe_ratio,pb_ratio,dividend_yield,valuation_source,valuation_source_status,valuation_reason,valuation_warning,financial_score,eps,roe,gross_margin,operating_margin,debt_ratio,financial_source,financial_source_status,financial_period,financial_reason,financial_warning,event_score,event_reason,event_risk_level,event_keywords,event_warning,event_blocked,institutional_score,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,total_institutional_net_buy,foreign_buy_days,investment_trust_buy_days,institutional_buy_ratio,institutional_warning,institutional_reason,margin_balance,margin_change,short_balance,short_change,securities_lending_sell_volume,securities_lending_balance,margin_usage_warning,short_selling_warning,is_attention_stock,attention_reason,is_disposition_stock,disposition_start_date,disposition_end_date,disposition_reason,industry,sub_industry,industry_source,sector_strength_mode,stock_return_5d,stock_return_20d,market_return_5d,market_return_20d,sector_return_5d,sector_return_20d,relative_strength_5d,relative_strength_20d,sector_strength_rank,sector_strength_reason,sector_strength_warning,avg_volume_20d,avg_turnover_20d,latest_volume,latest_turnover,turnover_ratio_20d,intraday_trading_ratio,liquidity_warning,slippage_risk_score,market_type,tracking_index,fund_size,expense_ratio,discount_premium,top_holdings_available,etf_data_quality_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,risk_flags,data_quality_flags,investment_risk_flags,candidate_grade,grade_reason,grade_risk_flags,requires_manual_review,review_level,review_reason,data_source_warning,system_comment,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,final_market_score,confidence_score,market_risk_score,final_comment,is_candidate,risk_pass,risk_reason,reason,stop_loss_price,suggested_position_pct
1,2026-05-28,00913,兆豐台灣晶圓製造,50.4,85.0,85.0,64.52,原始技術總分 85.0；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；ETF_METADATA_MISSING,100.0,100.0,50.0,50.0,100.0,40.0,50.0,75.0,78.0,50.0,,,,,,,,MISSING,neutral,False,,基本面資料不足，採中性分數,基本面資料不足，採中性分數,50.0,,,,,MISSING,估值資料不足，採中性分數,,50.0,,,,,,,MISSING,,財報資料不足，採中性分數,,50.0,無重大事件資料,NONE,,,False,50.0,-1216000.0,0.0,0.0,-990316.0,0,0,,,三大法人籌碼中性,202.0,20.0,0.0,0.0,,,,,False,,False,,,,ETF,晶圓製造 ETF,manual,industry_relative,0.1604881418374395,0.2200435729847494,0.0229326025420796,0.0496065880880196,0.0953223830507363,0.1755850455863546,0.0651657587867031,0.0444585273983947,283.0,個股 20 日強於大盤；短線相對強勢；nan,nan,1414499.65,65223379.75,3307080.0,168224715.0,2.579208799740249,,nan,80.0,,,,,,,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,C,資料可信度偏低；部分資料不足,融資連增但股價不漲,True,RISK_REVIEW,投資風險：融資連增但股價不漲；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足；資料可信度偏低；資料不足,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,50.4,,,,,,,,無重大事件資料 原始技術總分 85.0；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,100.0,50.0,62.65,50.0,37.35,有投資風險標籤，需降低優先度,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,46.51,0.1
2,2026-05-28,1409,新纖,20.75,85.0,85.0,67.04,原始技術總分 85.0；月營收年增率大於 20%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資明顯增加；融資連增但股價不漲；財報資料不足,100.0,100.0,68.0,50.0,100.0,32.0,50.0,92.0,78.0,68.0,4079327.0,25.052404988942687,3.3954797061765927,2.339633515924364,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%,月營收年增率大於 20%,60.0,14.0,0.73,4.76,TWSE OpenAPI BWIBBU_ALL,OK,PB 相對合理；殖利率穩定,,50.0,,,,,,,MISSING,,財報資料不足，採中性分數,,50.0,無重大事件資料,NONE,,,False,50.0,3181838.0,0.0,0.0,3325634.0,1,0,,,三大法人籌碼中性,20445.0,7524.0,238.0,208.0,,,融資明顯增加,,False,,False,,,,紡織纖維,紡織纖維,manual,industry_relative,0.224188790560472,0.25,0.0229326025420796,0.0496065880880196,0.224188790560472,0.25,0.0,0.0,426.0,nan,nan,14192797.9,262678553.8,84258177.0,1729865540.0,6.58548448274577,,nan,90.0,,,,,,,,營收動能正向；流動性佳,融資連增但股價不漲,,動能分數偏強,融資連增但股價不漲,財報資料不足,融資連增但股價不漲,C,資料可信度偏低；部分資料不足,融資連增但股價不漲,True,RISK_REVIEW,投資風險：融資連增但股價不漲；資料不足：財報資料不足；資料可信度偏低；資料不足,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,20.75,,,14.0,0.73,4.76,25.052404988942687,,無重大事件資料 原始技術總分 85.0；月營收年增率大於 20%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資明顯增加；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,100.0,50.0,69.6,90.0,30.4,有投資風險標籤，需降低優先度,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,19.53,0.1
3,2026-05-28,2881,富邦金,110.0,84.05,84.05,69.03,原始技術總分 84.05；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；短線相對強勢；產業強但個股較弱，列入觀察；nan；財報資料不足,100.0,96.18,80.0,50.0,100.0,50.0,50.0,92.0,78.0,80.0,53356168.0,219.78523407605735,303.04663499874454,402.5871994932322,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%；累計營收 YoY 大於 10%,月營收年增率大於 20%；累計營收 YoY 大於 10%,60.0,14.19,1.75,3.86,TWSE OpenAPI BWIBBU_ALL,OK,PB 相對合理；殖利率穩定,,50.0,,,,,,,MISSING,,財報資料不足，採中性分數,,50.0,無重大事件資料,NONE,,,False,50.0,33906429.0,-29133782.0,0.0,4333207.0,1,0,,,三大法人籌碼中性,7017.0,-106.0,203.0,-53.0,,,,,False,,False,,,,金融保險,金融保險,manual,industry_relative,0.1446409989594173,0.2087912087912087,0.0229326025420796,0.0496065880880196,0.1419407526442655,0.2250852595680181,0.0027002463151517,-0.0162940507768094,499.0,短線相對強勢；產業強但個股較弱，列入觀察；nan,nan,44372965.25,4387171285.7,83541343.0,9137481888.0,2.082772997212043,,nan,90.0,,,,,,,,短線相對強勢；營收動能正向；流動性佳,,,5 日相對強勢；動能分數偏強,,財報資料不足,,C,資料可信度偏低；部分資料不足,,True,DATA_REVIEW,資料不足：財報資料不足；資料可信度偏低；資料不足,,多因子條件偏強，可列入優先觀察,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,110.0,,,14.19,1.75,3.86,219.78523407605735,,無重大事件資料 原始技術總分 84.05；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,96.18,50.0,68.84,90.0,31.16,多因子條件偏強，可列入優先觀察,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,103.84,0.1
4,2026-05-28,00901,永豐智能車供應鏈,45.32,83.31,83.31,62.77,原始技術總分 83.31；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；產業強但個股較弱，列入觀察；nan；ETF_METADATA_MISSING,100.0,93.24,50.0,50.0,100.0,50.0,50.0,60.0,78.0,50.0,,,,,,,,MISSING,neutral,False,,基本面資料不足，採中性分數,基本面資料不足，採中性分數,50.0,,,,,MISSING,估值資料不足，採中性分數,,50.0,,,,,,,MISSING,,財報資料不足，採中性分數,,50.0,無重大事件資料,NONE,,,False,50.0,68000.0,0.0,0.0,-6314.0,1,0,,,三大法人籌碼中性,9.0,0.0,0.0,0.0,,,,,False,,False,,,,ETF,智能車供應鏈 ETF,manual,industry_relative,0.0936293436293436,0.143289606458123,0.0229326025420796,0.0496065880880196,0.0953223830507363,0.1755850455863546,-0.0016930394213927,-0.0322954391282315,574.0,產業強但個股較弱，列入觀察；nan,nan,1100101.45,47006144.5,2600463.0,119537623.0,2.543021221406491,,nan,65.0,,,,,,,,,產業弱勢,,動能分數偏強,,ETF_METADATA_MISSING；ETF metadata 資料不足,產業弱勢,C,資料可信度偏低；產業 / 相對強弱偏弱；部分資料不足,產業弱勢,True,RISK_REVIEW,投資風險：產業弱勢；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足；資料可信度偏低；資料不足,,資料不足，需人工補查後再判斷,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,45.32,,,,,,,,無重大事件資料 原始技術總分 83.31；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,93.24,50.0,60.55,50.0,39.45,資料不足，需人工補查後再判斷,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,42.33,0.1
5,2026-05-28,1568,倉佑,41.25,83.2,83.2,66.09,原始技術總分 83.2；月營收年增率大於 20%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股,100.0,100.0,68.0,50.0,88.0,40.0,35.0,60.0,78.0,68.0,109320.0,32.74723139693025,-0.5973976376878802,-1.9490520519565484,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%,月營收年增率大於 20%,50.0,27.99,2.09,2.67,TWSE OpenAPI BWIBBU_ALL,OK,估值資料中性,,56.0,0.51,,36.9969,19.7419,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,MEDIUM,,,False,50.0,-24020.0,0.0,0.0,427308.0,0,0,,,三大法人籌碼中性,4789.0,47.0,86.0,35.0,,,,,True,最近六個營業日累積收盤價漲幅達43.50%﹝第一款﹞。且05月28日富邦證券商買進之比率為37.20%﹝第五款﹞。,False,,,nan,汽車工業,汽車工業,manual,industry_relative,0.4499121265377857,0.3658940397350994,0.0229326025420796,0.0496065880880196,0.2061383974395075,0.295763888760414,0.2437737290982781,0.0701301509746853,227.0,個股 20 日強於大盤；短線相對強勢；nan,nan,619379.25,20362957.55,1658522.0,68413253.0,3.359691382355212,,nan,65.0,,,,,,,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向,融資連增但股價不漲,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,融資連增但股價不漲；未通過既有風控；注意股,,融資連增但股價不漲,D,未通過既有風控,融資連增但股價不漲；未通過既有風控,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,41.25,,,27.99,2.09,2.67,32.74723139693025,,無重大事件資料 原始技術總分 83.2；月營收年增率大於 20%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,50.0,100.0,50.0,63.57,90.0,41.43,有投資風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,38.21,0.0
6,2026-05-28,1530,亞崴,35.8,83.2,83.2,66.64,原始技術總分 83.2；月營收年增率大於 20%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股,100.0,100.0,68.0,50.0,88.0,40.0,35.0,50.0,78.0,68.0,213324.0,68.97485860938168,23.54647964000069,-3.016187620191422,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收年增率大於 20%,月營收年增率大於 20%,60.0,28.43,0.96,3.06,TWSE OpenAPI BWIBBU_ALL,OK,PB 相對合理；殖利率穩定,,56.0,0.18,,12.7858,-3.5262,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,MEDIUM,,,False,50.0,-19000.0,0.0,0.0,-22434.0,0,0,,,三大法人籌碼中性,316.0,63.0,0.0,0.0,,,,,True,最近六個營業日累積收盤價漲幅達27.90%。且05月28日之成交量為最近六十個營業日日平均成交量之18.34 倍﹝第三款﹞。,False,,,nan,電機機械,電機機械,manual,industry_relative,0.2877697841726616,0.3742802303262955,0.0229326025420796,0.0496065880880196,0.1358036038996085,0.2107591623001487,0.1519661802730531,0.1635210680261468,107.0,個股 20 日強於大盤；短線相對強勢；nan,nan,309155.2,10205598.35,2307892.0,80957364.0,7.932642577492774,,nan,50.0,,,,,,,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向,融資連增但股價不漲；流動性偏低,注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,融資連增但股價不漲；流動性偏低；注意股,,融資連增但股價不漲；流動性偏低,C,注意股需人工確認,融資連增但股價不漲；流動性偏低；注意股,True,RISK_REVIEW,投資風險：融資連增但股價不漲；流動性偏低；注意股,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,35.8,,,28.43,0.96,3.06,68.97485860938168,,無重大事件資料 原始技術總分 83.2；月營收年增率大於 20%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,61.0,100.0,50.0,64.17,90.0,40.83,有投資風險標籤，需降低優先度,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,33.3,0.1
7,2026-05-28,1563,巧新,61.1,83.2,83.2,65.09,原始技術總分 83.2；月營收 YoY 正成長；PE 過高扣分；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股,100.0,100.0,58.0,50.0,88.0,40.0,35.0,75.0,78.0,58.0,595372.0,5.74221060278026,-11.92669779111119,-0.5630962394021475,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收 YoY 正成長,月營收 YoY 正成長,46.0,126.36,1.47,3.6,TWSE OpenAPI BWIBBU_ALL,OK,PE 過高扣分；PB 相對合理；殖利率穩定,PE 偏高,56.0,0.6,,22.0054,8.7159,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,MEDIUM,,,False,50.0,-58000.0,0.0,0.0,-952045.0,0,0,,,三大法人籌碼中性,2253.0,792.0,62.0,11.0,,,,,True,最近六個營業日累積收盤價漲幅達31.98%。且05月28日之成交量為最近六十個營業日日平均成交量之5.71倍﹝第三款﹞。,False,,,nan,汽車工業,汽車工業,manual,industry_relative,0.336980306345733,0.4776299879081016,0.0229326025420796,0.0496065880880196,0.2061383974395075,0.295763888760414,0.1308419089062255,0.1818660991476876,98.0,個股 20 日強於大盤；短線相對強勢；nan,nan,1124060.3,55070895.3,4815581.0,294231955.0,5.342785030044718,,nan,80.0,,,,,,,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,融資連增但股價不漲；PE 偏高；注意股,,融資連增但股價不漲；PE 偏高,C,注意股需人工確認,融資連增但股價不漲；PE 偏高；注意股,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；注意股,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,61.1,,,126.36,1.47,3.6,5.74221060278026,,無重大事件資料 原始技術總分 83.2；月營收 YoY 正成長；PE 過高扣分；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,41.0,100.0,50.0,63.42,90.0,41.58,有投資風險標籤，需降低優先度,1,1,通過資料品質、停損、部位、流動性與波動檢查,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,56.97,0.1
8,2026-05-28,3311,閎暉,36.45,83.19,83.19,64.74,原始技術總分 83.19；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；短線相對強勢；產業強但個股較弱，列入觀察；nan,100.0,95.76,58.0,50.0,95.0,40.0,50.0,60.0,78.0,58.0,199228.0,4.943558624758353,0.8534893845359468,-8.875594935756345,202604,202605,202604,OK_WITH_FALLBACK,neutral,False,,月營收 YoY 正成長,月營收 YoY 正成長,55.0,22.52,0.94,1.72,TWSE OpenAPI BWIBBU_ALL,OK,PB 相對合理,,56.0,0.5,,11.0553,-0.8383,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1,EPS 為正,,50.0,無重大事件資料,NONE,,,False,50.0,786051.0,0.0,0.0,785272.0,1,0,,,三大法人籌碼中性,3837.0,337.0,8.0,5.0,,,,,False,,False,,,,通信網路業,通信網路業,manual,industry_relative,0.1146788990825689,0.1950819672131147,0.0229326025420796,0.0496065880880196,0.0458887095910672,0.1955629824906704,0.0687901894915016,-0.0004810152775557,440.0,短線相對強勢；產業強但個股較弱，列入觀察；nan,nan,595888.85,20774476.85,4396543.0,163042063.0,7.848191036396663,,nan,65.0,,,,,,,,短線相對強勢；營收動能正向,融資連增但股價不漲,未通過既有風控,5 日相對強勢；動能分數偏強,融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,D,未通過既有風控,融資連增但股價不漲；未通過既有風控,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,有投資風險標籤，需降低優先度,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,36.45,,,22.52,0.94,1.72,4.943558624758353,,無重大事件資料 原始技術總分 83.19；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,95.76,50.0,65.45,90.0,34.55,有投資風險標籤，需降低優先度,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,33.53,0.0
9,2026-05-28,00927,群益半導體收益,40.1,83.13,83.13,65.42,原始技術總分 83.13；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan；ETF_METADATA_MISSING,100.0,92.5,50.0,50.0,100.0,50.0,50.0,92.0,78.0,50.0,,,,,,,,MISSING,neutral,False,,基本面資料不足，採中性分數,基本面資料不足，採中性分數,50.0,,,,,MISSING,估值資料不足，採中性分數,,50.0,,,,,,,MISSING,,財報資料不足，採中性分數,,50.0,無重大事件資料,NONE,,,False,50.0,-7273640.0,0.0,0.0,-6849928.0,0,0,,,三大法人籌碼中性,3906.0,-162.0,43.0,7.0,,,,,False,,False,,,,ETF,半導體收益 ETF,manual,industry_relative,0.1308516638465877,0.2673830594184576,0.0229326025420796,0.0496065880880196,0.0953223830507363,0.1755850455863546,0.0355292807958514,0.091798013832103,191.0,個股 20 日強於大盤；短線相對強勢；nan,nan,23826387.65,859139790.7,40029570.0,1624962122.0,1.891382682527173,,nan,90.0,,,,,,,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,未通過既有風控,ETF_METADATA_MISSING；ETF metadata 資料不足,,D,未通過既有風控,未通過既有風控,True,RISK_REVIEW,投資風險：未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,,資料不足，需人工補查後再判斷,CACHE,2026-05-28,2026-05-28,2026-05-28,no trading data,0,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,40.1,,,,,,,,無重大事件資料 原始技術總分 83.13；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,92.5,50.0,62.0,50.0,38.0,資料不足，需人工補查後再判斷,1,0,投資組合總曝險超過上限,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,37.23,0.0
