trade_date,stock_id,stock_name,source_name,source_type,source_date,field_name,field_value,evidence_summary,fallback_used,confidence_impact
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,candidate_grade,C,candidate_grade=C,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,margin_change_5d,-6.0,margin_change_5d=-6.0,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,price_return_5d,0.1938359653591441,price_return_5d=0.1938359653591441,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,liquidity_score,60.0,liquidity_score=60.0,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,risk_flags,相對強勢,risk_flags=相對強勢,False,0.8
2026-05-27,00901,永豐智能車供應鏈,candidate,csv,2026-05-27,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,pe_ratio,13.35,pe_ratio=13.35,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,pb_ratio,1.64,pb_ratio=1.64,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,dividend_yield,4.11,dividend_yield=4.11,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,margin_change_5d,496.0,margin_change_5d=496.0,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,price_return_5d,0.1482254697286011,price_return_5d=0.1482254697286011,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-27,2881,富邦金,candidate,csv,2026-05-27,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,candidate_grade,C,candidate_grade=C,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,margin_change_5d,3.0,margin_change_5d=3.0,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,price_return_5d,0.1462212486308871,price_return_5d=0.1462212486308871,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-27,00923,群益台ESG低碳50,candidate,csv,2026-05-27,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,candidate_grade,C,candidate_grade=C,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,margin_change_5d,18.0,margin_change_5d=18.0,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,price_return_5d,0.1457943925233644,price_return_5d=0.1457943925233644,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,liquidity_score,60.0,liquidity_score=60.0,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-27,00911,兆豐洲際半導體,candidate,csv,2026-05-27,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,pe_ratio,19.62,pe_ratio=19.62,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,pb_ratio,3.02,pb_ratio=3.02,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,dividend_yield,4.55,dividend_yield=4.55,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,margin_change_5d,-247.0,margin_change_5d=-247.0,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,price_return_5d,0.142595978062157,price_return_5d=0.142595978062157,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,liquidity_score,75.0,liquidity_score=75.0,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,risk_flags,相對強勢,risk_flags=相對強勢,False,0.8
2026-05-27,2453,凌群,candidate,csv,2026-05-27,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-05-27,3617,碩天,candidate,csv,2026-05-27,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-27,3617,碩天,candidate,csv,2026-05-27,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-27,3617,碩天,candidate,csv,2026-05-27,pe_ratio,14.62,pe_ratio=14.62,False,0.8
