trade_date,market_regime_score,regime_label,twse_index,tpex_index,advancers,decliners,unchanged,limit_up_count,limit_down_count,market_breadth_summary,recap_summary,fallback_used,data_quality_note
2026-06-26,50.0,大盤震盪,44571.76,442.09,125,1197,37,7,32,下跌家數 1197 高於上漲家數 125，市場廣度偏空,大盤震盪；下跌家數 1197 高於上漲家數 125，市場廣度偏空；market_regime_score=50，目前紙上新增持倉需保守。,True,未接正式指數來源時，使用本地 SQLite 全市場價量 fallback
