trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,fundamental_positive_candidates,fundamental_warning_candidates,high_risk_event_candidates,valuation_warning_candidates,financial_warning_candidates,institutional_positive_candidates,multi_factor_data_status,market_intel_status,market_intel_warning_count,market_intel_top_score,pending_orders,executed_orders,skipped_orders,pending_orders_active_count,pending_orders_executed_count,pending_orders_expired_count,pending_orders_cancelled_count,rejected_orders_signal_count,rejected_orders_execution_count,rejected_orders_total_count,guardrail_blocked_execution_count,expired_pending_orders_count,cancelled_by_market_regime_count,cancelled_by_low_grade_count,cancelled_by_event_risk_count,cancelled_by_max_position_count,entry_price_source_warnings,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,data_freshness_level,status,error_step,error_message,strategy_validation_status,trading_decisions_status,buy_candidate_count,watch_only_count,no_trade_count,hold_count,reduce_count,exit_review_count,grade_a_count,grade_b_count,grade_c_count,grade_d_count,market_regime_score,new_entries_allowed,guardrail_status,pause_new_entries_reason,rejected_orders,loss_attribution_status,loss_attribution_loss_count,loss_attribution_top_reason,ai_enrichment_status,ai_used_count,rule_based_enrichment_count,enrichment_insufficient_data_count,industry_map_status,pnl_chart_status,market_recap_status,decision_dashboard_status,config_summary_status,enrichment_evidence_status
2026-05-29,1337,20,6,0,13,14,24384.02,5750.1500000000015,1029988.57,9074.89,5750.1500000000015,1029988.57,2,0,0,0,0,2.91,17,2,0,6,2,1,OK:9；OK_WITH_WARNING:1,OK_WITH_WARNING,20,69.6,0,0,0,0,21,0,27,6,0,6,0,0,0,0,0,0,0,2026-05-31,2026-05-29,2026-05-29,no trading data,2,True,STALE,OK_WITH_FALLBACK,,,OK,OK,0,6,14,6,7,0,0,6,0,14,45.0,False,BLOCKED,market_regime_score 45.00 低於新增持倉門檻 60.00；目前持倉 13 檔已達上限 8 檔,6,OK,13,停損出場；市場環境偏弱；資料可信度偏低,OK,0,30,15,OK,OK,OK,OK,OK,OK
