trade_date,stock_id,stock_name,source_name,source_type,source_date,field_name,field_value,evidence_summary,fallback_used,confidence_impact
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,candidate_grade,C,candidate_grade=C,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,margin_change_5d,3774.0,margin_change_5d=3774.0,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,price_return_5d,0.094502335609055,price_return_5d=0.094502335609055,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,risk_flags,融資連增但股價不漲；融資暴增但法人賣超,risk_flags=融資連增但股價不漲；融資暴增但法人賣超,False,0.8
2026-06-01,00918,大華優利高填息30,candidate,csv,2026-06-01,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,candidate_grade,C,candidate_grade=C,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,margin_change_5d,260.0,margin_change_5d=260.0,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,price_return_5d,0.0898410504492051,price_return_5d=0.0898410504492051,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,liquidity_score,60.0,liquidity_score=60.0,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-06-01,00962,台新AI優息動能,candidate,csv,2026-06-01,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,candidate_grade,C,candidate_grade=C,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,margin_change_5d,-13.0,margin_change_5d=-13.0,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,price_return_5d,0.0860954763393788,price_return_5d=0.0860954763393788,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,liquidity_score,75.0,liquidity_score=75.0,False,0.8
2026-06-01,00913,兆豐台灣晶圓製造,candidate,csv,2026-06-01,sector_strength_score,68.0,sector_strength_score=68.0,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,candidate_grade,B,candidate_grade=B,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,pe_ratio,25.07,pe_ratio=25.07,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,pb_ratio,1.4,pb_ratio=1.4,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,dividend_yield,3.42,dividend_yield=3.42,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,margin_change_5d,11.0,margin_change_5d=11.0,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,price_return_5d,0.1392801251956181,price_return_5d=0.1392801251956181,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,liquidity_score,50.0,liquidity_score=50.0,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-06-01,3652,精聯,candidate,csv,2026-06-01,risk_flags,融資連增但股價不漲；流動性偏低,risk_flags=融資連增但股價不漲；流動性偏低,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,candidate_grade,C,candidate_grade=C,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,margin_change_5d,328.0,margin_change_5d=328.0,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,price_return_5d,0.108095238095238,price_return_5d=0.108095238095238,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-06-01,00735,國泰臺韓科技,candidate,csv,2026-06-01,sector_strength_warning,缺少產業分類，使用全市場相對強弱,sector_strength_warning=缺少產業分類，使用全市場相對強弱,False,0.8
2026-06-01,8104,錸寶,candidate,csv,2026-06-01,candidate_grade,D,candidate_grade=D,False,0.8
2026-06-01,8104,錸寶,candidate,csv,2026-06-01,decision,NO_TRADE,decision=NO_TRADE,False,0.8
