trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-06-02,00961,FT臺灣永續高息,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,00918,大華優利高填息30,True,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,00962,台新AI優息動能,True,nan,WATCH_ONLY,C,DATA_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,4935,茂林-KY,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,6957,裕慶-KY,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,00916,國泰全球品牌50,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,6890,來億-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,6585,鼎基,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,6698,旭暉應材,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,8105,凌巨,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,8454,富邦媒,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-02,1563,巧新,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-02,4545,銘鈺,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,8473,山林水,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-02,00919,群益台灣精選高息,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,00735,國泰臺韓科技,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,00913,兆豐台灣晶圓製造,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-02,2405,輔信,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-02,6277,宏正,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-02,00915,凱基優選高股息30,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
