trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-05-27,00901,永豐智能車供應鏈,True,nan,WATCH_ONLY,C,DATA_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,2881,富邦金,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,False,True,True,True,False,True,FINANCIAL_MISSING；EVENT_DATA_MISSING
2026-05-27,00923,群益台ESG低碳50,True,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,00911,兆豐洲際半導體,True,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,2453,凌群,False,nan,WATCH_ONLY,B,DATA_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,3617,碩天,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,1513,中興電,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,00876,元大全球5G,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,1409,新纖,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,False,True,True,True,False,True,FINANCIAL_MISSING；EVENT_DATA_MISSING
2026-05-27,00991A,主動復華未來50,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,1583,程泰,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,4952,凌通,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,2606,裕民,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,1530,亞崴,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-05-27,1568,倉佑,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-05-27,00913,兆豐台灣晶圓製造,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,00910,第一金太空衛星,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,1810,和成,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-27,00927,群益半導體收益,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-05-27,00930,永豐ESG低碳高息,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
