trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,fundamental_positive_candidates,fundamental_warning_candidates,high_risk_event_candidates,valuation_warning_candidates,financial_warning_candidates,institutional_positive_candidates,multi_factor_data_status,market_intel_status,market_intel_warning_count,market_intel_top_score,pending_orders,executed_orders,skipped_orders,entry_price_source_warnings,requested_date,fallback_date,fallback_reason,status,error_step,error_message,strategy_validation_status,trading_decisions_status,buy_candidate_count,watch_only_count,no_trade_count,hold_count,reduce_count,exit_review_count,grade_a_count,grade_b_count,grade_c_count,grade_d_count,market_regime_score,new_entries_allowed,guardrail_status,pause_new_entries_reason,rejected_orders,loss_attribution_status,loss_attribution_loss_count,loss_attribution_top_reason
2026-05-20,1331,20,6,5,17,10,-1145.17,-54469.62,944063.78,6889.63,-54469.62,944063.78,2,1,0,0,0,8678.29,16,2,0,8,2,0,OK:9；OK_WITH_WARNING:1,OK_WITH_WARNING,20,69.16,0,5,0,0,2026-05-20,2026-05-20,no trading data,OK,,,OK,OK,0,6,14,8,5,4,0,5,2,17,45.0,False,BLOCKED,market_regime_score 45.00 低於新增持倉門檻 60.00；總回撤 7.19% 超過 5.00%；單日虧損 2.60% 超過 2.00%；連續停損 9 筆，暫停新增持倉 5 個交易日；目前持倉 13 檔已達上限 8 檔,6,OK,19,停損出場；市場環境偏弱；資料可信度偏低
