report_date,factor_name,best_bucket,best_alpha_20d,best_avg_return_pct,worst_bucket,worst_alpha_20d,worst_avg_return_pct,total_stock_count,total_trade_count,sample_status,conclusion,data_quality_warning,notes
2026-06-05,candidate_grade,-,,0.073493,D,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,confidence_score,MID,,0.073493,HIGH,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,decision_action,reduce_risk,,0.100824,no_action,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,entry_price_source,MISSING,,0.016244,OPEN,,0.000753,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,event_risk_level,NONE,,0.05337,MISSING,,-0.016509,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,event_risk_score,MISSING,,0.007722,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,final_market_score,LOW,,0.073493,HIGH,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,financial_score,MISSING,,0.007722,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,fundamental_score,MISSING,,0.007722,HIGH,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,holding_days,HIGH,,0.078192,LOW,,-0.09221,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,institutional_score,MISSING,,0.007722,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,liquidity_score,MID,,0.073493,HIGH,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,market_regime_score,HIGH,,0.004196,HIGH,,0.004196,46,27,OBSERVATION_ONLY,僅供觀察,,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,multi_factor_score,LOW,,0.073493,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,risk_pass,MISSING,,0.007722,0,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,sector_strength_score,LOW,,0.073493,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,total_score,LOW,,0.073493,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,valuation_score,MISSING,,0.007722,MID,,-0.087487,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-06-05,是否注意股 / 處置股,正常,,0.004196,正常,,0.004196,46,27,OBSERVATION_ONLY,僅供觀察,,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
