factor_name,bucket,stock_count,trade_count,avg_forward_return_1d,avg_forward_return_5d,avg_forward_return_20d,win_rate_1d,win_rate_5d,win_rate_20d,avg_return_pct,median_return_pct,total_realized_pnl_after_cost,avg_realized_pnl_after_cost,max_loss_pct,max_gain_pct,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,alpha_1d,alpha_5d,alpha_20d,conclusion,data_quality_warning,notes
financial_score,MID,18,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
financial_score,MISSING,26,26,,,,,,,0.000373,-0.05995,-21518.1,-827.619231,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
institutional_score,MID,20,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
institutional_score,MISSING,26,26,,,,,,,0.000373,-0.05995,-21518.1,-827.619231,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_score,LOW,6,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MID,14,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MISSING,26,26,,,,,,,0.000373,-0.05995,-21518.1,-827.619231,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
market_regime_score,MID,46,27,,,,,,,0.003869,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
holding_days,HIGH,9,9,,,,,,,0.079055,0.121597,39414.51,4379.39,-0.095716,0.196795,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,LOW,9,9,,,,,,,-0.09221,-0.087487,-72060.18,-8006.686667,-0.151029,-0.052326,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MID,9,9,,,,,,,0.024762,0.043349,20604.99,2289.443333,-0.142248,0.208411,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MISSING,19,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,-,4,4,,,,,,,0.084013,0.084864,27289.02,6822.255,0.043349,0.122975,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,B,4,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,C,1,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,D,15,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,0,15,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
risk_pass,MISSING,26,26,,,,,,,0.000373,-0.05995,-21518.1,-827.619231,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,True,5,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
decision_action,no_action,14,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,observe_only,5,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,reduce_risk,4,4,,,,,,,0.095675,0.108188,36766.44,9191.61,0.043349,0.122975,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,review_holding,1,1,,,,,,,0.048132,0.048132,0.0,0.0,0.048132,0.048132,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,HIGH,1,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MEDIUM,5,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_level,NONE,18,5,,,,,,,0.086166,0.094779,36766.44,7353.288,0.043349,0.122975,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
是否注意股 / 處置股,正常,41,27,,,,,,,0.003869,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
是否注意股 / 處置股,注意股,5,0,,,,,,,,,,,,,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,MISSING,25,6,,,,,,,0.019737,0.019748,11835.12,1972.52,-0.098321,0.14237,0.027623,-0.018721,0.066975,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,OPEN,21,21,,,,,,,-0.000664,-0.052326,-23875.8,-1136.942857,-0.151029,0.208411,0.027623,-0.018721,0.066975,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
