factor_name,bucket,stock_count,trade_count,avg_forward_return_1d,avg_forward_return_5d,avg_forward_return_20d,win_rate_1d,win_rate_5d,win_rate_20d,avg_return_pct,median_return_pct,total_realized_pnl_after_cost,avg_realized_pnl_after_cost,max_loss_pct,max_gain_pct,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,alpha_1d,alpha_5d,alpha_20d,conclusion,data_quality_warning,notes
final_market_score,MID,8,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
final_market_score,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
confidence_score,HIGH,17,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
confidence_score,MID,8,5,,,,,,,0.081799,0.094779,36766.44,7353.288,0.026296,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
confidence_score,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
liquidity_score,HIGH,15,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
liquidity_score,MID,10,5,,,,,,,0.081799,0.094779,36766.44,7353.288,0.026296,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
liquidity_score,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
sector_strength_score,HIGH,19,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
sector_strength_score,MID,6,5,,,,,,,0.081799,0.094779,36766.44,7353.288,0.026296,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
sector_strength_score,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
fundamental_score,HIGH,9,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
fundamental_score,MID,11,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
fundamental_score,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
valuation_score,HIGH,2,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,LOW,10,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,MID,8,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
financial_score,LOW,1,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
financial_score,MID,19,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
financial_score,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
institutional_score,MID,20,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
institutional_score,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_score,LOW,7,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MID,13,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
market_regime_score,MID,47,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
holding_days,HIGH,9,9,,,,,,,0.076629,0.121597,39414.51,4379.39,-0.095716,0.196795,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,LOW,9,9,,,,,,,-0.09221,-0.087487,-72060.18,-8006.686667,-0.151029,-0.052326,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MID,9,9,,,,,,,0.024762,0.043349,20604.99,2289.443333,-0.142248,0.208411,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MISSING,20,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,-,5,5,,,,,,,0.081799,0.094779,36766.44,7353.288,0.026296,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,B,4,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,D,16,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,0,16,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
risk_pass,MISSING,27,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,True,4,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
decision_action,no_action,16,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,observe_only,4,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,reduce_risk,4,4,,,,,,,0.095675,0.108188,36766.44,9191.61,0.043349,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,review_holding,1,1,,,,,,,0.026296,0.026296,0.0,0.0,0.026296,0.026296,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,HIGH,1,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MEDIUM,6,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MISSING,22,22,,,,,,,-0.014835,-0.069769,-48807.12,-2218.505455,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_level,NONE,18,5,,,,,,,0.081799,0.094779,36766.44,7353.288,0.026296,0.122975,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
是否注意股 / 處置股,正常,40,27,,,,,,,0.00306,-0.052326,-12040.68,-445.951111,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
是否注意股 / 處置股,注意股,6,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
是否注意股 / 處置股,處置股,1,0,,,,,,,,,,,,,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,MISSING,26,6,,,,,,,0.019737,0.019748,11835.12,1972.52,-0.098321,0.14237,-0.034793,-0.040477,0.040984,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,OPEN,21,21,,,,,,,-0.001704,-0.052326,-23875.8,-1136.942857,-0.151029,0.208411,-0.034793,-0.040477,0.040984,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
