source_name,provider_maturity,status,rows,warning,error_message,fallback_action,requested_period,actual_period,latest_available_period,source_url_or_name,is_real_data,is_mock,is_stale,data_age_days,coverage_ratio,affected_symbols_count
monthly_revenue,best_effort,OK_WITH_FALLBACK,1082,requested month 202607 unavailable; used latest available month 202605,,wrote_new_data,202607,202605,202605,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,True,False,False,69.0,1.0,1082.0
valuation,best_effort,OK,1078,,,wrote_new_data,,2026-07-08,2026-07-08,https://openapi.twse.com.tw/v1/exchangeReport/BWIBBU_ALL,True,False,False,1.0,1.0,1078.0
financials,best_effort,OK,1042,,,wrote_new_data,,115Q1,115Q1,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,True,False,False,,1.0,1042.0
material_events,best_effort,OK,116,,,wrote_new_data,,,,https://openapi.twse.com.tw/v1/opendata/t187ap04_L,True,False,False,,1.0,116.0
institutional,best_effort,OK,1335,,,wrote_new_data,,,,,False,False,False,,,
margin_short,best_effort,OK_WITH_FALLBACK,1281,"provider failed; fallback to local csv or neutral scores; provider failed, kept existing csv; 官方來源本次無法提供新資料，保留既有 CSV，rows 為既有資料筆數。","ValueError: official payload has no matching table; payload keys=['stat']; fields summary=; required=代號,股票代號,證券代號; 名稱,股票名稱,證券名稱; 今日餘額,融資今日餘額,融資餘額",kept_existing_csv,,,,,False,False,False,,,
attention_disposition,best_effort,OK,47,,,wrote_new_data,,,,,False,False,False,,,
sector_strength,local_derived,OK_WITH_FALLBACK,1370,52 檔缺少產業分類，使用全市場相對強弱；排除 2 筆跨日價格跳動異常資料,,used_local_fallback,20260709,2026-07-09,2026-07-09,SQLite local OHLCV data,True,False,False,0.0,1.0,1370.0
liquidity,local_derived,OK,1370,部分股票流動性偏低或價量資料不足；排除 2 筆跨日價格跳動異常資料,,wrote_new_data,20260709,2026-07-09,2026-07-09,SQLite local OHLCV data,True,False,False,0.0,1.0,1370.0
