trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,pending_orders,executed_orders,skipped_orders,entry_price_source_warnings,requested_date,fallback_date,fallback_reason,status,error_step,error_message
2026-05-08,1328,20,6,0,6,0,0.0,0.0,1000000.0,0,0,0,0,2026-05-10,2026-05-08,no trading data,OK_WITH_FALLBACK,,
