trade_date,source,observation_start,observation_end,observation_count,daily_return_count,cumulative_return,annualized_return,volatility,sharpe_like_ratio,sortino_like_ratio,max_drawdown,win_rate_by_day,best_day,best_day_return,worst_day,worst_day_return,profit_factor,benchmark_return,benchmark_window,alpha,benchmark_source,benchmark_is_official,fallback_reason,can_judge_alpha,can_judge_alpha_5d,can_judge_alpha_20d,can_judge_alpha_60d,can_judge_alpha_120d,can_judge_alpha_252d,benchmark_history_days,strategy_history_days,valid_trade_count,holding_record_count,can_judge_strategy_alpha,can_judge_strategy_alpha_5d,can_judge_strategy_alpha_20d,can_judge_strategy_alpha_60d,can_judge_strategy_alpha_120d,can_judge_strategy_alpha_252d,conclusion_status,primary_alpha_window,strategy_return_5d,benchmark_return_5d,excess_return_5d,strategy_return_20d,benchmark_return_20d,excess_return_20d,strategy_return_60d,benchmark_return_60d,excess_return_60d,strategy_return_120d,benchmark_return_120d,excess_return_120d,strategy_return_252d,benchmark_return_252d,excess_return_252d,excess_return,strategy_max_drawdown,benchmark_max_drawdown,drawdown_ratio,strategy_volatility,benchmark_volatility,volatility_ratio,risk_adjusted_alpha_status,conclusion_reason,benchmark_warning,status,data_quality_warning,notes
2026-06-16,pnl_chart_data,2026-05-08,2026-06-16,29,28,0.026854,0.269337,0.226081,1.168288,1.985063,-0.074387,0.464286,2026-05-21,0.035075,2026-05-19,-0.033719,1.208452,0.140225,20d,-0.033794,正式加權指數,True,,True,True,True,True,True,True,323,29,27,27,True,True,True,False,False,False,UNDERPERFORMING,20d,0.004195,0.024712,-0.020517,0.106431,0.140225,-0.033794,,0.35974,,,0.634598,,,1.119021,,-0.033794,-0.034144,-0.071239,0.479286,0.202555,0.325696,0.621916,UNDERPERFORMING,excess_return 未高於 0，不能宣稱打敗大盤。,使用正式 TAIEX 價格指數，非 total return；alpha 需保守解讀。,OK_WITH_WARNINGS,使用正式 TAIEX 價格指數，非 total return；alpha 需保守解讀。; excess_return 未高於 0，不能宣稱打敗大盤。,報表診斷用途；不修改交易策略、出場規則或訂單。
