trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-06-03,00962,台新AI優息動能,True,nan,WATCH_ONLY,C,DATA_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,00961,FT臺灣永續高息,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,00918,大華優利高填息30,True,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,00916,國泰全球品牌50,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,6890,來億-KY,False,nan,WATCH_ONLY,B,STANDARD_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,1714,和桐,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,6272,驊陞,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,False,False,True,MARGIN_MISSING；EVENT_DATA_MISSING
2026-06-03,2390,云辰,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,8104,錸寶,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-03,8454,富邦媒,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-03,8105,凌巨,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,5203,訊連,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,6957,裕慶-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,6768,志強-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,00907,永豐優息存股,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,00896,中信綠能及電動車,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,4935,茂林-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,4306,炎洲,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-03,00952,凱基台灣AI50,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-03,9933,中鼎,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
