report_date,trade_date,stock_id,stock_name,source_report,rejection_stage,rejected_status,rejection_reason,rejected_reason,original_order_status,final_order_status,signal_date,planned_entry_date,attempted_execution_date,order_age_trading_days,candidate_grade,decision,total_score,multi_factor_score,final_market_score,confidence_score,liquidity_score,sector_strength_score,event_risk_level,market_regime_score,guardrail_status,new_entries_allowed,expires_after_trading_days,expired_at,expiry_reason,status,skipped_reason,warning,reason,risk_reason,event_blocked
2026-06-05,2026-06-05,6698,旭暉應材,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,82.45,59.94,62.15,90.0,75.0,64.0,NONE,59.0,BLOCKED,False,1,,,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,2483,百容,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,82.45,64.64,65.6,90.0,60.0,64.0,NONE,59.0,BLOCKED,False,1,,,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,1904,正隆,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,82.45,67.51,69.1,90.0,92.0,78.0,NONE,59.0,BLOCKED,False,1,,,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,7788,松川精密,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,D,,82.45,63.63,60.35,100.0,92.0,64.0,HIGH,59.0,BLOCKED,False,1,,,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,True
2026-06-05,2026-06-05,6890,來億-KY,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,82.45,66.55,64.7,100.0,92.0,78.0,NONE,59.0,BLOCKED,False,1,,,REJECTED_GUARDRAIL,market_regime_score 59.00 低於新增持倉門檻 60.00,market_regime_score 59.00 低於新增持倉門檻 60.00,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,6585,鼎基,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,85.0,67.87,66.2,90.0,60.0,78.0,NONE,77.0,OK,True,1,,,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,9934,成霖,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,84.64,66.68,65.51,90.0,50.0,78.0,NONE,77.0,OK,True,1,,,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,2108,南帝,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,84.51,70.19,67.16,90.0,75.0,78.0,NONE,77.0,OK,True,1,,,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,2597,潤弘,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,83.84,68.48,66.87,90.0,92.0,78.0,NONE,77.0,OK,True,1,,,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
2026-06-05,2026-06-05,3015,全漢,risk_pass_candidates_20260605.csv,signal_creation,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,NEW_SIGNAL,REJECTED_GUARDRAIL,2026-06-05,NEXT_AVAILABLE_TRADING_DAY,,,C,,83.2,66.74,64.8,90.0,92.0,78.0,NONE,77.0,OK,True,1,,,REJECTED_GUARDRAIL,候選分級 C 低於新增紙上交易門檻 A,候選分級 C 低於新增紙上交易門檻 A,收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,通過資料品質、停損、部位、流動性與波動檢查,False
