trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,fundamental_positive_candidates,fundamental_warning_candidates,high_risk_event_candidates,valuation_warning_candidates,financial_warning_candidates,institutional_positive_candidates,multi_factor_data_status,market_intel_status,market_intel_warning_count,market_intel_top_score,pending_orders,executed_orders,skipped_orders,entry_price_source_warnings,requested_date,fallback_date,fallback_reason,status,error_step,error_message,strategy_validation_status,trading_decisions_status,buy_candidate_count,watch_only_count,no_trade_count,hold_count,reduce_count,exit_review_count,grade_a_count,grade_b_count,grade_c_count,grade_d_count
2026-05-19,1330,20,6,1,13,9,-8560.83,-63147.90999999999,928077.24,6071.37,-63147.90999999999,928077.24,1,3,0,0,0,-26011.47,14,2,1,9,3,0,OK:9；OK_WITH_WARNING:1,OK_WITH_WARNING,20,67.9,5,1,6,0,2026-05-19,2026-05-19,no trading data,OK,,,OK,OK,6,0,14,7,4,2,0,7,0,16
