trade_date,scored_rows,candidate_rows,risk_pass_rows,new_positions,open_positions,closed_positions,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,fundamental_positive_candidates,fundamental_warning_candidates,high_risk_event_candidates,valuation_warning_candidates,financial_warning_candidates,institutional_positive_candidates,multi_factor_data_status,market_intel_status,market_intel_warning_count,market_intel_top_score,pending_orders,executed_orders,skipped_orders,entry_price_source_warnings,requested_date,fallback_date,fallback_reason,status,error_step,error_message
2026-05-15,1327,20,6,0,11,5,-2756.29,-31901.840000000004,964964.0,4126.75,-31901.840000000004,964964.0,2,2,0,0,0,-13952.86,0,0,0,0,0,2,OK:9；OK_WITH_WARNING:1,OK_WITH_WARNING,20,64.1,5,0,0,0,2026-05-16,2026-05-15,no trading data,OK_WITH_FALLBACK,,
