trade_date,stock_id,stock_name,source_name,source_type,source_date,field_name,field_value,evidence_summary,fallback_used,confidence_impact
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,pe_ratio,15.13,pe_ratio=15.13,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,pb_ratio,1.68,pb_ratio=1.68,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,dividend_yield,3.86,dividend_yield=3.86,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,margin_change_5d,26.0,margin_change_5d=26.0,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,price_return_5d,0.1566771819137751,price_return_5d=0.1566771819137751,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-29,2881,富邦金,candidate,csv,2026-05-29,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,pe_ratio,20.53,pe_ratio=20.53,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,pb_ratio,2.27,pb_ratio=2.27,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,dividend_yield,2.49,dividend_yield=2.49,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,margin_change_5d,15769.0,margin_change_5d=15769.0,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,price_return_5d,0.1559999999999999,price_return_5d=0.1559999999999999,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-29,2317,鴻海,candidate,csv,2026-05-29,risk_flags,融資連增但股價不漲；融資暴增但法人賣超；融資使用偏高,risk_flags=融資連增但股價不漲；融資暴增但法人賣超；融資使用偏高,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,pe_ratio,14.2,pe_ratio=14.2,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,pb_ratio,2.96,pb_ratio=2.96,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,dividend_yield,5.15,dividend_yield=5.15,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,margin_change_5d,143.0,margin_change_5d=143.0,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,price_return_5d,0.0898876404494382,price_return_5d=0.0898876404494382,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,liquidity_score,60.0,liquidity_score=60.0,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-29,3046,建碁,candidate,csv,2026-05-29,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,candidate_grade,D,candidate_grade=D,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,decision,NO_TRADE,decision=NO_TRADE,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,pe_ratio,17.68,pe_ratio=17.68,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,pb_ratio,1.29,pb_ratio=1.29,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,dividend_yield,3.73,dividend_yield=3.73,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,margin_change_5d,183.0,margin_change_5d=183.0,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,price_return_5d,0.2663316582914574,price_return_5d=0.2663316582914574,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,liquidity_score,75.0,liquidity_score=75.0,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-29,8473,山林水,candidate,csv,2026-05-29,risk_flags,融資連增但股價不漲；未通過既有風控,risk_flags=融資連增但股價不漲；未通過既有風控,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,pe_ratio,33.84,pe_ratio=33.84,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,pb_ratio,2.53,pb_ratio=2.53,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,dividend_yield,2.21,dividend_yield=2.21,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,margin_change_5d,1453.0,margin_change_5d=1453.0,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,price_return_5d,0.5611015490533562,price_return_5d=0.5611015490533562,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,liquidity_score,75.0,liquidity_score=75.0,False,0.8
2026-05-29,1568,倉佑,candidate,csv,2026-05-29,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
