trade_date,symbol,name,candidate_score,market_regime_score,official_threshold,blocked_by_market_regime,close_on_trade_date,close_plus_5d,close_plus_20d,forward_return_5d,forward_return_20d,benchmark_return_5d,benchmark_return_20d,excess_return_5d,excess_return_20d,forward_return_5d_status,forward_return_20d_status,data_sufficiency_status,is_observation_only
2026-05-08,00735,國泰臺韓科技,83.43,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,00891,中信關鍵半導體,83.64,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,00947,台新臺灣IC設計,82.71,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,009802,富邦旗艦50,82.72,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,2357,華碩,83.34,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,2376,技嘉,84.01,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,2395,研華,83.2,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,2428,興勤,82.59,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,2458,義隆,83.46,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3014,聯陽,83.28,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3033,威健,84.22,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3034,聯詠,83.2,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3048,益登,83.09,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3416,融程電,83.93,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3528,安馳,84.67,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,3592,瑞鼎,82.75,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,5285,界霖,83.4,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,6206,飛捷,83.56,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,6525,捷敏-KY,83.52,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-08,8926,台汽電,83.51,,60,False,,,,,,-0.010373536737145583,0.08333345351425847,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,00735,國泰臺韓科技,83.84,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,00947,台新臺灣IC設計,85.0,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,009802,富邦旗艦50,83.74,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,1762,中化生,82.9,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,2030,彰源,83.55,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,2357,華碩,84.59,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,2376,技嘉,83.69,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,2377,微星,83.66,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,2855,統一證,85.0,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,3014,聯陽,82.54,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,3033,威健,82.99,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,3034,聯詠,83.2,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
2026-05-11,3048,益登,84.25,,60,False,,,,,,-0.02149410649326655,0.04098390861367518,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True
