trade_date,market_regime_score,regime_label,twse_index,tpex_index,advancers,decliners,unchanged,limit_up_count,limit_down_count,market_breadth_summary,recap_summary,fallback_used,data_quality_note
2026-07-09,50.0,大盤震盪,45354.61,424.99,544,714,106,22,6,下跌家數 714 高於上漲家數 544，市場廣度偏空,大盤震盪；下跌家數 714 高於上漲家數 544，市場廣度偏空；market_regime_score=50，目前紙上新增持倉需保守。,True,未接正式指數來源時，使用本地 SQLite 全市場價量 fallback；排除 2 筆跨日價格跳動異常資料
