trade_date,symbol,name,candidate_score,market_regime_score,official_threshold,blocked_by_market_regime,close_on_trade_date,close_plus_5d,close_plus_20d,forward_return_5d,forward_return_20d,benchmark_return_5d,benchmark_return_20d,excess_return_5d,excess_return_20d,forward_return_5d_status,forward_return_20d_status,data_sufficiency_status,is_observation_only
2026-05-08,00735,國泰臺韓科技,83.43,,60,False,95.3,100.05,119.65,0.04984260230849946,0.2555089192025184,-0.010373536737145583,0.08333345351425847,0.060216139045645045,0.17217546568825992,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,00891,中信關鍵半導體,83.64,,60,False,34.19,34.71,36.75,0.015209125475285301,0.07487569464755794,-0.010373536737145583,0.08333345351425847,0.025582662212430884,-0.008457758866700527,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,00947,台新臺灣IC設計,82.71,,60,False,35.79,36.99,40.2,0.03352891869237218,0.12321877619446786,-0.010373536737145583,0.08333345351425847,0.04390245542951776,0.03988532268020939,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,009802,富邦旗艦50,82.72,,60,False,17.97,17.6,21.04,-0.02058987200890361,0.17084028937117424,-0.010373536737145583,0.08333345351425847,-0.010216335271758026,0.08750683585691577,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,2357,華碩,83.34,,60,False,650.0,679.0,920.0,0.04461538461538472,0.41538461538461546,-0.010373536737145583,0.08333345351425847,0.05498892135253031,0.332051161870357,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,2376,技嘉,84.01,,60,False,317.0,327.0,390.5,0.03154574132492116,0.23186119873817024,-0.010373536737145583,0.08333345351425847,0.041919278062066745,0.14852774522391177,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,2395,研華,83.2,,60,False,476.5,465.0,515.0,-0.02413431269674715,0.0807974816369359,-0.010373536737145583,0.08333345351425847,-0.013760775959601568,-0.0025359718773225737,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,2428,興勤,82.59,,60,False,190.5,212.0,276.5,0.11286089238845154,0.4514435695538057,-0.010373536737145583,0.08333345351425847,0.12323442912559712,0.36811011603954724,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,2458,義隆,83.46,,60,False,151.5,149.5,167.5,-0.01320132013201325,0.10561056105610556,-0.010373536737145583,0.08333345351425847,-0.0028277833948676667,0.022277107541847085,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,3014,聯陽,83.28,,60,False,135.5,139.0,151.0,0.02583025830258312,0.11439114391143912,-0.010373536737145583,0.08333345351425847,0.0362037950397287,0.03105769039718065,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,3033,威健,84.22,,60,False,43.85,46.4,49.7,0.05815279361459513,0.1334093500570126,-0.010373536737145583,0.08333345351425847,0.06852633035174072,0.05007589654275413,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,3034,聯詠,83.2,,60,False,498.0,493.0,507.0,-0.010040160642570295,0.01807228915662651,-0.010373536737145583,0.08333345351425847,0.0003333760945752884,-0.06526116435763196,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
2026-05-08,3048,益登,83.09,,60,False,42.4,51.0,75.2,0.2028301886792454,0.7735849056603774,-0.010373536737145583,0.08333345351425847,0.213203725416391,0.6902514521461189,OBSERVATION_ONLY,OBSERVATION_ONLY,OBSERVATION_ONLY,True
