trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-05-29,2881,富邦金,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,False,True,True,True,False,True,FINANCIAL_MISSING；EVENT_DATA_MISSING
2026-05-29,2317,鴻海,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,3046,建碁,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,False,True,False,True,INSTITUTIONAL_MISSING；EVENT_DATA_MISSING
2026-05-29,8473,山林水,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,1568,倉佑,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,8454,富邦媒,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,1563,巧新,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,False,True,False,True,INSTITUTIONAL_MISSING；EVENT_DATA_MISSING
2026-05-29,3652,精聯,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,False,True,False,True,INSTITUTIONAL_MISSING；EVENT_DATA_MISSING
2026-05-29,1524,耿鼎,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,2438,翔耀,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,False,True,False,True,INSTITUTIONAL_MISSING；EVENT_DATA_MISSING
2026-05-29,02001L,富邦蘋果正二N,False,nan,NO_TRADE,D,RISK_REVIEW,True,False,False,False,False,False,False,True,VALUATION_MISSING；FINANCIAL_MISSING；REVENUE_MISSING；INSTITUTIONAL_MISSING；MARGIN_MISSING；EVENT_DATA_MISSING
2026-05-29,3257,虹冠電,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,6141,柏承,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,3528,安馳,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,8110,華東,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,2356,英業達,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,2324,仁寶,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-05-29,6770,力積電,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,False,True,False,True,INSTITUTIONAL_MISSING；EVENT_DATA_MISSING
2026-05-29,9105,泰金寶-DR,False,nan,NO_TRADE,D,RISK_REVIEW,True,False,False,True,True,True,False,True,VALUATION_MISSING；FINANCIAL_MISSING；EVENT_DATA_MISSING
2026-05-29,2369,菱生,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
