trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-06-04,6585,鼎基,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,6957,裕慶-KY,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,00962,台新AI優息動能,True,nan,WATCH_ONLY,C,DATA_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,00916,國泰全球品牌50,True,nan,WATCH_ONLY,C,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,1714,和桐,False,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-04,6890,來億-KY,False,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-04,00918,大華優利高填息30,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,00961,FT臺灣永續高息,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,00907,永豐優息存股,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,5203,訊連,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,2390,云辰,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,1904,正隆,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,8454,富邦媒,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-04,00735,國泰臺韓科技,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,00896,中信綠能及電動車,True,nan,NO_TRADE,D,RISK_REVIEW,False,True,True,True,True,True,False,False,INDUSTRY_MISSING；EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,6698,旭暉應材,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,1709,和益,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,00911,兆豐洲際半導體,True,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-04,6768,志強-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-04,4306,炎洲,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
