trade_date,stock_id,stock_name,source_name,source_type,source_date,field_name,field_value,evidence_summary,fallback_used,confidence_impact
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,candidate_grade,C,candidate_grade=C,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,margin_change_5d,20.0,margin_change_5d=20.0,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,price_return_5d,0.1604881418374395,price_return_5d=0.1604881418374395,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,liquidity_score,75.0,liquidity_score=75.0,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-28,00913,兆豐台灣晶圓製造,candidate,csv,2026-05-28,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,pe_ratio,14.0,pe_ratio=14.0,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,pb_ratio,0.73,pb_ratio=0.73,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,dividend_yield,4.76,dividend_yield=4.76,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,margin_change_5d,7524.0,margin_change_5d=7524.0,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,price_return_5d,0.224188790560472,price_return_5d=0.224188790560472,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-28,1409,新纖,candidate,csv,2026-05-28,risk_flags,融資連增但股價不漲,risk_flags=融資連增但股價不漲,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,candidate_grade,B,candidate_grade=B,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,pe_ratio,14.19,pe_ratio=14.19,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,pb_ratio,1.75,pb_ratio=1.75,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,dividend_yield,3.86,dividend_yield=3.86,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,margin_change_5d,-106.0,margin_change_5d=-106.0,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,price_return_5d,0.1446409989594173,price_return_5d=0.1446409989594173,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,liquidity_score,92.0,liquidity_score=92.0,False,0.8
2026-05-28,2881,富邦金,candidate,csv,2026-05-28,sector_strength_score,78.0,sector_strength_score=78.0,False,0.8
2026-05-28,00901,永豐智能車供應鏈,candidate,csv,2026-05-28,candidate_grade,C,candidate_grade=C,False,0.8
2026-05-28,00901,永豐智能車供應鏈,candidate,csv,2026-05-28,decision,WATCH_ONLY,decision=WATCH_ONLY,False,0.8
2026-05-28,00901,永豐智能車供應鏈,candidate,csv,2026-05-28,margin_change_5d,0.0,margin_change_5d=0.0,False,0.8
