trade_date,total_capital,invested_value,market_value,cash,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,take_profit_exits,stop_loss_exits,trailing_stop_exits,trend_exit_exits,time_exit_exits,realized_pnl_after_cost_today,open_positions,closed_positions
2026-05-21,1000000.0,743869.99,758494.7,218681.74,14624.71,-37156.73,977176.44,7407.23,-37156.73,977176.44,3,0,0,0,0,17312.89,17,10
