signal_date,planned_entry_date,actual_entry_date,entry_price_source,trade_date,stock_id,stock_name,entry_price,entry_price_raw,slippage_rate,shares,original_shares,remaining_shares,position_value,entry_slippage,buy_slippage_cost,entry_commission,buy_commission,exit_price,exit_price_raw,exit_slippage,sell_slippage_cost,exit_commission,sell_commission,exit_tax,sell_tax,total_cost,realized_pnl_after_cost,realized_pnl_pct_after_cost,last_exit_realized_pnl_after_cost,partial_exit_1_done,partial_exit_2_done,highest_price_since_entry,highest_pnl_pct_since_entry,trailing_stop_price,stop_loss_price,suggested_position_pct,status,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,holding_days,stop_loss_hit,exit_date,realized_pnl,realized_pnl_pct,exit_reason
,,,,2026-05-08,3528,安馳,91.0,91.0,0.0,1098,1098.0,1098.0,99918.0,,0.0,0.0,0.0,82.4175,82.5,0.0825,0.0,128.95,128.95,271.48,271.48,491.01,-9824.01,-0.098321,0.0,False,False,91.0,0.0,,85.39,0.1,CLOSED,82.5,0.0,0.0,0.0,3.0,True,2026-05-11,-9824.01,-0.098321,STOP_LOSS
,,,,2026-05-08,3033,威健,43.85,43.85,0.001,2280,2280.0,570.0,24994.5,,0.0,0.0,0.0,51.3486,51.4,0.0514,83.91,11.68,33.45,87.81,251.46,368.82,8551.68,0.085536,4174.71,True,True,51.4,0.172178,47.288,40.6,0.1,OPEN,51.4,29298.0,4303.5,0.172178,9.0,False,2026-05-20,8551.68,0.085536,take_profit_2
,,,,2026-05-08,2376,技嘉,317.0,317.0,0.0,315,315.0,315.0,99855.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,False,False,330.5,0.042587,,293.43,0.1,OPEN,302.0,95130.0,-4725.0,-0.047319,9.0,False,,,,
,,,,2026-05-08,3416,融程電,175.5,175.5,0.001,569,569.0,0.0,0.0,,0.0,0.0,0.0,162.837,163.0,0.163,92.75,36.97,36.97,277.96,277.96,407.68,-7520.18,-0.075308,-7520.18,False,False,175.5,0.0,,163.0,0.1,CLOSED,163.0,0.0,0.0,0.0,5.0,True,2026-05-15,-7520.18,-0.075308,stop_loss
,,,,2026-05-08,00891,中信關鍵半導體,34.19,34.19,0.001,2924,2924.0,0.0,0.0,,0.0,0.0,0.0,31.2687,31.3,0.0313,91.52,36.48,36.48,91.43,91.43,219.43,-8669.79,-0.086723,-8669.79,False,False,35.19,0.029248,,32.27,0.1,CLOSED,31.3,0.0,0.0,0.0,8.0,True,2026-05-19,-8669.79,-0.086723,stop_loss
,,,,2026-05-08,6206,飛捷,119.0,119.0,0.0,840,840.0,420.0,49980.0,,0.0,0.0,0.0,139.86,140.0,0.14,58.8,83.71,83.71,176.22,176.22,318.73,8501.27,0.085047,0.0,True,False,140.0,0.176471,128.8,110.93,0.1,OPEN,131.0,55020.0,5040.0,0.10084,9.0,False,2026-05-12,8501.27,0.085047,TAKE_PROFIT_1
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,00947,台新臺灣IC設計,38.6987,38.66,0.001,2584,2584.0,0.0,0.0,0.0387,100.0,142.5,142.5,32.947,32.98,0.033,85.27,33.97,33.97,85.14,85.14,446.88,-15124.0,-0.151029,-15124.0,False,False,38.6987,0.0,,35.19,0.1,CLOSED,32.98,0.0,0.0,0.0,5.0,True,2026-05-19,-15124.0,-0.151029,stop_loss
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,2855,統一證,43.7437,43.7,0.001,2286,2286.0,0.0,0.0,0.0437,99.9,142.5,142.5,40.1099,40.15,0.0401,91.67,36.58,36.58,275.07,275.07,645.72,-8761.02,-0.087487,-8761.02,False,False,43.7437,0.0,,40.86,0.1,CLOSED,40.15,0.0,0.0,0.0,2.0,True,2026-05-14,-8761.02,-0.087487,STOP_LOSS
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,8213,志超,43.8438,43.8,0.001,2280,2280.0,0.0,0.0,0.0438,99.86,142.45,142.45,38.6613,38.7,0.0387,88.24,35.17,35.17,264.44,264.44,630.16,-12258.16,-0.122451,-12258.16,False,False,43.8438,0.0,,39.11,0.1,CLOSED,38.7,0.0,0.0,0.0,1.0,True,2026-05-13,-12258.16,-0.122451,STOP_LOSS
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,5258,虹堡,54.5545,54.5,0.001,1833,1833.0,917.0,50026.48,0.0545,99.9,142.5,142.5,59.94,60.0,0.06,54.96,21.91,21.91,164.72,164.72,483.99,4675.28,0.046687,0.0,True,False,60.0,0.099818,55.2,50.35,0.1,OPEN,58.0,53186.0,3159.52,0.063157,6.0,False,2026-05-19,4675.28,0.046687,take_profit_1
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,2357,華碩,686.686,686.0,0.001,130,130.0,0.0,0.0,0.686,89.18,127.21,127.21,640.359,641.0,0.641,83.33,33.22,33.22,249.74,249.74,582.68,-6432.68,-0.071957,-6432.68,False,False,686.686,0.0,,644.43,0.1,CLOSED,641.0,0.0,0.0,0.0,3.0,True,2026-05-15,-6432.68,-0.071957,stop_loss
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,1256,鮮活果汁-KY,199.199,199.0,0.001,253,253.0,253.0,50397.35,0.199,50.35,20.11,20.11,,,,0.0,,0.0,,0.0,70.46,0.0,,0.0,False,False,199.199,0.0,,175.07,0.1,OPEN,183.0,46299.0,-4098.35,-0.081321,5.0,False,,,,
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,3048,益登,46.2462,46.2,0.001,4,4.0,1.0,46.25,0.0462,0.18,1.0,1.0,56.0439,56.1,0.0561,0.16,1.0,2.0,0.17,0.48,3.82,15.97,0.085869,0.0,True,True,61.7,0.334164,56.764,43.15,0.1,OPEN,61.7,61.7,15.45,0.334164,5.0,False,2026-05-15,15.97,0.085869,take_profit_2
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,8926,台汽電,59.7597,59.7,0.001,1469,1469.0,1469.0,87787.0,0.0597,87.7,35.03,35.03,,,,0.0,,0.0,,0.0,122.73,0.0,,0.0,False,False,61.1,0.022428,,52.98,0.1,OPEN,59.9,87993.1,206.1,0.002348,4.0,False,,,,
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,2030,彰源,18.3183,18.3,0.001,1,1.0,1.0,18.32,0.0183,0.02,1.0,1.0,,,,0.0,,0.0,,0.0,1.02,0.0,,0.0,False,False,18.3183,0.0,,16.67,0.1,OPEN,17.25,17.25,-1.07,-0.058319,4.0,False,,,,
2026-05-14,NEXT_AVAILABLE_TRADING_DAY,2026-05-15,OPEN,2026-05-15,2425,承啟,35.4354,35.4,0.001,2580,2580.0,2580.0,91423.33,0.0354,91.33,36.48,36.48,,,,0.0,,0.0,,0.0,127.81,0.0,,0.0,False,False,35.4354,0.0,,32.45,0.1,OPEN,32.65,84237.0,-7186.33,-0.078605,3.0,False,,,,
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,5538,東明-KY,35.2853,35.25,0.001,2834,2834.0,0.0,0.0,0.0353,100.04,39.9,39.9,33.5664,33.6,0.0336,95.22,37.96,37.96,285.38,285.38,558.5,-5234.6,-0.052326,-5234.6,False,False,35.2853,0.0,,33.91,0.1,CLOSED,33.6,0.0,0.0,0.0,0.0,True,2026-05-18,-5234.6,-0.052326,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,1776,展宇,18.9189,18.9,0.001,5285,5285.0,0.0,0.0,0.0189,99.89,39.89,39.89,17.6823,17.7,0.0177,93.54,37.29,37.29,280.35,280.35,550.96,-6892.96,-0.068911,-6892.96,False,False,18.9189,0.0,,17.79,0.1,CLOSED,17.7,0.0,0.0,0.0,1.0,True,2026-05-19,-6892.96,-0.068911,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,6579,研揚,149.149,149.0,0.001,169,169.0,169.0,25206.18,0.149,25.18,10.06,10.06,,,,0.0,,0.0,,0.0,35.24,0.0,,0.0,False,False,149.149,0.0,,138.46,0.1,OPEN,149.0,25181.0,-25.18,-0.000999,2.0,False,,,,
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,3059,華晶科,41.992,41.95,0.001,1,1.0,1.0,41.99,0.042,0.04,1.0,1.0,,,,0.0,,0.0,,0.0,1.04,0.0,,0.0,False,False,43.2,0.028767,,38.86,0.1,OPEN,42.5,42.5,0.51,0.012098,2.0,False,,,,
