trade_date,threshold,current_threshold,current_market_regime_score,walk_forward_split,train_start,train_end,validation_start,validation_end,train_observation_count,validation_observation_count,eligible_candidate_count,blocked_candidate_count,would_allow_new_entries,estimated_exposure_pct,cash_drag_proxy,forward_return_5d_mean,forward_return_20d_mean,positive_forward_5d_rate,positive_forward_20d_rate,estimated_strategy_return_proxy,estimated_benchmark_return,estimated_excess_return,estimated_max_drawdown_proxy,train_estimated_excess_return,validation_estimated_excess_return,dynamic_exposure_pct,dynamic_cash_drag_proxy,dynamic_estimated_excess_return,dynamic_estimated_max_drawdown_proxy,risk_status,recommendation,is_observation_only,data_sufficiency_status,notes
2026-06-09,45,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,60,0,True,1.0,0.0,0.006095583001100248,,0.31666666666666665,,0.006095583001100249,-0.01721386163047,0.02330944463157025,-0.04493791941267067,-0.05439194068696391,0.02330944463157025,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,OBSERVATION_ONLY,CONSIDER_LOWERING,True,OBSERVATION_ONLY,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,50,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,0,60,True,0.0,0.0,,,,,0.0,-0.01721386163047,0.01721386163047,0.0,-0.07265860486849407,0.01721386163047,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True,DATA_INSUFFICIENT,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,55,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,0,60,False,0.0,0.0,,,,,0.0,-0.01721386163047,0.01721386163047,0.0,-0.07265860486849407,0.01721386163047,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True,DATA_INSUFFICIENT,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,60,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,0,60,False,0.0,0.0,,,,,0.0,-0.01721386163047,0.01721386163047,0.0,-0.09151330788448317,0.01721386163047,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True,DATA_INSUFFICIENT,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,65,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,0,60,False,0.0,0.0,,,,,0.0,-0.01721386163047,0.01721386163047,0.0,-0.05728790643036596,0.01721386163047,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True,DATA_INSUFFICIENT,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,70,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,0,60,False,0.0,0.0,,,,,0.0,-0.01721386163047,0.01721386163047,0.0,-0.05728790643036596,0.01721386163047,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,DATA_INSUFFICIENT,DATA_INSUFFICIENT,True,DATA_INSUFFICIENT,OBSERVATION_ONLY: threshold optimizer proxy，不修改正式策略或 config.yaml。
2026-06-09,DYNAMIC_EXPOSURE,60,53.0,train_first_70pct_validation_last_30pct,2026-05-20,2026-05-28,2026-05-29,2026-06-02,7,3,60,0,True,0.20000000000000004,0.0,0.006095583001100248,,0.31666666666666665,,0.0012191166002200498,-0.01721386163047,0.01843297823069005,-0.008987583882534178,-0.05978285296931117,0.01843297823069005,0.20000000000000004,0.0,0.01843297823069005,-0.008987583882534178,OBSERVATION_ONLY,CONSIDER_DYNAMIC_EXPOSURE,True,OBSERVATION_ONLY,score<45:0%; 45-55:20%; 55-65:40%; 65-75:60%; >=75:80%。此列只比較 dynamic exposure proxy。
