trade_date,stock_id,stock_name,is_etf,market_type,decision,candidate_grade,review_level,has_industry,has_valuation,has_financials,has_revenue,has_institutional,has_margin,has_event_data,has_etf_metadata,missing_fields
2026-06-09,1342,八貫,False,nan,WATCH_ONLY,B,STANDARD_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,3022,威強電,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2414,精技,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2597,潤弘,False,nan,WATCH_ONLY,B,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,0055,元大MSCI金融,True,nan,WATCH_ONLY,C,RISK_REVIEW,True,True,True,True,True,True,False,False,EVENT_DATA_MISSING；ETF_METADATA_MISSING
2026-06-09,3550,聯穎,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,6585,鼎基,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-09,4739,康普,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2484,希華,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-09,2478,大毅,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2059,川湖,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
2026-06-09,2457,飛宏,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2535,達欣工,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2241,艾姆勒,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,7788,松川精密,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,5288,豐祥-KY,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,False,True,EVENT_DATA_MISSING
2026-06-09,2883,凱基金,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,False,True,True,True,True,True,FINANCIAL_MISSING
2026-06-09,2882,國泰金,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,False,True,True,True,False,True,FINANCIAL_MISSING；EVENT_DATA_MISSING
2026-06-09,2881,富邦金,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,False,True,True,True,True,True,FINANCIAL_MISSING
2026-06-09,2025,千興,False,nan,NO_TRADE,D,RISK_REVIEW,True,True,True,True,True,True,True,True,
