candidate_grade,decision,entry_date,exit_date,stock_id,stock_name,entry_price,exit_price,realized_pnl_pct,unrealized_pnl_pct,exit_reason,holding_days,liquidity_score,sector_strength_score,confidence_score,market_regime_score,gap_pct,max_favorable_excursion,max_adverse_excursion,loss_bucket,likely_loss_reason
-,-,2026-05-13,2026-06-01,3048,益登,46.2462,68.3316,0.196795,0.0,trailing_stop,15.0,50.0,50.0,50.0,84.0,,0.610943,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-14,2026-06-18,8926,台汽電,59.7597,25.2247,-0.022196,0.0,stop_loss,8.0,50.0,50.0,50.0,84.0,,0.328655,-0.08,small_loss,停損出場；資料可信度偏低
-,-,2026-05-14,2026-06-18,2030,彰源,18.3183,12.7372,-0.39441,0.0,stop_loss,8.0,50.0,50.0,50.0,84.0,,0.048132,-0.39441,large_loss,停損出場；資料可信度偏低
-,-,2026-05-15,2026-06-08,2425,承啟,35.4354,33.1668,-0.067574,0.0,ma20_break,18.0,50.0,50.0,50.0,84.0,,0.035687,-0.067574,small_loss,資料可信度偏低
-,-,2026-05-18,2026-05-18,5538,東明-KY,35.2853,33.5664,-0.052326,0.0,stop_loss,0.0,50.0,50.0,50.0,84.0,,0.0,-0.08,small_loss,停損出場；資料可信度偏低
-,-,2026-05-18,2026-05-19,1776,展宇,18.9189,17.6823,-0.068911,0.0,stop_loss,1.0,50.0,50.0,50.0,84.0,,0.0,-0.08,small_loss,停損出場；資料可信度偏低
-,-,2026-05-18,2026-06-05,6579,研揚,149.149,162.3375,0.148136,0.0,trailing_stop,15.0,50.0,50.0,50.0,84.0,,0.186733,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-18,2026-06-01,3059,華晶科,41.992,46.4035,0.052803,0.0,take_profit_1,11.0,50.0,50.0,50.0,84.0,,0.106163,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-18,2026-05-29,8163,達方,34.2342,39.2607,0.0826,0.0,take_profit_1,9.0,50.0,50.0,50.0,84.0,,0.147975,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-19,2026-06-04,4562,穎漢,43.7437,40.8091,-0.070628,0.0,ma20_break,13.0,50.0,50.0,50.0,84.0,,0.041293,-0.070628,small_loss,資料可信度偏低
-,-,2026-05-20,2026-05-28,6834,天二科技,56.4564,70.4295,0.208411,0.0,trailing_stop,6.0,50.0,50.0,50.0,84.0,,0.450677,0.0,profitable_or_flat,目前非虧損交易
D,NO_TRADE,2026-05-20,2026-06-18,2478,大毅,96.2962,52.5474,-0.019538,0.0,stop_loss,8.0,92.0,86.0,90.0,84.0,,1.362502,-0.08,small_loss,停損出場；候選分級偏弱
-,-,2026-05-20,2026-06-11,6902,GOGOLOOK,129.129,132.867,0.05587,0.0,trailing_stop,8.0,50.0,50.0,50.0,84.0,,0.142269,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-20,2026-06-02,4571,鈞興-KY,229.7295,197.802,-0.142248,0.0,stop_loss,9.0,50.0,50.0,50.0,84.0,,0.0,-0.142248,large_loss,停損出場；資料可信度偏低
-,-,2026-05-20,2026-05-20,3055,蔚華科,122.122,111.888,-0.102096,0.0,stop_loss,0.0,50.0,50.0,50.0,84.0,,0.0,-0.102096,large_loss,停損出場；資料可信度偏低
