candidate_grade,decision,entry_date,exit_date,stock_id,stock_name,entry_price,exit_price,realized_pnl_pct,unrealized_pnl_pct,exit_reason,holding_days,liquidity_score,sector_strength_score,confidence_score,market_regime_score,gap_pct,max_favorable_excursion,max_adverse_excursion,loss_bucket,likely_loss_reason
-,-,2026-05-08,2026-05-11,3528,安馳,91.0,82.4175,-0.098321,0.0,STOP_LOSS,3.0,50.0,50.0,50.0,84.0,,0.0,-0.098321,large_loss,停損出場；資料可信度偏低
-,-,2026-05-08,2026-05-25,3033,威健,43.85,49.1508,0.114804,0.0,trailing_stop,12.0,50.0,50.0,50.0,84.0,,0.22919,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-08,2026-06-08,2376,技嘉,317.0,344.655,0.14237,0.0,trailing_stop,24.0,50.0,50.0,50.0,84.0,,0.258675,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-08,2026-05-15,3416,融程電,175.5,162.837,-0.075308,0.0,stop_loss,5.0,50.0,50.0,50.0,84.0,,0.0,-0.08,small_loss,停損出場；資料可信度偏低
-,-,2026-05-08,2026-05-19,00891,中信關鍵半導體,34.19,31.2687,-0.086723,0.0,stop_loss,8.0,50.0,50.0,50.0,84.0,,0.029248,-0.086723,large_loss,停損出場；資料可信度偏低
-,-,2026-05-08,2026-06-11,6206,飛捷,119.0,131.868,0.147689,0.0,trailing_stop,8.0,50.0,50.0,50.0,84.0,,0.210084,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-12,2026-05-19,00947,台新臺灣IC設計,38.6987,32.947,-0.151029,0.0,stop_loss,5.0,50.0,50.0,50.0,84.0,,0.0,-0.151029,large_loss,停損出場；資料可信度偏低
-,-,2026-05-12,2026-05-14,2855,統一證,43.7437,40.1099,-0.087487,0.0,STOP_LOSS,2.0,50.0,50.0,50.0,84.0,,0.0,-0.087487,large_loss,停損出場；資料可信度偏低
-,-,2026-05-12,2026-05-13,8213,志超,43.8438,38.6613,-0.122451,0.0,STOP_LOSS,1.0,50.0,50.0,50.0,84.0,,0.0,-0.122451,large_loss,停損出場；資料可信度偏低
-,-,2026-05-12,2026-05-27,5258,虹堡,54.5545,51.948,0.02049,0.0,trailing_stop,12.0,50.0,50.0,50.0,84.0,,0.099818,0.0,profitable_or_flat,目前非虧損交易
-,-,2026-05-12,2026-05-15,2357,華碩,686.686,640.359,-0.071957,0.0,stop_loss,3.0,50.0,50.0,50.0,84.0,,0.0,-0.08,small_loss,停損出場；資料可信度偏低
-,-,2026-05-13,2026-06-05,1256,鮮活果汁-KY,199.199,180.819,-0.095716,0.0,ma20_break,19.0,50.0,50.0,50.0,84.0,,0.051712,-0.095716,large_loss,資料可信度偏低
