trade_date,total_capital,invested_value,market_value,cash,unrealized_pnl,realized_pnl,total_equity,total_cost,realized_pnl_after_cost,total_equity_after_cost,open_positions,closed_positions
2026-05-11,1000000.0,499624.06,512110.24,490551.93,12486.18,-9824.01,1002662.17,491.01,-9824.01,1002662.17,5,1
