stock_id,stock_name,financial_quarter,eps,eps_yoy,roe,gross_margin,operating_margin,net_margin,debt_ratio,operating_cash_flow,financial_source,financial_source_status,financial_period
2006,東和鋼鐵,115Q1,1.66,,,14.7355,10.2244,8.9553,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2007,燁興,115Q1,-0.45,,,-8.4209,-13.4029,-22.9602,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2008,高興昌,115Q1,0.13,,,17.2181,9.7902,6.8358,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2009,第一銅,115Q1,0.21,,,11.2253,9.2722,9.5954,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2010,春源,115Q1,0.57,,,10.6084,7.2125,5.8127,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2012,春雨,115Q1,-0.12,,,11.3334,0.0074,-1.5472,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2013,中鋼構,115Q1,0.66,,,4.8835,2.9515,2.8699,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2014,中鴻,115Q1,-0.1,,,-0.9507,-2.9766,-3.2616,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2015,豐興,115Q1,0.91,,,12.8108,9.2011,8.2123,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2017,官田鋼,115Q1,-0.14,,,2.6431,-11.5907,-12.6002,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2020,美亞,115Q1,0.4,,,22.3106,14.7717,10.5068,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2022,聚亨,115Q1,-0.09,,,6.342,-0.0062,-0.6479,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2023,燁輝,115Q1,-0.4,,,8.5443,0.5268,-5.1367,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2024,志聯,115Q1,0.16,,,8.3733,2.4247,6.6855,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2025,千興,115Q1,0.47,,,22.2064,18.9067,21.4603,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2027,大成鋼,115Q1,1.17,,,27.3232,18.07,11.2674,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2028,威致,115Q1,0.15,,,5.0499,2.9271,2.0572,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2029,盛餘,115Q1,0.42,,,14.1509,4.6662,4.5209,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2030,彰源,115Q1,0.61,,,15.0668,7.908,6.3909,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2031,新光鋼,115Q1,0.22,,,12.3736,9.325,1.7391,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2032,新鋼,115Q1,0.49,,,11.9044,7.7745,8.1699,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2033,佳大,115Q1,0.09,,,15.5438,4.9237,4.2509,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2034,允強,115Q1,0.0,,,8.4148,1.267,0.0627,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2038,海光,115Q1,0.16,,,1.9034,-0.4703,1.3759,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2049,上銀,115Q1,1.64,,,31.942,9.8839,8.6059,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2059,川湖,115Q1,36.58,,,77.74,67.0557,63.963,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2062,橋椿,115Q1,0.0,,,10.5989,2.3171,0.0196,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2069,運錩,115Q1,0.64,,,12.0578,5.9916,4.6113,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2072,世紀風電,115Q1,5.26,,,30.9174,28.3191,22.8755,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2101,南港,115Q1,1.86,,,41.2561,30.4014,24.7816,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2102,泰豐,115Q1,0.01,,,15.0767,-113.7612,14.1624,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2103,台橡,115Q1,0.53,,,12.2519,6.3019,4.8568,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2104,國際中橡,115Q1,-0.81,,,-16.8836,-25.3237,-28.199,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2105,正新,115Q1,0.57,,,24.8409,9.9306,7.9184,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2106,建大,115Q1,0.12,,,19.7507,2.9374,1.2782,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2107,厚生,115Q1,0.23,,,33.2649,18.8666,21.4068,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2108,南帝,115Q1,0.34,,,27.237,12.4148,10.7664,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2109,華豐,115Q1,0.41,,,22.7566,10.9535,13.1645,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2114,鑫永銓,115Q1,1.41,,,40.2684,32.1973,28.4122,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2115,六暉-KY,115Q1,0.27,,,18.3997,6.9117,3.4701,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2201,裕隆,115Q1,0.35,,,32.9902,9.0118,6.2109,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2204,中華,115Q1,1.18,,,13.9098,4.6248,6.5804,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2206,三陽工業,115Q1,1.37,,,21.2022,9.417,7.3684,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2208,台船,115Q1,0.07,,,0.0474,-3.8011,1.8167,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2211,長榮鋼,115Q1,1.07,,,23.1534,18.6235,15.64,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2227,裕日車,115Q1,-0.89,,,11.0795,-4.1803,-8.4243,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2228,劍麟,115Q1,0.87,,,22.3869,8.3928,5.6411,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2231,為升,115Q1,0.4,,,36.7112,3.0046,2.2272,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2233,宇隆,115Q1,1.59,,,27.586,10.4917,13.2207,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2236,百達-KY,115Q1,0.19,,,13.5719,4.8564,0.3191,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2239,英利-KY,115Q1,-1.68,,,8.4051,-6.468,-6.2485,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2241,艾姆勒,115Q1,-0.15,,,11.2003,-5.8654,-4.8816,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2243,宏旭-KY,115Q1,0.66,,,15.4556,7.783,8.2465,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2247,汎德永業,115Q1,2.35,,,11.9632,2.5479,2.1191,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2248,華勝-KY,115Q1,1.87,,,31.8366,16.341,14.9978,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2250,IKKA-KY,115Q1,0.64,,,17.0692,3.6295,2.8971,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2254,巨鎧精密-創,115Q1,-1.04,,,-73.189,-204.2832,-219.0967,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2258,鴻華先進-創,115Q1,-0.51,,,13.6638,-106.7629,-109.7852,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2301,光寶科,115Q1,1.66,,,21.6621,9.4438,8.6959,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2302,麗正,115Q1,0.25,,,32.7165,7.4268,19.1661,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2303,聯電,115Q1,1.29,,,29.1925,18.4744,26.4049,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2305,全友,115Q1,0.16,,,42.2125,7.517,20.1868,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2308,台達電,115Q1,7.91,,,37.0002,17.833,14.9571,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2312,金寶,115Q1,0.35,,,6.8732,2.468,2.006,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2313,華通,115Q1,1.26,,,17.9822,9.9151,7.6947,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2314,台揚,115Q1,-0.97,,,14.4436,-27.8225,-26.7688,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2316,楠梓電,115Q1,3.53,,,6.1978,-7.1426,62.5692,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2317,鴻海,115Q1,3.56,,,6.1797,3.5691,2.6872,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2321,東訊,115Q1,-0.12,,,32.7026,1.8635,1.2065,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2323,中環,115Q1,-0.41,,,26.3826,6.2083,-21.5466,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2324,仁寶,115Q1,0.45,,,5.2644,1.3135,1.1876,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2327,國巨*,115Q1,3.9,,,38.1018,25.1873,21.0596,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2328,廣宇,115Q1,-0.16,,,7.7873,-0.3428,-2.531,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2329,華泰,115Q1,0.33,,,12.791,5.6085,4.8273,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2330,台積電,115Q1,22.08,,,66.2458,58.1046,50.507,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2331,精英,115Q1,0.11,,,8.6912,0.43,1.2504,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2332,友訊,115Q1,-0.05,,,25.2702,0.9169,-0.5728,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2337,旺宏,115Q1,0.9,,,40.8006,18.4602,16.9968,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2338,光罩,115Q1,0.52,,,17.5525,0.9254,10.2912,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2340,台亞,115Q1,-0.49,,,-3.9639,-26.7482,-24.9481,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2342,茂矽,115Q1,-0.11,,,15.8586,-5.0432,-3.4905,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2344,華邦電,115Q1,2.25,,,53.3683,32.8091,26.4493,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2345,智邦,115Q1,14.92,,,19.5503,14.3305,11.8839,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2347,聯強,115Q1,1.77,,,4.2964,2.6696,2.4463,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2348,海悅,115Q1,0.16,,,28.1151,16.5004,1.2326,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2349,錸德,115Q1,0.02,,,21.2144,3.4934,-1.1573,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2351,順德,115Q1,1.22,,,19.1237,9.6904,8.2938,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2352,佳世達,115Q1,0.2,,,16.6718,1.3433,0.7281,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2353,宏碁,115Q1,0.23,,,11.1648,1.109,1.8489,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2354,鴻準,115Q1,0.47,,,4.8443,1.4759,2.5898,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2355,敬鵬,115Q1,0.62,,,12.0847,4.798,6.083,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2356,英業達,115Q1,0.68,,,5.0804,1.8047,1.215,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2357,華碩,115Q1,13.19,,,14.8633,5.709,5.3543,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2359,所羅門,115Q1,0.78,,,21.4385,-4.0231,16.0586,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2360,致茂,115Q1,9.12,,,62.5992,40.4511,33.2901,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2362,藍天,115Q1,0.61,,,20.8847,6.8465,7.1007,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2363,矽統,115Q1,0.17,,,28.7948,7.1964,8.3566,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2364,倫飛,115Q1,0.83,,,38.461,9.0276,13.0071,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2365,昆盈,115Q1,0.14,,,39.2645,7.2898,12.6647,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2367,燿華,115Q1,-0.4,,,5.7696,-7.7119,-7.2985,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2368,金像電,115Q1,6.87,,,34.8078,26.8451,18.038,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2369,菱生,115Q1,0.1,,,7.2501,1.5603,2.0221,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2371,大同,115Q1,-0.05,,,16.4366,3.7708,-0.6778,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2373,震旦行,115Q1,0.72,,,45.1257,4.667,6.5929,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2374,佳能,115Q1,0.73,,,24.318,9.0908,8.9644,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2375,凱美,115Q1,0.78,,,16.9625,6.0051,5.9189,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2376,技嘉,115Q1,7.86,,,12.0074,7.0568,5.3726,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2377,微星,115Q1,4.04,,,15.0035,6.8905,6.0736,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2379,瑞昱,115Q1,8.44,,,49.6587,11.8929,11.8874,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2380,虹光,115Q1,0.4,,,38.6066,8.4087,3.5954,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2382,廣達,115Q1,5.5,,,4.782,2.8452,2.6329,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2383,台光電,115Q1,14.9,,,29.4223,21.5575,16.1452,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2385,群光,115Q1,2.0,,,16.1483,7.5473,7.2472,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2387,精元,115Q1,0.49,,,11.6453,2.1317,2.897,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2388,威盛,115Q1,0.08,,,23.9482,-24.0237,0.217,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2390,云辰,115Q1,0.54,,,23.2279,-6.781,70.2392,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2392,正崴,115Q1,-0.46,,,19.3162,9.9828,8.7981,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2393,億光,115Q1,0.91,,,24.7326,7.4141,8.2559,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2395,研華,115Q1,3.85,,,39.1451,18.2901,16.2778,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2397,友通,115Q1,0.76,,,24.8929,5.5685,3.9716,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2399,映泰,115Q1,1.48,,,16.4681,-8.7437,60.5428,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2401,凌陽,115Q1,-0.02,,,49.7378,7.8299,5.3261,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2402,毅嘉,115Q1,0.07,,,12.8221,2.8676,0.7336,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2404,漢唐,115Q1,16.31,,,23.3204,19.5692,15.2156,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2405,輔信,115Q1,0.0,,,44.9289,-0.4161,0.089,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2406,國碩,115Q1,0.27,,,19.1867,10.2906,10.7467,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2408,南亞科,115Q1,8.41,,,67.8907,61.3428,53.0859,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2409,友達,115Q1,-0.15,,,11.8547,-0.9208,-1.5058,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2412,中華電,115Q1,1.3,,,37.9236,21.8451,17.6829,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2413,環科,115Q1,0.51,,,15.5781,1.9591,7.8195,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2414,精技,115Q1,1.17,,,8.1607,3.1402,2.5422,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2415,錩新,115Q1,0.35,,,24.8906,11.1362,6.8985,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2417,圓剛,115Q1,0.28,,,57.9764,5.6789,7.6061,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2419,仲琦,115Q1,0.07,,,19.161,1.3295,1.9837,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2420,新巨,115Q1,1.05,,,47.7564,29.8494,29.1394,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2421,建準,115Q1,2.36,,,31.6634,15.7061,12.9304,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2423,固緯,115Q1,1.3,,,56.1864,25.9664,22.942,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2424,隴華,115Q1,-0.58,,,-1.9226,-114.2888,-105.4147,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2425,承啟,115Q1,0.62,,,7.7036,0.0113,15.1659,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2426,鼎元,115Q1,0.06,,,19.6347,3.068,3.0513,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2427,三商電,115Q1,0.28,,,18.9113,3.5665,2.9482,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2428,興勤,115Q1,2.21,,,33.9731,19.8956,13.85,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2429,銘旺科,115Q1,-0.45,,,4.2408,-31.028,-35.1241,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2430,燦坤,115Q1,0.07,,,14.7986,0.5367,0.1992,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2431,聯昌,115Q1,-0.2,,,-6.3772,-43.9082,-35.9179,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2432,倚天酷碁-創,115Q1,0.26,,,10.9219,1.9216,1.7048,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2433,互盛電,115Q1,0.51,,,34.8802,13.7472,11.3104,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2434,統懋,115Q1,-0.13,,,-26.2247,-154.8803,-43.5451,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2436,偉詮電,115Q1,0.7,,,33.5378,13.6746,13.1199,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2438,翔耀,115Q1,-0.32,,,15.019,-15.6453,-18.1523,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2439,美律,115Q1,1.03,,,11.8268,1.8823,3.5092,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2440,太空梭,115Q1,0.14,,,5.8738,2.5074,1.9838,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2441,超豐,115Q1,1.4,,,23.6288,19.5584,16.8969,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2442,新美齊,115Q1,1.14,,,28.845,22.6219,18.4688,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2444,兆勁,115Q1,-0.51,,,0.855,-27.6181,-25.6201,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2449,京元電子,115Q1,1.87,,,39.743,27.1975,22.4348,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2450,神腦,115Q1,0.25,,,9.671,0.7094,0.7462,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2451,創見,115Q1,18.93,,,76.3893,71.7985,59.5994,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2453,凌群,115Q1,0.9,,,24.7172,6.849,5.6411,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2454,聯發科,115Q1,15.17,,,46.2991,15.3475,16.3435,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2455,全新,115Q1,1.06,,,38.0931,23.6265,20.336,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2457,飛宏,115Q1,-0.34,,,21.1808,-6.4969,-6.922,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2458,義隆,115Q1,2.46,,,47.6274,24.1497,20.9589,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2459,敦吉,115Q1,1.41,,,30.5096,14.945,11.9764,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2460,建通,115Q1,0.11,,,11.4321,3.1993,1.6753,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2461,光群雷,115Q1,0.3,,,26.6107,7.1831,3.0832,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2462,良得電,115Q1,0.01,,,8.6998,-2.2195,0.1389,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2464,盟立,115Q1,0.24,,,18.6671,2.2434,2.6533,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2465,麗臺,115Q1,1.15,,,10.6502,5.8697,6.8692,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2466,冠西電,115Q1,0.03,,,7.1892,-32.4086,3.2892,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2467,志聖,115Q1,3.06,,,49.4731,24.3698,21.3312,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2468,華經,115Q1,0.3,,,10.7281,3.4836,3.3893,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2471,資通,115Q1,0.49,,,31.1384,2.4843,10.005,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2472,立隆電,115Q1,1.6,,,30.0139,18.675,13.5294,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2474,可成,115Q1,2.63,,,28.8023,6.4502,40.6878,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2476,鉅祥,115Q1,1.14,,,29.9205,17.8325,12.717,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2477,美隆電,115Q1,0.11,,,26.6151,1.5534,3.5869,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2478,大毅,115Q1,1.14,,,25.011,13.1033,11.4467,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2480,敦陽科,115Q1,2.63,,,23.4627,12.4082,11.5451,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2481,強茂,115Q1,0.75,,,32.7362,6.498,9.0408,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2482,連宇,115Q1,-0.23,,,38.2391,-31.982,-15.8158,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2483,百容,115Q1,0.15,,,13.226,-0.297,3.4573,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2484,希華,115Q1,0.33,,,22.2037,6.838,9.2807,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2485,兆赫,115Q1,0.41,,,22.4875,9.3873,12.819,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2486,一詮,115Q1,0.29,,,21.052,6.9942,3.8093,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2488,漢平,115Q1,0.92,,,24.5079,11.4962,12.2915,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2489,瑞軒,115Q1,0.15,,,8.6861,1.0745,1.6438,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2491,吉祥全,115Q1,0.85,,,14.8592,-126.7945,326.4968,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2492,華新科,115Q1,1.69,,,18.3046,7.5373,10.3515,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2493,揚博,115Q1,1.26,,,29.1868,17.9687,17.0116,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2495,普安,115Q1,0.33,,,39.8126,12.5698,24.4001,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2496,卓越,115Q1,1.65,,,55.5078,17.6582,14.8109,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2497,怡利電,115Q1,0.8,,,26.2907,8.132,8.8614,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2498,宏達電,115Q1,-0.29,,,41.7042,-86.2331,-37.0312,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2501,國建,115Q1,1.21,,,24.152,17.4372,14.4957,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2504,國產,115Q1,0.7,,,26.623,21.8533,16.942,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2505,國揚,115Q1,0.17,,,26.9276,8.0255,15.138,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2506,太設,115Q1,0.13,,,52.0495,16.1329,16.4125,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2509,全坤建,115Q1,-0.45,,,27.5743,-38.6313,-161.8847,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2511,太子,115Q1,0.06,,,30.4841,6.5941,4.3501,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2514,龍邦,115Q1,0.42,,,13.3557,6.3621,5.1928,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2515,中工,115Q1,0.16,,,8.7232,4.9524,3.6699,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2516,新建,115Q1,0.25,,,5.64,3.025,3.4793,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2520,冠德,115Q1,0.52,,,23.4807,13.5412,8.9966,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2524,京城,115Q1,0.36,,,48.5429,35.5851,20.076,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2527,宏璟,115Q1,3.45,,,27.4981,24.5631,19.5627,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2528,皇普,115Q1,-0.11,,,7.9152,-398.6678,-444.2921,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2530,華建,115Q1,-0.04,,,19.6751,-2.0866,-17.5526,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2534,宏盛,115Q1,-0.02,,,73.9923,30.2243,-5.4586,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2535,達欣工,115Q1,2.88,,,14.3023,10.6085,10.4537,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2536,宏普,115Q1,0.15,,,22.46,14.101,5.7802,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2537,聯上發,115Q1,0.4,,,21.3826,13.8056,9.8399,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2538,基泰,115Q1,0.02,,,96.3005,46.6324,10.127,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2539,櫻花建,115Q1,0.68,,,45.3635,40.4934,32.8952,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
2540,愛山林,115Q1,-0.01,,,16.6565,0.9694,-0.6555,,,TWSE OpenAPI t187ap06_L_ci,OK,115Q1
