stock_id,stock_name,date,pe_ratio,pb_ratio,dividend_yield,financial_quarter,valuation_source,valuation_source_status
3051,力特,2026-06-10,25.24,1.68,1.92,,TWSE OpenAPI BWIBBU_ALL,OK
3052,夆典,2026-06-10,11.47,0.63,5.5,,TWSE OpenAPI BWIBBU_ALL,OK
3054,立萬利,2026-06-10,20.0,4.08,1.18,,TWSE OpenAPI BWIBBU_ALL,OK
3055,蔚華科,2026-06-10,,5.69,1.22,,TWSE OpenAPI BWIBBU_ALL,OK
3056,富華新,2026-06-10,,0.84,4.12,,TWSE OpenAPI BWIBBU_ALL,OK
3057,喬鼎,2026-06-10,,2.15,,,TWSE OpenAPI BWIBBU_ALL,OK
3058,立德,2026-06-10,,1.21,,,TWSE OpenAPI BWIBBU_ALL,OK
3059,華晶科,2026-06-10,38.21,1.45,2.13,,TWSE OpenAPI BWIBBU_ALL,OK
3060,銘異,2026-06-10,,1.46,0.69,,TWSE OpenAPI BWIBBU_ALL,OK
3062,建漢,2026-06-10,,2.01,,,TWSE OpenAPI BWIBBU_ALL,OK
3090,日電貿,2026-06-10,44.17,3.46,2.26,,TWSE OpenAPI BWIBBU_ALL,OK
3092,鴻碩,2026-06-10,,2.25,,,TWSE OpenAPI BWIBBU_ALL,OK
3094,聯傑,2026-06-10,111.15,2.37,0.87,,TWSE OpenAPI BWIBBU_ALL,OK
3130,一零四,2026-06-10,14.75,4.05,6.61,,TWSE OpenAPI BWIBBU_ALL,OK
3135,凌航,2026-06-10,14.76,5.74,2.25,,TWSE OpenAPI BWIBBU_ALL,OK
3138,耀登,2026-06-10,92.53,2.98,1.17,,TWSE OpenAPI BWIBBU_ALL,OK
3149,正達,2026-06-10,,7.5,,,TWSE OpenAPI BWIBBU_ALL,OK
3150,鈺寶-創,2026-06-10,,1.41,2.68,,TWSE OpenAPI BWIBBU_ALL,OK
3164,景岳,2026-06-10,31.44,1.09,4.89,,TWSE OpenAPI BWIBBU_ALL,OK
3167,大量,2026-06-10,83.63,21.22,0.47,,TWSE OpenAPI BWIBBU_ALL,OK
3168,眾福科,2026-06-10,17.56,2.2,6.38,,TWSE OpenAPI BWIBBU_ALL,OK
3189,景碩,2026-06-10,185.92,8.06,0.27,,TWSE OpenAPI BWIBBU_ALL,OK
3209,全科,2026-06-10,18.08,2.91,3.85,,TWSE OpenAPI BWIBBU_ALL,OK
3229,晟鈦,2026-06-10,860.0,4.36,,,TWSE OpenAPI BWIBBU_ALL,OK
3231,緯創,2026-06-10,15.85,2.64,3.48,,TWSE OpenAPI BWIBBU_ALL,OK
3257,虹冠電,2026-06-10,17.85,2.68,5.28,,TWSE OpenAPI BWIBBU_ALL,OK
3266,昇陽,2026-06-10,20.55,0.72,3.8,,TWSE OpenAPI BWIBBU_ALL,OK
3296,勝德,2026-06-10,171.15,1.71,,,TWSE OpenAPI BWIBBU_ALL,OK
3305,昇貿,2026-06-10,38.45,3.17,1.68,,TWSE OpenAPI BWIBBU_ALL,OK
3308,聯德,2026-06-10,169.58,1.08,,,TWSE OpenAPI BWIBBU_ALL,OK
3311,閎暉,2026-06-10,24.1,1.0,1.61,,TWSE OpenAPI BWIBBU_ALL,OK
3312,弘憶股,2026-06-10,35.57,2.63,2.19,,TWSE OpenAPI BWIBBU_ALL,OK
3321,同泰,2026-06-10,,2.57,,,TWSE OpenAPI BWIBBU_ALL,OK
3338,泰碩,2026-06-10,50.48,3.13,1.76,,TWSE OpenAPI BWIBBU_ALL,OK
3346,麗清,2026-06-10,,0.82,0.45,,TWSE OpenAPI BWIBBU_ALL,OK
3356,奇偶,2026-06-10,5.44,1.66,6.34,,TWSE OpenAPI BWIBBU_ALL,OK
3376,新日興,2026-06-10,311.03,2.38,1.89,,TWSE OpenAPI BWIBBU_ALL,OK
3380,明泰,2026-06-10,,1.98,1.5,,TWSE OpenAPI BWIBBU_ALL,OK
3406,玉晶光,2026-06-10,20.52,2.92,2.51,,TWSE OpenAPI BWIBBU_ALL,OK
3413,京鼎,2026-06-10,15.88,2.08,3.67,,TWSE OpenAPI BWIBBU_ALL,OK
3416,融程電,2026-06-10,23.9,4.33,2.92,,TWSE OpenAPI BWIBBU_ALL,OK
3419,譁裕,2026-06-10,,1.76,,,TWSE OpenAPI BWIBBU_ALL,OK
3432,台端,2026-06-10,,2.51,,,TWSE OpenAPI BWIBBU_ALL,OK
3437,榮創,2026-06-10,,1.39,,,TWSE OpenAPI BWIBBU_ALL,OK
3443,創意,2026-06-10,121.09,36.98,0.5,,TWSE OpenAPI BWIBBU_ALL,OK
3447,展達,2026-06-10,27.34,2.47,2.81,,TWSE OpenAPI BWIBBU_ALL,OK
3450,聯鈞,2026-06-10,140.48,13.18,0.21,,TWSE OpenAPI BWIBBU_ALL,OK
3481,群創,2026-06-10,402.73,1.56,2.26,,TWSE OpenAPI BWIBBU_ALL,OK
3494,誠研,2026-06-10,,1.4,,,TWSE OpenAPI BWIBBU_ALL,OK
3501,維熹,2026-06-10,23.04,0.71,4.85,,TWSE OpenAPI BWIBBU_ALL,OK
3504,揚明光,2026-06-10,,3.19,,,TWSE OpenAPI BWIBBU_ALL,OK
3515,華擎,2026-06-10,15.33,2.66,4.53,,TWSE OpenAPI BWIBBU_ALL,OK
3518,柏騰,2026-06-10,12.63,1.67,,,TWSE OpenAPI BWIBBU_ALL,OK
3528,安馳,2026-06-10,39.68,3.93,1.12,,TWSE OpenAPI BWIBBU_ALL,OK
3530,晶相光,2026-06-10,30.59,1.93,1.29,,TWSE OpenAPI BWIBBU_ALL,OK
3532,台勝科,2026-06-10,341.77,4.32,0.37,,TWSE OpenAPI BWIBBU_ALL,OK
3533,嘉澤,2026-06-10,30.56,5.82,1.61,,TWSE OpenAPI BWIBBU_ALL,OK
3535,晶彩科,2026-06-10,307.5,8.73,,,TWSE OpenAPI BWIBBU_ALL,OK
3543,州巧,2026-06-10,,1.13,1.87,,TWSE OpenAPI BWIBBU_ALL,OK
3545,敦泰,2026-06-10,,1.32,1.51,,TWSE OpenAPI BWIBBU_ALL,OK
3550,聯穎,2026-06-10,,1.83,,,TWSE OpenAPI BWIBBU_ALL,OK
3557,嘉威,2026-06-10,,0.84,1.18,,TWSE OpenAPI BWIBBU_ALL,OK
3563,牧德,2026-06-10,44.19,8.49,2.02,,TWSE OpenAPI BWIBBU_ALL,OK
3576,聯合再生,2026-06-10,43.45,2.27,,,TWSE OpenAPI BWIBBU_ALL,OK
3583,辛耘,2026-06-10,53.29,8.27,0.76,,TWSE OpenAPI BWIBBU_ALL,OK
3588,通嘉,2026-06-10,88.83,1.84,0.94,,TWSE OpenAPI BWIBBU_ALL,OK
3591,艾笛森,2026-06-10,,1.09,,,TWSE OpenAPI BWIBBU_ALL,OK
3592,瑞鼎,2026-06-10,16.03,1.81,5.69,,TWSE OpenAPI BWIBBU_ALL,OK
3593,力銘,2026-06-10,,4.3,,,TWSE OpenAPI BWIBBU_ALL,OK
3596,智易,2026-06-10,14.58,2.58,4.88,,TWSE OpenAPI BWIBBU_ALL,OK
3605,宏致,2026-06-10,19.77,1.41,2.46,,TWSE OpenAPI BWIBBU_ALL,OK
3607,谷崧,2026-06-10,41.54,1.16,4.94,,TWSE OpenAPI BWIBBU_ALL,OK
3617,碩天,2026-06-10,15.05,2.2,4.71,,TWSE OpenAPI BWIBBU_ALL,OK
3622,洋華,2026-06-10,9.52,1.15,5.76,,TWSE OpenAPI BWIBBU_ALL,OK
3645,達邁,2026-06-10,47.37,3.63,1.33,,TWSE OpenAPI BWIBBU_ALL,OK
3652,精聯,2026-06-10,23.32,1.3,3.68,,TWSE OpenAPI BWIBBU_ALL,OK
3653,健策,2026-06-10,105.12,26.32,0.58,,TWSE OpenAPI BWIBBU_ALL,OK
3661,世芯-KY,2026-06-10,59.21,7.63,0.85,,TWSE OpenAPI BWIBBU_ALL,OK
3665,貿聯-KY,2026-06-10,43.49,9.01,0.7,,TWSE OpenAPI BWIBBU_ALL,OK
3669,圓展,2026-06-10,19.12,1.0,2.87,,TWSE OpenAPI BWIBBU_ALL,OK
3673,TPK-KY,2026-06-10,22.2,0.81,2.23,,TWSE OpenAPI BWIBBU_ALL,OK
3679,新至陞,2026-06-10,14.66,1.67,7.23,,TWSE OpenAPI BWIBBU_ALL,OK
3686,達能,2026-06-10,,1.9,,,TWSE OpenAPI BWIBBU_ALL,OK
3694,海華,2026-06-10,14.41,2.41,3.78,,TWSE OpenAPI BWIBBU_ALL,OK
3701,大眾控,2026-06-10,,2.34,0.42,,TWSE OpenAPI BWIBBU_ALL,OK
3702,大聯大,2026-06-10,13.31,2.03,3.49,,TWSE OpenAPI BWIBBU_ALL,OK
3703,欣陸,2026-06-10,10.48,0.66,4.82,,TWSE OpenAPI BWIBBU_ALL,OK
3704,合勤控,2026-06-10,39.17,1.56,0.89,,TWSE OpenAPI BWIBBU_ALL,OK
3705,永信,2026-06-10,19.19,1.99,5.26,,TWSE OpenAPI BWIBBU_ALL,OK
3706,神達,2026-06-10,16.43,1.72,4.65,,TWSE OpenAPI BWIBBU_ALL,OK
3708,上緯投控,2026-06-10,2.91,0.63,5.04,,TWSE OpenAPI BWIBBU_ALL,OK
3711,日月光投控,2026-06-10,50.05,6.75,1.22,,TWSE OpenAPI BWIBBU_ALL,OK
3712,永崴投控,2026-06-10,,1.49,16.67,,TWSE OpenAPI BWIBBU_ALL,OK
3714,富采,2026-06-10,,1.11,1.44,,TWSE OpenAPI BWIBBU_ALL,OK
3715,定穎投控,2026-06-10,167.53,4.29,0.66,,TWSE OpenAPI BWIBBU_ALL,OK
3716,中化控股,2026-06-10,13.59,0.66,2.84,,TWSE OpenAPI BWIBBU_ALL,OK
3717,聯嘉投控,2026-06-10,252.5,1.25,0.99,,TWSE OpenAPI BWIBBU_ALL,OK
4104,佳醫,2026-06-10,16.1,1.36,6.17,,TWSE OpenAPI BWIBBU_ALL,OK
4106,雃博,2026-06-10,16.78,0.98,4.17,,TWSE OpenAPI BWIBBU_ALL,OK
4108,懷特,2026-06-10,,1.33,,,TWSE OpenAPI BWIBBU_ALL,OK
4119,旭富,2026-06-10,53.69,0.95,1.75,,TWSE OpenAPI BWIBBU_ALL,OK
4133,亞諾法,2026-06-10,693.33,0.99,0.53,,TWSE OpenAPI BWIBBU_ALL,OK
4137,麗豐-KY,2026-06-10,13.8,1.61,9.22,,TWSE OpenAPI BWIBBU_ALL,OK
4142,國光生,2026-06-10,,1.58,,,TWSE OpenAPI BWIBBU_ALL,OK
4148,全宇生技-KY,2026-06-10,14.03,0.74,3.3,,TWSE OpenAPI BWIBBU_ALL,OK
4155,訊映,2026-06-10,20.06,0.9,1.92,,TWSE OpenAPI BWIBBU_ALL,OK
4164,承業醫,2026-06-10,29.76,0.81,3.55,,TWSE OpenAPI BWIBBU_ALL,OK
4169,泰宗,2026-06-10,465.63,8.02,0.24,,TWSE OpenAPI BWIBBU_ALL,OK
4178,永笙-KY,2026-06-10,,2.09,,,TWSE OpenAPI BWIBBU_ALL,OK
4190,佐登-KY,2026-06-10,,0.91,2.03,,TWSE OpenAPI BWIBBU_ALL,OK
4195,基米-創,2026-06-10,,2.5,,,TWSE OpenAPI BWIBBU_ALL,OK
4306,炎洲,2026-06-10,40.26,0.8,4.58,,TWSE OpenAPI BWIBBU_ALL,OK
4414,如興,2026-06-10,,0.55,1.31,,TWSE OpenAPI BWIBBU_ALL,OK
4426,利勤,2026-06-10,,0.75,,,TWSE OpenAPI BWIBBU_ALL,OK
4438,廣越,2026-06-10,15.32,0.79,3.8,,TWSE OpenAPI BWIBBU_ALL,OK
4439,冠星-KY,2026-06-10,10.6,0.95,4.56,,TWSE OpenAPI BWIBBU_ALL,OK
4440,宜新實業,2026-06-10,9.94,0.89,5.88,,TWSE OpenAPI BWIBBU_ALL,OK
4441,振大環球,2026-06-10,13.36,1.97,5.67,,TWSE OpenAPI BWIBBU_ALL,OK
4526,東台,2026-06-10,36.54,2.01,2.63,,TWSE OpenAPI BWIBBU_ALL,OK
4532,瑞智,2026-06-10,13.17,1.14,6.22,,TWSE OpenAPI BWIBBU_ALL,OK
4536,拓凱,2026-06-10,12.18,1.62,4.89,,TWSE OpenAPI BWIBBU_ALL,OK
4540,全球傳動,2026-06-10,,2.08,,,TWSE OpenAPI BWIBBU_ALL,OK
4545,銘鈺,2026-06-10,,1.49,0.35,,TWSE OpenAPI BWIBBU_ALL,OK
4551,智伸科,2026-06-10,20.61,1.77,3.05,,TWSE OpenAPI BWIBBU_ALL,OK
4552,力達-KY,2026-06-10,13.54,0.37,2.88,,TWSE OpenAPI BWIBBU_ALL,OK
4555,氣立,2026-06-10,201.96,1.12,1.08,,TWSE OpenAPI BWIBBU_ALL,OK
4557,永新-KY,2026-06-10,,0.84,4.41,,TWSE OpenAPI BWIBBU_ALL,OK
4560,強信-KY,2026-06-10,11.35,1.05,4.62,,TWSE OpenAPI BWIBBU_ALL,OK
4562,穎漢,2026-06-10,,3.45,,,TWSE OpenAPI BWIBBU_ALL,OK
4564,元翎,2026-06-10,,0.87,,,TWSE OpenAPI BWIBBU_ALL,OK
4566,時碩工業,2026-06-10,66.52,1.36,1.11,,TWSE OpenAPI BWIBBU_ALL,OK
4569,六方科-KY,2026-06-10,32.68,1.77,2.05,,TWSE OpenAPI BWIBBU_ALL,OK
4571,鈞興-KY,2026-06-10,20.03,2.78,2.94,,TWSE OpenAPI BWIBBU_ALL,OK
4572,駐龍,2026-06-10,53.77,3.06,3.51,,TWSE OpenAPI BWIBBU_ALL,OK
4576,大銀微系統,2026-06-10,79.13,5.82,0.4,,TWSE OpenAPI BWIBBU_ALL,OK
4581,光隆精密-KY,2026-06-10,11.89,1.31,6.04,,TWSE OpenAPI BWIBBU_ALL,OK
4582,聚恆-創,2026-06-10,17.99,1.49,3.25,,TWSE OpenAPI BWIBBU_ALL,OK
4583,台灣精銳,2026-06-10,54.47,5.15,1.61,,TWSE OpenAPI BWIBBU_ALL,OK
4585,達明,2026-06-10,244.32,4.91,0.31,,TWSE OpenAPI BWIBBU_ALL,OK
4588,玖鼎電力,2026-06-10,16.24,2.6,5.19,,TWSE OpenAPI BWIBBU_ALL,OK
4590,富田-創,2026-06-10,29.33,1.16,3.09,,TWSE OpenAPI BWIBBU_ALL,OK
4720,德淵,2026-06-10,38.85,1.67,1.69,,TWSE OpenAPI BWIBBU_ALL,OK
4722,國精化,2026-06-10,130.47,7.22,0.54,,TWSE OpenAPI BWIBBU_ALL,OK
4736,泰博,2026-06-10,6.9,1.25,3.97,,TWSE OpenAPI BWIBBU_ALL,OK
4737,華廣,2026-06-10,,1.92,,,TWSE OpenAPI BWIBBU_ALL,OK
4739,康普,2026-06-10,38.94,2.51,0.8,,TWSE OpenAPI BWIBBU_ALL,OK
4746,台耀,2026-06-10,18.37,0.8,5.79,,TWSE OpenAPI BWIBBU_ALL,OK
4755,三福化,2026-06-10,36.98,2.41,2.77,,TWSE OpenAPI BWIBBU_ALL,OK
4763,材料*-KY,2026-06-10,8.56,2.03,6.89,,TWSE OpenAPI BWIBBU_ALL,OK
4764,雙鍵,2026-06-10,137.23,9.11,0.39,,TWSE OpenAPI BWIBBU_ALL,OK
4766,南寶,2026-06-10,17.63,3.38,4.92,,TWSE OpenAPI BWIBBU_ALL,OK
4770,上品,2026-06-10,21.34,2.14,2.78,,TWSE OpenAPI BWIBBU_ALL,OK
4771,望隼,2026-06-10,14.63,2.62,3.68,,TWSE OpenAPI BWIBBU_ALL,OK
4807,日成-KY,2026-06-10,24.78,1.71,,,TWSE OpenAPI BWIBBU_ALL,OK
4904,遠傳,2026-06-10,27.03,4.01,3.58,,TWSE OpenAPI BWIBBU_ALL,OK
4906,正文,2026-06-10,,1.65,1.13,,TWSE OpenAPI BWIBBU_ALL,OK
4912,聯德控股-KY,2026-06-10,42.47,1.52,1.0,,TWSE OpenAPI BWIBBU_ALL,OK
4915,致伸,2026-06-10,14.31,1.63,6.06,,TWSE OpenAPI BWIBBU_ALL,OK
4916,事欣科,2026-06-10,19.88,3.77,0.45,,TWSE OpenAPI BWIBBU_ALL,OK
4919,新唐,2026-06-10,,5.05,,,TWSE OpenAPI BWIBBU_ALL,OK
4927,泰鼎-KY,2026-06-10,,2.68,,,TWSE OpenAPI BWIBBU_ALL,OK
4930,燦星網,2026-06-10,,0.43,3.47,,TWSE OpenAPI BWIBBU_ALL,OK
4934,太極,2026-06-10,,2.39,,,TWSE OpenAPI BWIBBU_ALL,OK
4935,茂林-KY,2026-06-10,27.45,0.6,2.66,,TWSE OpenAPI BWIBBU_ALL,OK
4938,和碩,2026-06-10,21.79,1.25,4.23,,TWSE OpenAPI BWIBBU_ALL,OK
4942,嘉彰,2026-06-10,12.65,0.58,5.34,,TWSE OpenAPI BWIBBU_ALL,OK
4943,康控-KY,2026-06-10,,6.56,,,TWSE OpenAPI BWIBBU_ALL,OK
4949,有成精密,2026-06-10,34.2,3.77,1.52,,TWSE OpenAPI BWIBBU_ALL,OK
4952,凌通,2026-06-10,42.48,2.35,2.12,,TWSE OpenAPI BWIBBU_ALL,OK
4956,光鋐,2026-06-10,,2.3,,,TWSE OpenAPI BWIBBU_ALL,OK
4958,臻鼎-KY,2026-06-10,70.8,4.27,0.68,,TWSE OpenAPI BWIBBU_ALL,OK
4960,誠美材,2026-06-10,,2.28,,,TWSE OpenAPI BWIBBU_ALL,OK
4961,天鈺,2026-06-10,19.6,1.11,4.72,,TWSE OpenAPI BWIBBU_ALL,OK
4967,十銓,2026-06-10,6.89,3.22,3.72,,TWSE OpenAPI BWIBBU_ALL,OK
4968,立積,2026-06-10,35.81,3.48,1.51,,TWSE OpenAPI BWIBBU_ALL,OK
4976,佳凌,2026-06-10,,2.18,,,TWSE OpenAPI BWIBBU_ALL,OK
4977,眾達-KY,2026-06-10,39.02,3.63,1.28,,TWSE OpenAPI BWIBBU_ALL,OK
4989,榮科,2026-06-10,,7.62,,,TWSE OpenAPI BWIBBU_ALL,OK
4994,傳奇,2026-06-10,54.74,5.39,3.51,,TWSE OpenAPI BWIBBU_ALL,OK
4999,鑫禾,2026-06-10,,0.48,1.21,,TWSE OpenAPI BWIBBU_ALL,OK
5007,三星,2026-06-10,18.29,2.49,5.4,,TWSE OpenAPI BWIBBU_ALL,OK
5203,訊連,2026-06-10,18.58,1.13,5.29,,TWSE OpenAPI BWIBBU_ALL,OK
5215,科嘉-KY,2026-06-10,17.96,0.79,4.55,,TWSE OpenAPI BWIBBU_ALL,OK
5222,全訊,2026-06-10,60.43,4.28,2.21,,TWSE OpenAPI BWIBBU_ALL,OK
5225,東科-KY,2026-06-10,7.81,1.81,9.99,,TWSE OpenAPI BWIBBU_ALL,OK
5234,達興材料,2026-06-10,49.87,12.78,1.69,,TWSE OpenAPI BWIBBU_ALL,OK
5243,乙盛-KY,2026-06-10,22.59,2.14,2.0,,TWSE OpenAPI BWIBBU_ALL,OK
5244,弘凱,2026-06-10,,1.4,1.09,,TWSE OpenAPI BWIBBU_ALL,OK
5258,虹堡,2026-06-10,14.58,1.23,2.05,,TWSE OpenAPI BWIBBU_ALL,OK
5269,祥碩,2026-06-10,16.26,2.65,3.4,,TWSE OpenAPI BWIBBU_ALL,OK
5283,禾聯碩,2026-06-10,8.78,0.95,3.85,,TWSE OpenAPI BWIBBU_ALL,OK
5284,jpp-KY,2026-06-10,27.09,5.02,1.38,,TWSE OpenAPI BWIBBU_ALL,OK
5285,界霖,2026-06-10,40.24,2.9,1.78,,TWSE OpenAPI BWIBBU_ALL,OK
5288,豐祥-KY,2026-06-10,15.34,2.11,3.52,,TWSE OpenAPI BWIBBU_ALL,OK
5292,華懋,2026-06-10,20.03,4.72,3.21,,TWSE OpenAPI BWIBBU_ALL,OK
5306,桂盟,2026-06-10,13.36,1.15,4.43,,TWSE OpenAPI BWIBBU_ALL,OK
5388,中磊,2026-06-10,21.0,1.6,2.98,,TWSE OpenAPI BWIBBU_ALL,OK
5434,崇越,2026-06-10,19.07,4.53,3.0,,TWSE OpenAPI BWIBBU_ALL,OK
5469,瀚宇博,2026-06-10,14.07,1.04,3.13,,TWSE OpenAPI BWIBBU_ALL,OK
5471,松翰,2026-06-10,49.95,2.29,1.65,,TWSE OpenAPI BWIBBU_ALL,OK
5484,慧友,2026-06-10,135.0,6.47,,,TWSE OpenAPI BWIBBU_ALL,OK
5515,建國,2026-06-10,7.2,1.52,7.67,,TWSE OpenAPI BWIBBU_ALL,OK
5519,隆大,2026-06-10,6.77,1.32,11.24,,TWSE OpenAPI BWIBBU_ALL,OK
5521,工信,2026-06-10,17.05,0.97,1.33,,TWSE OpenAPI BWIBBU_ALL,OK
5522,遠雄,2026-06-10,8.69,1.35,6.69,,TWSE OpenAPI BWIBBU_ALL,OK
5525,順天,2026-06-10,8.88,1.16,5.38,,TWSE OpenAPI BWIBBU_ALL,OK
5531,鄉林,2026-06-10,170.0,0.83,,,TWSE OpenAPI BWIBBU_ALL,OK
5533,皇鼎,2026-06-10,23.5,0.43,4.26,,TWSE OpenAPI BWIBBU_ALL,OK
5534,長虹,2026-06-10,17.04,1.17,6.59,,TWSE OpenAPI BWIBBU_ALL,OK
5538,東明-KY,2026-06-10,9.19,0.81,4.73,,TWSE OpenAPI BWIBBU_ALL,OK
5546,永固-KY,2026-06-10,,0.71,6.1,,TWSE OpenAPI BWIBBU_ALL,OK
5607,遠雄港,2026-06-10,16.46,1.74,3.36,,TWSE OpenAPI BWIBBU_ALL,OK
5608,四維航,2026-06-10,64.35,0.6,,,TWSE OpenAPI BWIBBU_ALL,OK
5706,鳳凰,2026-06-10,14.78,2.31,8.56,,TWSE OpenAPI BWIBBU_ALL,OK
5871,中租-KY,2026-06-10,11.19,1.17,5.02,,TWSE OpenAPI BWIBBU_ALL,OK
5876,上海商銀,2026-06-10,13.35,0.98,4.28,,TWSE OpenAPI BWIBBU_ALL,OK
5880,合庫金,2026-06-10,17.0,1.32,4.41,,TWSE OpenAPI BWIBBU_ALL,OK
5906,台南-KY,2026-06-10,63.89,2.82,1.52,,TWSE OpenAPI BWIBBU_ALL,OK
5907,大洋-KY,2026-06-10,,0.26,,,TWSE OpenAPI BWIBBU_ALL,OK
6005,群益證,2026-06-10,10.68,1.73,4.47,,TWSE OpenAPI BWIBBU_ALL,OK
6024,群益期,2026-06-10,10.15,1.39,5.73,,TWSE OpenAPI BWIBBU_ALL,OK
6108,競國,2026-06-10,,0.89,5.46,,TWSE OpenAPI BWIBBU_ALL,OK
6112,邁達特,2026-06-10,28.0,2.23,3.47,,TWSE OpenAPI BWIBBU_ALL,OK
6115,鎰勝,2026-06-10,17.04,1.63,5.79,,TWSE OpenAPI BWIBBU_ALL,OK
6116,彩晶,2026-06-10,,1.22,,,TWSE OpenAPI BWIBBU_ALL,OK
6117,迎廣,2026-06-10,16.91,3.05,2.57,,TWSE OpenAPI BWIBBU_ALL,OK
6120,達運,2026-06-10,,0.9,1.85,,TWSE OpenAPI BWIBBU_ALL,OK
6128,上福,2026-06-10,,0.93,2.46,,TWSE OpenAPI BWIBBU_ALL,OK
6133,金橋,2026-06-10,31.16,1.66,4.4,,TWSE OpenAPI BWIBBU_ALL,OK
6136,富爾特,2026-06-10,30.12,0.74,4.58,,TWSE OpenAPI BWIBBU_ALL,OK
6139,亞翔,2026-06-10,20.46,7.93,3.12,,TWSE OpenAPI BWIBBU_ALL,OK
6141,柏承,2026-06-10,,6.21,,,TWSE OpenAPI BWIBBU_ALL,OK
6142,友勁,2026-06-10,,0.97,,,TWSE OpenAPI BWIBBU_ALL,OK
6152,百一,2026-06-10,,2.0,,,TWSE OpenAPI BWIBBU_ALL,OK
6153,嘉聯益,2026-06-10,,1.55,,,TWSE OpenAPI BWIBBU_ALL,OK
6155,鈞寶,2026-06-10,153.0,4.19,1.05,,TWSE OpenAPI BWIBBU_ALL,OK
6164,華興,2026-06-10,620.0,1.06,,,TWSE OpenAPI BWIBBU_ALL,OK
6165,浪凡,2026-06-10,11.69,2.91,10.26,,TWSE OpenAPI BWIBBU_ALL,OK
6166,凌華,2026-06-10,34.76,4.73,0.96,,TWSE OpenAPI BWIBBU_ALL,OK
6168,宏齊,2026-06-10,340.71,1.6,,,TWSE OpenAPI BWIBBU_ALL,OK
6176,瑞儀,2026-06-10,9.51,1.14,3.93,,TWSE OpenAPI BWIBBU_ALL,OK
6177,達麗,2026-06-10,6.24,1.73,6.44,,TWSE OpenAPI BWIBBU_ALL,OK
6183,關貿,2026-06-10,21.88,4.43,4.01,,TWSE OpenAPI BWIBBU_ALL,OK
6184,大豐電,2026-06-10,19.51,1.53,6.49,,TWSE OpenAPI BWIBBU_ALL,OK
6189,豐藝,2026-06-10,20.19,2.16,5.08,,TWSE OpenAPI BWIBBU_ALL,OK
6191,精成科,2026-06-10,14.39,1.67,2.81,,TWSE OpenAPI BWIBBU_ALL,OK
6192,巨路,2026-06-10,13.2,1.71,4.5,,TWSE OpenAPI BWIBBU_ALL,OK
6196,帆宣,2026-06-10,31.85,6.31,1.3,,TWSE OpenAPI BWIBBU_ALL,OK
6197,佳必琪,2026-06-10,31.76,8.71,2.15,,TWSE OpenAPI BWIBBU_ALL,OK
6201,亞弘電,2026-06-10,14.29,1.61,6.6,,TWSE OpenAPI BWIBBU_ALL,OK
6202,盛群,2026-06-10,76.52,2.88,1.35,,TWSE OpenAPI BWIBBU_ALL,OK
6205,詮欣,2026-06-10,44.76,2.39,1.99,,TWSE OpenAPI BWIBBU_ALL,OK
6206,飛捷,2026-06-10,18.58,3.42,4.15,,TWSE OpenAPI BWIBBU_ALL,OK
6209,今國光,2026-06-10,46.82,4.14,0.62,,TWSE OpenAPI BWIBBU_ALL,OK
6213,聯茂,2026-06-10,62.1,4.38,1.18,,TWSE OpenAPI BWIBBU_ALL,OK
6214,精誠,2026-06-10,15.04,2.05,4.18,,TWSE OpenAPI BWIBBU_ALL,OK
6215,和椿,2026-06-10,38.07,5.54,0.92,,TWSE OpenAPI BWIBBU_ALL,OK
6216,居易,2026-06-10,373.33,1.33,4.6,,TWSE OpenAPI BWIBBU_ALL,OK
6224,聚鼎,2026-06-10,91.49,3.1,1.57,,TWSE OpenAPI BWIBBU_ALL,OK
6225,天瀚,2026-06-10,,7.85,,,TWSE OpenAPI BWIBBU_ALL,OK
6226,光鼎,2026-06-10,,1.19,,,TWSE OpenAPI BWIBBU_ALL,OK
6230,尼得科超眾,2026-06-10,,1.98,0.17,,TWSE OpenAPI BWIBBU_ALL,OK
6235,華孚,2026-06-10,15.83,1.65,2.93,,TWSE OpenAPI BWIBBU_ALL,OK
6239,力成,2026-06-10,36.07,3.84,1.49,,TWSE OpenAPI BWIBBU_ALL,OK
6243,迅杰,2026-06-10,,1.73,4.07,,TWSE OpenAPI BWIBBU_ALL,OK
6257,矽格,2026-06-10,30.42,4.51,2.06,,TWSE OpenAPI BWIBBU_ALL,OK
6269,台郡,2026-06-10,,1.05,,,TWSE OpenAPI BWIBBU_ALL,OK
6271,同欣電,2026-06-10,33.38,1.78,1.33,,TWSE OpenAPI BWIBBU_ALL,OK
6272,驊陞,2026-06-10,14.61,1.56,5.71,,TWSE OpenAPI BWIBBU_ALL,OK
6277,宏正,2026-06-10,22.52,1.88,4.78,,TWSE OpenAPI BWIBBU_ALL,OK
6278,台表科,2026-06-10,21.46,2.44,2.93,,TWSE OpenAPI BWIBBU_ALL,OK
6281,全國電,2026-06-10,13.81,1.91,6.41,,TWSE OpenAPI BWIBBU_ALL,OK
6282,康舒,2026-06-10,117.0,2.23,1.37,,TWSE OpenAPI BWIBBU_ALL,OK
6283,淳安,2026-06-10,,2.11,,,TWSE OpenAPI BWIBBU_ALL,OK
6285,啟碁,2026-06-10,39.82,3.73,1.59,,TWSE OpenAPI BWIBBU_ALL,OK
