stock_id,stock_name,date,pe_ratio,pb_ratio,dividend_yield,financial_quarter,valuation_source,valuation_source_status
2327,國巨*,2026-06-10,64.49,10.09,0.73,,TWSE OpenAPI BWIBBU_ALL,OK
2328,廣宇,2026-06-10,52.35,1.77,1.75,,TWSE OpenAPI BWIBBU_ALL,OK
2329,華泰,2026-06-10,23.85,3.03,1.9,,TWSE OpenAPI BWIBBU_ALL,OK
2330,台積電,2026-06-10,30.32,9.93,0.98,,TWSE OpenAPI BWIBBU_ALL,OK
2331,精英,2026-06-10,42.3,1.08,,,TWSE OpenAPI BWIBBU_ALL,OK
2332,友訊,2026-06-10,,1.13,,,TWSE OpenAPI BWIBBU_ALL,OK
2337,旺宏,2026-06-10,,5.28,,,TWSE OpenAPI BWIBBU_ALL,OK
2338,光罩,2026-06-10,,2.41,,,TWSE OpenAPI BWIBBU_ALL,OK
2340,台亞,2026-06-10,,2.27,,,TWSE OpenAPI BWIBBU_ALL,OK
2342,茂矽,2026-06-10,,2.64,,,TWSE OpenAPI BWIBBU_ALL,OK
2344,華邦電,2026-06-10,44.21,5.75,0.34,,TWSE OpenAPI BWIBBU_ALL,OK
2345,智邦,2026-06-10,44.72,20.24,0.63,,TWSE OpenAPI BWIBBU_ALL,OK
2347,聯強,2026-06-10,16.03,1.96,4.56,,TWSE OpenAPI BWIBBU_ALL,OK
2348,海悅,2026-06-10,18.82,1.7,7.04,,TWSE OpenAPI BWIBBU_ALL,OK
2349,錸德,2026-06-10,,1.65,,,TWSE OpenAPI BWIBBU_ALL,OK
2351,順德,2026-06-10,77.43,4.4,0.63,,TWSE OpenAPI BWIBBU_ALL,OK
2352,佳世達,2026-06-10,48.55,1.62,3.32,,TWSE OpenAPI BWIBBU_ALL,OK
2353,宏碁,2026-06-10,27.42,1.49,3.59,,TWSE OpenAPI BWIBBU_ALL,OK
2354,鴻準,2026-06-10,26.68,0.74,2.66,,TWSE OpenAPI BWIBBU_ALL,OK
2355,敬鵬,2026-06-10,31.6,1.2,1.87,,TWSE OpenAPI BWIBBU_ALL,OK
2356,英業達,2026-06-10,25.17,3.23,3.02,,TWSE OpenAPI BWIBBU_ALL,OK
2357,華碩,2026-06-10,14.22,2.06,5.28,,TWSE OpenAPI BWIBBU_ALL,OK
2359,所羅門,2026-06-10,69.85,4.04,0.74,,TWSE OpenAPI BWIBBU_ALL,OK
2360,致茂,2026-06-10,69.69,33.76,0.88,,TWSE OpenAPI BWIBBU_ALL,OK
2362,藍天,2026-06-10,20.6,0.6,4.33,,TWSE OpenAPI BWIBBU_ALL,OK
2363,矽統,2026-06-10,32.41,1.39,1.09,,TWSE OpenAPI BWIBBU_ALL,OK
2364,倫飛,2026-06-10,17.54,4.6,4.37,,TWSE OpenAPI BWIBBU_ALL,OK
2365,昆盈,2026-06-10,86.67,2.41,0.89,,TWSE OpenAPI BWIBBU_ALL,OK
2367,燿華,2026-06-10,,3.52,0.32,,TWSE OpenAPI BWIBBU_ALL,OK
2368,金像電,2026-06-10,64.11,20.82,0.69,,TWSE OpenAPI BWIBBU_ALL,OK
2369,菱生,2026-06-10,,2.4,,,TWSE OpenAPI BWIBBU_ALL,OK
2371,大同,2026-06-10,,1.25,,,TWSE OpenAPI BWIBBU_ALL,OK
2373,震旦行,2026-06-10,14.67,1.83,6.47,,TWSE OpenAPI BWIBBU_ALL,OK
2374,佳能,2026-06-10,25.76,2.7,2.79,,TWSE OpenAPI BWIBBU_ALL,OK
2375,凱美,2026-06-10,48.18,1.72,0.76,,TWSE OpenAPI BWIBBU_ALL,OK
2376,技嘉,2026-06-10,16.09,3.57,3.48,,TWSE OpenAPI BWIBBU_ALL,OK
2377,微星,2026-06-10,13.79,2.03,3.18,,TWSE OpenAPI BWIBBU_ALL,OK
2379,瑞昱,2026-06-10,23.22,7.36,3.88,,TWSE OpenAPI BWIBBU_ALL,OK
2380,虹光,2026-06-10,5.33,0.59,,,TWSE OpenAPI BWIBBU_ALL,OK
2382,廣達,2026-06-10,19.13,7.07,4.1,,TWSE OpenAPI BWIBBU_ALL,OK
2383,台光電,2026-06-10,107.16,36.92,0.51,,TWSE OpenAPI BWIBBU_ALL,OK
2385,群光,2026-06-10,15.69,2.45,5.18,,TWSE OpenAPI BWIBBU_ALL,OK
2387,精元,2026-06-10,14.11,0.76,9.95,,TWSE OpenAPI BWIBBU_ALL,OK
2388,威盛,2026-06-10,356.11,1.63,0.08,,TWSE OpenAPI BWIBBU_ALL,OK
2390,云辰,2026-06-10,,0.92,,,TWSE OpenAPI BWIBBU_ALL,OK
2392,正崴,2026-06-10,,0.78,2.67,,TWSE OpenAPI BWIBBU_ALL,OK
2393,億光,2026-06-10,16.35,1.48,6.57,,TWSE OpenAPI BWIBBU_ALL,OK
2395,研華,2026-06-10,36.11,8.15,2.41,,TWSE OpenAPI BWIBBU_ALL,OK
2397,友通,2026-06-10,26.81,2.21,3.94,,TWSE OpenAPI BWIBBU_ALL,OK
2399,映泰,2026-06-10,28.3,3.19,,,TWSE OpenAPI BWIBBU_ALL,OK
2401,凌陽,2026-06-10,,1.82,,,TWSE OpenAPI BWIBBU_ALL,OK
2402,毅嘉,2026-06-10,30.62,2.58,3.35,,TWSE OpenAPI BWIBBU_ALL,OK
2404,漢唐,2026-06-10,21.38,15.1,3.48,,TWSE OpenAPI BWIBBU_ALL,OK
2405,輔信,2026-06-10,,1.84,0.54,,TWSE OpenAPI BWIBBU_ALL,OK
2406,國碩,2026-06-10,,3.44,,,TWSE OpenAPI BWIBBU_ALL,OK
2408,南亞科,2026-06-10,29.81,5.35,0.45,,TWSE OpenAPI BWIBBU_ALL,OK
2409,友達,2026-06-10,71.72,1.16,1.74,,TWSE OpenAPI BWIBBU_ALL,OK
2412,中華電,2026-06-10,28.63,2.82,3.61,,TWSE OpenAPI BWIBBU_ALL,OK
2413,環科,2026-06-10,77.4,3.66,0.84,,TWSE OpenAPI BWIBBU_ALL,OK
2414,精技,2026-06-10,16.29,2.72,5.22,,TWSE OpenAPI BWIBBU_ALL,OK
2415,錩新,2026-06-10,13.91,1.36,5.96,,TWSE OpenAPI BWIBBU_ALL,OK
2417,圓剛,2026-06-10,176.35,2.12,0.55,,TWSE OpenAPI BWIBBU_ALL,OK
2419,仲琦,2026-06-10,,1.87,,,TWSE OpenAPI BWIBBU_ALL,OK
2420,新巨,2026-06-10,16.04,2.32,4.75,,TWSE OpenAPI BWIBBU_ALL,OK
2421,建準,2026-06-10,17.7,3.66,3.61,,TWSE OpenAPI BWIBBU_ALL,OK
2423,固緯,2026-06-10,20.79,3.82,3.38,,TWSE OpenAPI BWIBBU_ALL,OK
2424,隴華,2026-06-10,,2.36,,,TWSE OpenAPI BWIBBU_ALL,OK
2425,承啟,2026-06-10,,1.28,0.3,,TWSE OpenAPI BWIBBU_ALL,OK
2426,鼎元,2026-06-10,,4.91,0.16,,TWSE OpenAPI BWIBBU_ALL,OK
2427,三商電,2026-06-10,17.42,1.28,3.14,,TWSE OpenAPI BWIBBU_ALL,OK
2428,興勤,2026-06-10,26.0,3.12,2.06,,TWSE OpenAPI BWIBBU_ALL,OK
2429,銘旺科,2026-06-10,,4.61,,,TWSE OpenAPI BWIBBU_ALL,OK
2430,燦坤,2026-06-10,38.65,0.5,4.31,,TWSE OpenAPI BWIBBU_ALL,OK
2431,聯昌,2026-06-10,,1.11,,,TWSE OpenAPI BWIBBU_ALL,OK
2432,倚天酷碁-創,2026-06-10,14.56,1.57,6.08,,TWSE OpenAPI BWIBBU_ALL,OK
2433,互盛電,2026-06-10,14.33,2.06,6.18,,TWSE OpenAPI BWIBBU_ALL,OK
2434,統懋,2026-06-10,,2.57,,,TWSE OpenAPI BWIBBU_ALL,OK
2436,偉詮電,2026-06-10,19.08,2.92,3.11,,TWSE OpenAPI BWIBBU_ALL,OK
2438,翔耀,2026-06-10,,3.62,,,TWSE OpenAPI BWIBBU_ALL,OK
2439,美律,2026-06-10,18.19,1.34,4.47,,TWSE OpenAPI BWIBBU_ALL,OK
2440,太空梭,2026-06-10,,1.19,,,TWSE OpenAPI BWIBBU_ALL,OK
2441,超豐,2026-06-10,25.8,2.72,2.49,,TWSE OpenAPI BWIBBU_ALL,OK
2442,新美齊,2026-06-10,3.81,0.86,13.5,,TWSE OpenAPI BWIBBU_ALL,OK
2444,兆勁,2026-06-10,,1.76,,,TWSE OpenAPI BWIBBU_ALL,OK
2449,京元電子,2026-06-10,36.91,6.11,0.55,,TWSE OpenAPI BWIBBU_ALL,OK
2450,神腦,2026-06-10,20.13,1.3,5.03,,TWSE OpenAPI BWIBBU_ALL,OK
2451,創見,2026-06-10,9.48,4.82,4.03,,TWSE OpenAPI BWIBBU_ALL,OK
2453,凌群,2026-06-10,17.9,2.75,4.98,,TWSE OpenAPI BWIBBU_ALL,OK
2454,聯發科,2026-06-10,66.22,16.99,1.29,,TWSE OpenAPI BWIBBU_ALL,OK
2455,全新,2026-06-10,112.15,17.93,0.75,,TWSE OpenAPI BWIBBU_ALL,OK
2457,飛宏,2026-06-10,,1.39,,,TWSE OpenAPI BWIBBU_ALL,OK
2458,義隆,2026-06-10,16.13,4.34,4.83,,TWSE OpenAPI BWIBBU_ALL,OK
2459,敦吉,2026-06-10,13.21,1.31,6.08,,TWSE OpenAPI BWIBBU_ALL,OK
2460,建通,2026-06-10,,3.31,,,TWSE OpenAPI BWIBBU_ALL,OK
2461,光群雷,2026-06-10,,1.09,,,TWSE OpenAPI BWIBBU_ALL,OK
2462,良得電,2026-06-10,370.71,1.17,0.77,,TWSE OpenAPI BWIBBU_ALL,OK
2464,盟立,2026-06-10,,6.0,0.34,,TWSE OpenAPI BWIBBU_ALL,OK
2465,麗臺,2026-06-10,58.41,6.01,,,TWSE OpenAPI BWIBBU_ALL,OK
2466,冠西電,2026-06-10,59.46,3.75,,,TWSE OpenAPI BWIBBU_ALL,OK
2467,志聖,2026-06-10,71.81,10.13,1.02,,TWSE OpenAPI BWIBBU_ALL,OK
2468,華經,2026-06-10,32.23,2.22,2.42,,TWSE OpenAPI BWIBBU_ALL,OK
2471,資通,2026-06-10,13.84,2.59,6.25,,TWSE OpenAPI BWIBBU_ALL,OK
2472,立隆電,2026-06-10,38.79,5.75,1.04,,TWSE OpenAPI BWIBBU_ALL,OK
2474,可成,2026-06-10,19.59,0.8,4.97,,TWSE OpenAPI BWIBBU_ALL,OK
2476,鉅祥,2026-06-10,27.12,2.78,2.53,,TWSE OpenAPI BWIBBU_ALL,OK
2477,美隆電,2026-06-10,13.52,0.85,6.39,,TWSE OpenAPI BWIBBU_ALL,OK
2478,大毅,2026-06-10,45.82,3.34,1.18,,TWSE OpenAPI BWIBBU_ALL,OK
2480,敦陽科,2026-06-10,18.89,5.64,4.92,,TWSE OpenAPI BWIBBU_ALL,OK
2481,強茂,2026-06-10,43.02,3.57,1.33,,TWSE OpenAPI BWIBBU_ALL,OK
2482,連宇,2026-06-10,,1.21,0.6,,TWSE OpenAPI BWIBBU_ALL,OK
2483,百容,2026-06-10,34.24,1.31,0.95,,TWSE OpenAPI BWIBBU_ALL,OK
2484,希華,2026-06-10,78.51,2.26,1.2,,TWSE OpenAPI BWIBBU_ALL,OK
2485,兆赫,2026-06-10,1585.0,3.81,,,TWSE OpenAPI BWIBBU_ALL,OK
2486,一詮,2026-06-10,482.35,10.91,0.2,,TWSE OpenAPI BWIBBU_ALL,OK
2488,漢平,2026-06-10,11.36,1.45,5.69,,TWSE OpenAPI BWIBBU_ALL,OK
2489,瑞軒,2026-06-10,37.43,1.92,2.94,,TWSE OpenAPI BWIBBU_ALL,OK
2491,吉祥全,2026-06-10,8.59,2.42,,,TWSE OpenAPI BWIBBU_ALL,OK
2492,華新科,2026-06-10,78.07,3.69,0.61,,TWSE OpenAPI BWIBBU_ALL,OK
2493,揚博,2026-06-10,42.67,7.88,2.22,,TWSE OpenAPI BWIBBU_ALL,OK
2495,普安,2026-06-10,42.57,2.81,1.66,,TWSE OpenAPI BWIBBU_ALL,OK
2496,卓越,2026-06-10,10.08,1.43,7.75,,TWSE OpenAPI BWIBBU_ALL,OK
2497,怡利電,2026-06-10,28.19,2.69,3.14,,TWSE OpenAPI BWIBBU_ALL,OK
2498,宏達電,2026-06-10,20.19,1.29,1.2,,TWSE OpenAPI BWIBBU_ALL,OK
2501,國建,2026-06-10,6.87,0.98,4.51,,TWSE OpenAPI BWIBBU_ALL,OK
2504,國產,2026-06-10,11.31,1.56,6.99,,TWSE OpenAPI BWIBBU_ALL,OK
2505,國揚,2026-06-10,9.7,0.69,5.18,,TWSE OpenAPI BWIBBU_ALL,OK
2506,太設,2026-06-10,,0.42,2.22,,TWSE OpenAPI BWIBBU_ALL,OK
2509,全坤建,2026-06-10,,0.83,,,TWSE OpenAPI BWIBBU_ALL,OK
2511,太子,2026-06-10,23.31,0.51,3.68,,TWSE OpenAPI BWIBBU_ALL,OK
2514,龍邦,2026-06-10,7.81,0.38,,,TWSE OpenAPI BWIBBU_ALL,OK
2515,中工,2026-06-10,26.67,0.9,3.91,,TWSE OpenAPI BWIBBU_ALL,OK
2516,新建,2026-06-10,11.1,1.4,,,TWSE OpenAPI BWIBBU_ALL,OK
2520,冠德,2026-06-10,14.77,0.87,4.49,,TWSE OpenAPI BWIBBU_ALL,OK
2524,京城,2026-06-10,65.79,0.65,,,TWSE OpenAPI BWIBBU_ALL,OK
2527,宏璟,2026-06-10,6.82,0.42,4.34,,TWSE OpenAPI BWIBBU_ALL,OK
2528,皇普,2026-06-10,9.35,1.35,13.42,,TWSE OpenAPI BWIBBU_ALL,OK
2530,華建,2026-06-10,10.33,1.69,9.14,,TWSE OpenAPI BWIBBU_ALL,OK
2534,宏盛,2026-06-10,18.2,0.59,8.0,,TWSE OpenAPI BWIBBU_ALL,OK
2535,達欣工,2026-06-10,10.76,2.36,5.13,,TWSE OpenAPI BWIBBU_ALL,OK
2536,宏普,2026-06-10,6.53,0.57,9.26,,TWSE OpenAPI BWIBBU_ALL,OK
2537,聯上發,2026-06-10,34.69,0.73,,,TWSE OpenAPI BWIBBU_ALL,OK
2538,基泰,2026-06-10,28.19,0.79,4.93,,TWSE OpenAPI BWIBBU_ALL,OK
2539,櫻花建,2026-06-10,13.9,2.51,7.12,,TWSE OpenAPI BWIBBU_ALL,OK
2540,愛山林,2026-06-10,92.17,3.18,10.85,,TWSE OpenAPI BWIBBU_ALL,OK
2542,興富發,2026-06-10,13.98,1.74,8.8,,TWSE OpenAPI BWIBBU_ALL,OK
2543,皇昌,2026-06-10,19.72,2.57,3.07,,TWSE OpenAPI BWIBBU_ALL,OK
2545,皇翔,2026-06-10,26.49,1.0,7.14,,TWSE OpenAPI BWIBBU_ALL,OK
2546,根基,2026-06-10,9.56,1.92,6.6,,TWSE OpenAPI BWIBBU_ALL,OK
2547,日勝生,2026-06-10,79.64,0.81,7.17,,TWSE OpenAPI BWIBBU_ALL,OK
2548,華固,2026-06-10,8.23,1.64,8.06,,TWSE OpenAPI BWIBBU_ALL,OK
2597,潤弘,2026-06-10,17.17,6.51,4.96,,TWSE OpenAPI BWIBBU_ALL,OK
2601,益航,2026-06-10,,0.64,,,TWSE OpenAPI BWIBBU_ALL,OK
2603,長榮,2026-06-10,9.75,0.83,7.17,,TWSE OpenAPI BWIBBU_ALL,OK
2605,新興,2026-06-10,14.5,1.0,3.3,,TWSE OpenAPI BWIBBU_ALL,OK
2606,裕民,2026-06-10,13.17,1.43,4.08,,TWSE OpenAPI BWIBBU_ALL,OK
2607,榮運,2026-06-10,10.44,0.84,5.47,,TWSE OpenAPI BWIBBU_ALL,OK
2608,嘉里大榮,2026-06-10,15.12,1.12,5.43,,TWSE OpenAPI BWIBBU_ALL,OK
2609,陽明,2026-06-10,16.43,0.54,3.95,,TWSE OpenAPI BWIBBU_ALL,OK
2610,華航,2026-06-10,7.64,1.16,4.19,,TWSE OpenAPI BWIBBU_ALL,OK
2611,志信,2026-06-10,10.53,0.98,3.77,,TWSE OpenAPI BWIBBU_ALL,OK
2612,中航,2026-06-10,9.95,0.79,4.03,,TWSE OpenAPI BWIBBU_ALL,OK
2613,中櫃,2026-06-10,20.14,0.95,4.56,,TWSE OpenAPI BWIBBU_ALL,OK
2614,東森,2026-06-10,9.51,1.48,6.19,,TWSE OpenAPI BWIBBU_ALL,OK
2615,萬海,2026-06-10,7.67,0.81,3.61,,TWSE OpenAPI BWIBBU_ALL,OK
2616,山隆,2026-06-10,,0.72,2.21,,TWSE OpenAPI BWIBBU_ALL,OK
2617,台航,2026-06-10,8.96,0.68,5.06,,TWSE OpenAPI BWIBBU_ALL,OK
2618,長榮航,2026-06-10,7.07,1.49,5.37,,TWSE OpenAPI BWIBBU_ALL,OK
2630,亞航,2026-06-10,41.81,2.43,2.29,,TWSE OpenAPI BWIBBU_ALL,OK
2633,台灣高鐵,2026-06-10,21.32,1.94,4.46,,TWSE OpenAPI BWIBBU_ALL,OK
2634,漢翔,2026-06-10,58.25,2.42,1.67,,TWSE OpenAPI BWIBBU_ALL,OK
2636,台驊控股,2026-06-10,10.29,1.02,7.11,,TWSE OpenAPI BWIBBU_ALL,OK
2637,慧洋-KY,2026-06-10,10.69,1.13,4.61,,TWSE OpenAPI BWIBBU_ALL,OK
2642,宅配通,2026-06-10,,1.22,2.17,,TWSE OpenAPI BWIBBU_ALL,OK
2645,長榮航太,2026-06-10,25.73,4.99,2.97,,TWSE OpenAPI BWIBBU_ALL,OK
2646,星宇航空,2026-06-10,223.89,1.9,,,TWSE OpenAPI BWIBBU_ALL,OK
2701,萬企,2026-06-10,18.25,0.56,2.69,,TWSE OpenAPI BWIBBU_ALL,OK
2702,華園,2026-06-10,,0.6,,,TWSE OpenAPI BWIBBU_ALL,OK
2704,國賓,2026-06-10,23.88,0.59,1.17,,TWSE OpenAPI BWIBBU_ALL,OK
2705,六福,2026-06-10,17.53,0.6,,,TWSE OpenAPI BWIBBU_ALL,OK
2706,第一店,2026-06-10,18.13,0.6,2.88,,TWSE OpenAPI BWIBBU_ALL,OK
2707,晶華,2026-06-10,12.82,6.46,5.99,,TWSE OpenAPI BWIBBU_ALL,OK
2712,遠雄來,2026-06-10,,1.51,,,TWSE OpenAPI BWIBBU_ALL,OK
2722,夏都,2026-06-10,,1.35,,,TWSE OpenAPI BWIBBU_ALL,OK
2723,美食-KY,2026-06-10,,1.11,,,TWSE OpenAPI BWIBBU_ALL,OK
2727,王品,2026-06-10,14.63,5.26,6.62,,TWSE OpenAPI BWIBBU_ALL,OK
2731,雄獅,2026-06-10,9.04,2.7,8.28,,TWSE OpenAPI BWIBBU_ALL,OK
2739,寒舍,2026-06-10,11.95,2.21,7.13,,TWSE OpenAPI BWIBBU_ALL,OK
2748,雲品,2026-06-10,19.04,1.42,4.42,,TWSE OpenAPI BWIBBU_ALL,OK
2753,八方雲集,2026-06-10,13.77,3.48,6.47,,TWSE OpenAPI BWIBBU_ALL,OK
2762,世界健身-KY,2026-06-10,16.79,3.65,6.69,,TWSE OpenAPI BWIBBU_ALL,OK
2801,彰銀,2026-06-10,13.97,1.16,4.7,,TWSE OpenAPI BWIBBU_ALL,OK
2812,台中銀,2026-06-10,12.52,1.25,5.46,,TWSE OpenAPI BWIBBU_ALL,OK
2816,旺旺保,2026-06-10,5.3,0.88,4.49,,TWSE OpenAPI BWIBBU_ALL,OK
2820,華票,2026-06-10,11.58,0.85,5.11,,TWSE OpenAPI BWIBBU_ALL,OK
2832,台產,2026-06-10,10.56,1.14,6.38,,TWSE OpenAPI BWIBBU_ALL,OK
2834,臺企銀,2026-06-10,12.94,1.1,5.9,,TWSE OpenAPI BWIBBU_ALL,OK
2836,高雄銀,2026-06-10,16.55,0.85,3.67,,TWSE OpenAPI BWIBBU_ALL,OK
2838,聯邦銀,2026-06-10,15.35,1.17,4.9,,TWSE OpenAPI BWIBBU_ALL,OK
2845,遠東銀,2026-06-10,14.55,0.87,4.92,,TWSE OpenAPI BWIBBU_ALL,OK
2849,安泰銀,2026-06-10,16.05,0.74,3.7,,TWSE OpenAPI BWIBBU_ALL,OK
2850,新產,2026-06-10,10.56,2.14,4.91,,TWSE OpenAPI BWIBBU_ALL,OK
2851,中再保,2026-06-10,7.07,1.24,6.01,,TWSE OpenAPI BWIBBU_ALL,OK
2852,第一保,2026-06-10,8.99,0.89,5.99,,TWSE OpenAPI BWIBBU_ALL,OK
2855,統一證,2026-06-10,11.48,1.97,4.11,,TWSE OpenAPI BWIBBU_ALL,OK
2867,三商壽,2026-06-10,58.29,0.62,,,TWSE OpenAPI BWIBBU_ALL,OK
2880,華南金,2026-06-10,17.08,2.02,4.1,,TWSE OpenAPI BWIBBU_ALL,OK
2881,富邦金,2026-06-10,16.85,1.88,3.47,,TWSE OpenAPI BWIBBU_ALL,OK
2882,國泰金,2026-06-10,15.16,2.0,3.5,,TWSE OpenAPI BWIBBU_ALL,OK
2883,凱基金,2026-06-10,15.84,1.41,3.55,,TWSE OpenAPI BWIBBU_ALL,OK
2884,玉山金,2026-06-10,15.3,1.91,4.16,,TWSE OpenAPI BWIBBU_ALL,OK
2885,元大金,2026-06-10,19.17,2.31,3.53,,TWSE OpenAPI BWIBBU_ALL,OK
2886,兆豐金,2026-06-10,17.64,1.6,4.03,,TWSE OpenAPI BWIBBU_ALL,OK
2887,台新新光金,2026-06-10,14.17,1.27,3.81,,TWSE OpenAPI BWIBBU_ALL,OK
2889,國票金,2026-06-10,19.55,1.17,3.92,,TWSE OpenAPI BWIBBU_ALL,OK
2890,永豐金,2026-06-10,15.79,1.8,3.94,,TWSE OpenAPI BWIBBU_ALL,OK
2891,中信金,2026-06-10,16.43,2.44,3.67,,TWSE OpenAPI BWIBBU_ALL,OK
2892,第一金,2026-06-10,15.67,1.48,4.26,,TWSE OpenAPI BWIBBU_ALL,OK
2897,王道銀行,2026-06-10,15.29,0.71,5.0,,TWSE OpenAPI BWIBBU_ALL,OK
2901,欣欣,2026-06-10,56.46,1.9,1.6,,TWSE OpenAPI BWIBBU_ALL,OK
2903,遠百,2026-06-10,14.35,1.05,5.38,,TWSE OpenAPI BWIBBU_ALL,OK
2904,匯僑,2026-06-10,24.22,0.89,4.98,,TWSE OpenAPI BWIBBU_ALL,OK
2905,三商,2026-06-10,22.86,0.51,2.08,,TWSE OpenAPI BWIBBU_ALL,OK
2906,高林,2026-06-10,28.22,0.79,4.72,,TWSE OpenAPI BWIBBU_ALL,OK
2908,特力,2026-06-10,53.25,1.57,2.58,,TWSE OpenAPI BWIBBU_ALL,OK
2910,統領,2026-06-10,17.5,1.42,4.87,,TWSE OpenAPI BWIBBU_ALL,OK
2911,麗嬰房,2026-06-10,2.08,0.58,,,TWSE OpenAPI BWIBBU_ALL,OK
2912,統一超,2026-06-10,20.74,5.09,3.96,,TWSE OpenAPI BWIBBU_ALL,OK
2913,農林,2026-06-10,,0.73,,,TWSE OpenAPI BWIBBU_ALL,OK
2915,潤泰全,2026-06-10,5.76,0.46,3.87,,TWSE OpenAPI BWIBBU_ALL,OK
2923,鼎固-KY,2026-06-10,,0.84,0.55,,TWSE OpenAPI BWIBBU_ALL,OK
2929,淘帝-KY,2026-06-10,,0.23,,,TWSE OpenAPI BWIBBU_ALL,OK
2939,永邑-KY,2026-06-10,,1.7,,,TWSE OpenAPI BWIBBU_ALL,OK
2945,三商家購,2026-06-10,18.22,1.44,3.66,,TWSE OpenAPI BWIBBU_ALL,OK
3002,歐格,2026-06-10,57.88,1.53,1.73,,TWSE OpenAPI BWIBBU_ALL,OK
3003,健和興,2026-06-10,63.47,1.55,1.56,,TWSE OpenAPI BWIBBU_ALL,OK
3004,豐達科,2026-06-10,24.63,2.32,1.94,,TWSE OpenAPI BWIBBU_ALL,OK
3005,神基,2026-06-10,12.76,2.77,6.53,,TWSE OpenAPI BWIBBU_ALL,OK
3006,晶豪科,2026-06-10,24.02,4.4,0.5,,TWSE OpenAPI BWIBBU_ALL,OK
3008,大立光,2026-06-10,25.78,2.93,1.94,,TWSE OpenAPI BWIBBU_ALL,OK
3010,華立,2026-06-10,13.7,1.41,4.12,,TWSE OpenAPI BWIBBU_ALL,OK
3011,今皓,2026-06-10,,1.35,,,TWSE OpenAPI BWIBBU_ALL,OK
3013,晟銘電,2026-06-10,23.79,4.05,0.74,,TWSE OpenAPI BWIBBU_ALL,OK
3014,聯陽,2026-06-10,14.76,3.65,6.23,,TWSE OpenAPI BWIBBU_ALL,OK
3015,全漢,2026-06-10,29.41,0.95,3.69,,TWSE OpenAPI BWIBBU_ALL,OK
3016,嘉晶,2026-06-10,251.22,6.07,0.49,,TWSE OpenAPI BWIBBU_ALL,OK
3017,奇鋐,2026-06-10,38.78,20.51,0.89,,TWSE OpenAPI BWIBBU_ALL,OK
3018,隆銘綠能,2026-06-10,,1.77,,,TWSE OpenAPI BWIBBU_ALL,OK
3019,亞光,2026-06-10,21.36,2.86,3.14,,TWSE OpenAPI BWIBBU_ALL,OK
3021,鴻名,2026-06-10,46.55,1.63,2.22,,TWSE OpenAPI BWIBBU_ALL,OK
3022,威強電,2026-06-10,24.08,1.31,4.12,,TWSE OpenAPI BWIBBU_ALL,OK
3023,信邦,2026-06-10,24.0,4.2,3.26,,TWSE OpenAPI BWIBBU_ALL,OK
3024,憶聲,2026-06-10,136.11,1.12,1.8,,TWSE OpenAPI BWIBBU_ALL,OK
3025,星通,2026-06-10,17.25,4.25,4.64,,TWSE OpenAPI BWIBBU_ALL,OK
3026,禾伸堂,2026-06-10,82.73,10.99,0.9,,TWSE OpenAPI BWIBBU_ALL,OK
3027,盛達,2026-06-10,,1.22,,,TWSE OpenAPI BWIBBU_ALL,OK
3028,增你強,2026-06-10,14.81,2.82,3.96,,TWSE OpenAPI BWIBBU_ALL,OK
3029,零壹,2026-06-10,15.44,3.46,5.24,,TWSE OpenAPI BWIBBU_ALL,OK
3030,德律,2026-06-10,27.97,7.29,2.17,,TWSE OpenAPI BWIBBU_ALL,OK
3031,佰鴻,2026-06-10,24.46,1.67,3.65,,TWSE OpenAPI BWIBBU_ALL,OK
3032,偉訓,2026-06-10,,3.4,3.23,,TWSE OpenAPI BWIBBU_ALL,OK
3033,威健,2026-06-10,19.09,2.28,4.14,,TWSE OpenAPI BWIBBU_ALL,OK
3034,聯詠,2026-06-10,19.61,4.05,4.81,,TWSE OpenAPI BWIBBU_ALL,OK
3035,智原,2026-06-10,92.82,3.33,1.03,,TWSE OpenAPI BWIBBU_ALL,OK
3036,文曄,2026-06-10,16.99,2.69,3.26,,TWSE OpenAPI BWIBBU_ALL,OK
3037,欣興,2026-06-10,130.0,12.38,0.23,,TWSE OpenAPI BWIBBU_ALL,OK
3038,全台,2026-06-10,24.31,1.41,5.25,,TWSE OpenAPI BWIBBU_ALL,OK
3040,遠見,2026-06-10,,1.62,9.58,,TWSE OpenAPI BWIBBU_ALL,OK
3041,揚智,2026-06-10,,2.35,,,TWSE OpenAPI BWIBBU_ALL,OK
3042,晶技,2026-06-10,40.84,4.81,2.24,,TWSE OpenAPI BWIBBU_ALL,OK
3043,科風,2026-06-10,,1.23,,,TWSE OpenAPI BWIBBU_ALL,OK
3044,健鼎,2026-06-10,23.28,4.32,2.65,,TWSE OpenAPI BWIBBU_ALL,OK
3045,台灣大,2026-06-10,23.94,3.93,4.07,,TWSE OpenAPI BWIBBU_ALL,OK
3046,建碁,2026-06-10,13.61,2.84,5.38,,TWSE OpenAPI BWIBBU_ALL,OK
3047,訊舟,2026-06-10,,1.4,1.92,,TWSE OpenAPI BWIBBU_ALL,OK
3048,益登,2026-06-10,26.37,3.39,1.36,,TWSE OpenAPI BWIBBU_ALL,OK
3049,精金,2026-06-10,,1.57,,,TWSE OpenAPI BWIBBU_ALL,OK
3050,鈺德,2026-06-10,,0.83,1.95,,TWSE OpenAPI BWIBBU_ALL,OK
