trade_date,stock_id,stock_name,margin_balance,margin_change,short_balance,short_change,securities_lending_sell_volume,securities_lending_balance
2026-05-18,1709,和益,1761.0,-631.0,1.0,0.0,,
2026-05-18,1710,東聯,7650.0,-449.0,10.0,-2.0,,
2026-05-18,1711,永光,24703.0,-1081.0,1683.0,13.0,,
2026-05-18,1712,興農,411.0,-1.0,0.0,0.0,,
2026-05-18,1713,國化,3095.0,-7.0,0.0,0.0,,
2026-05-18,1714,和桐,6977.0,-1319.0,5.0,0.0,,
2026-05-18,1717,長興,30421.0,-207.0,420.0,84.0,,
2026-05-18,1718,中纖,12597.0,-113.0,9.0,4.0,,
2026-05-18,1720,生達,390.0,9.0,0.0,0.0,,
2026-05-18,1721,三晃,129.0,0.0,0.0,0.0,,
2026-05-18,1722,台肥,4107.0,-96.0,1.0,-6.0,,
2026-05-18,1723,中碳,888.0,4.0,0.0,0.0,,
2026-05-18,1725,元禎,278.0,-15.0,0.0,0.0,,
2026-05-18,1726,永記,8.0,0.0,0.0,0.0,,
2026-05-18,1727,中華化,9902.0,1586.0,565.0,-44.0,,
2026-05-18,1730,花仙子,7.0,0.0,0.0,0.0,,
2026-05-18,1731,美吾華,237.0,2.0,0.0,0.0,,
2026-05-18,1732,毛寶,485.0,4.0,0.0,0.0,,
2026-05-18,1733,五鼎,2639.0,-2.0,0.0,0.0,,
2026-05-18,1734,杏輝,471.0,0.0,0.0,0.0,,
2026-05-18,1735,日勝化,835.0,-9.0,2.0,0.0,,
2026-05-18,1736,喬山,2032.0,34.0,3.0,0.0,,
2026-05-18,1737,臺鹽,35.0,-5.0,0.0,0.0,,
2026-05-18,1752,南光,346.0,1.0,0.0,0.0,,
2026-05-18,1760,寶齡富錦,985.0,9.0,7.0,0.0,,
2026-05-18,1762,中化生,863.0,-13.0,12.0,0.0,,
2026-05-18,1773,勝一,1427.0,-33.0,5.0,-2.0,,
2026-05-18,1776,展宇,861.0,35.0,0.0,0.0,,
2026-05-18,1783,和康生,862.0,14.0,0.0,0.0,,
2026-05-18,1786,科妍,5626.0,-72.0,5.0,3.0,,
2026-05-18,1789,神隆,2931.0,-50.0,0.0,-1.0,,
2026-05-18,1795,美時,9335.0,-64.0,19.0,5.0,,
2026-05-18,1802,台玻,62202.0,431.0,1802.0,-805.0,,
2026-05-18,1805,寶徠,1510.0,0.0,0.0,0.0,,
2026-05-18,1806,冠軍,2808.0,-12.0,0.0,0.0,,
2026-05-18,1808,潤隆,5824.0,-18.0,0.0,0.0,,
2026-05-18,1809,中釉,7168.0,27.0,203.0,-46.0,,
2026-05-18,1810,和成,18679.0,-125.0,14.0,0.0,,
2026-05-18,1817,凱撒衛,17.0,-4.0,0.0,0.0,,
2026-05-18,1903,士紙,2851.0,-3.0,1.0,0.0,,
2026-05-18,1904,正隆,2344.0,92.0,4.0,-6.0,,
2026-05-18,1905,華紙,9360.0,-68.0,8.0,-1.0,,
2026-05-18,1906,寶隆,7296.0,2.0,0.0,0.0,,
2026-05-18,1907,永豐餘,23955.0,159.0,0.0,0.0,,
2026-05-18,1909,榮成,8517.0,-1.0,1.0,0.0,,
2026-05-18,2002,中鋼,41314.0,512.0,58.0,1.0,,
2026-05-18,2006,東和鋼鐵,1070.0,-8.0,10.0,1.0,,
2026-05-18,2007,燁興,5.0,-1.0,0.0,0.0,,
2026-05-18,2008,高興昌,178.0,0.0,0.0,0.0,,
2026-05-18,2009,第一銅,6068.0,65.0,2.0,0.0,,
2026-05-18,2010,春源,2055.0,44.0,2.0,0.0,,
2026-05-18,2012,春雨,69.0,1.0,0.0,0.0,,
2026-05-18,2013,中鋼構,1442.0,-1.0,0.0,0.0,,
2026-05-18,2014,中鴻,2043.0,-1.0,0.0,0.0,,
2026-05-18,2015,豐興,37.0,1.0,0.0,0.0,,
2026-05-18,2017,官田鋼,7010.0,4.0,10.0,0.0,,
2026-05-18,2020,美亞,725.0,13.0,0.0,0.0,,
2026-05-18,2022,聚亨,1261.0,11.0,1.0,0.0,,
2026-05-18,2023,燁輝,3637.0,-4.0,2.0,1.0,,
2026-05-18,2024,志聯,53.0,2.0,0.0,0.0,,
2026-05-18,2025,千興,0.0,0.0,0.0,0.0,,
2026-05-18,2027,大成鋼,31933.0,1554.0,164.0,28.0,,
2026-05-18,2028,威致,1176.0,1.0,0.0,0.0,,
2026-05-18,2029,盛餘,399.0,-6.0,0.0,0.0,,
2026-05-18,2030,彰源,2152.0,65.0,7.0,0.0,,
2026-05-18,2031,新光鋼,1204.0,19.0,8.0,7.0,,
2026-05-18,2032,新鋼,2725.0,-19.0,0.0,0.0,,
2026-05-18,2033,佳大,2813.0,-26.0,0.0,0.0,,
2026-05-18,2034,允強,4718.0,42.0,1.0,1.0,,
2026-05-18,2038,海光,5221.0,-40.0,1.0,0.0,,
2026-05-18,2049,上銀,4652.0,300.0,132.0,-44.0,,
2026-05-18,2059,川湖,473.0,34.0,2.0,0.0,,
2026-05-18,2062,橋椿,1709.0,-4.0,0.0,0.0,,
2026-05-18,2069,運錩,696.0,-61.0,1.0,0.0,,
2026-05-18,2101,南港,26959.0,37.0,0.0,-5.0,,
2026-05-18,2102,泰豐,4353.0,11.0,0.0,0.0,,
2026-05-18,2103,台橡,11951.0,-461.0,4.0,-6.0,,
2026-05-18,2104,國際中橡,20664.0,-92.0,7.0,-31.0,,
2026-05-18,2105,正新,13594.0,1366.0,0.0,-5.0,,
2026-05-18,2106,建大,2846.0,-52.0,28.0,0.0,,
2026-05-18,2107,厚生,132.0,1.0,0.0,0.0,,
2026-05-18,2108,南帝,2592.0,321.0,29.0,1.0,,
2026-05-18,2109,華豐,774.0,-16.0,0.0,0.0,,
2026-05-18,2114,鑫永銓,56.0,0.0,0.0,0.0,,
2026-05-18,2115,六暉-KY,791.0,-3.0,0.0,0.0,,
2026-05-18,2201,裕隆,11520.0,-84.0,44.0,-1.0,,
2026-05-18,2204,中華,2217.0,69.0,0.0,0.0,,
2026-05-18,2206,三陽工業,6871.0,-22.0,2.0,2.0,,
2026-05-18,2207,和泰車,99.0,3.0,0.0,0.0,,
2026-05-18,2208,台船,0.0,0.0,0.0,0.0,,
2026-05-18,2211,長榮鋼,675.0,6.0,1.0,0.0,,
2026-05-18,2228,劍麟,1939.0,5.0,2.0,1.0,,
2026-05-18,2231,為升,3349.0,35.0,33.0,4.0,,
2026-05-18,2233,宇隆,8703.0,182.0,42.0,7.0,,
2026-05-18,2236,百達-KY,11963.0,-72.0,134.0,-125.0,,
2026-05-18,2239,英利-KY,1558.0,2.0,0.0,0.0,,
2026-05-18,2241,艾姆勒,4335.0,-4.0,9.0,-1.0,,
2026-05-18,2243,宏旭-KY,772.0,83.0,0.0,0.0,,
2026-05-18,2247,汎德永業,119.0,-1.0,1.0,0.0,,
2026-05-18,2248,華勝-KY,210.0,0.0,4.0,-2.0,,
2026-05-18,2250,IKKA-KY,1296.0,2.0,0.0,0.0,,
2026-05-18,2254,巨鎧精密-創,2441.0,12.0,0.0,0.0,,
2026-05-18,2301,光寶科,17808.0,467.0,429.0,5.0,,
2026-05-18,2302,麗正,3785.0,354.0,54.0,13.0,,
2026-05-18,2303,聯電,112157.0,11177.0,4967.0,407.0,,
2026-05-18,2305,全友,3964.0,13.0,4.0,-1.0,,
2026-05-18,2308,台達電,5323.0,-39.0,62.0,0.0,,
2026-05-18,2312,金寶,50274.0,-1543.0,555.0,211.0,,
2026-05-18,2313,華通,44515.0,-605.0,756.0,385.0,,
2026-05-18,2314,台揚,0.0,0.0,0.0,0.0,,
2026-05-18,2316,楠梓電,5630.0,185.0,90.0,-32.0,,
2026-05-18,2317,鴻海,47775.0,802.0,887.0,-65.0,,
2026-05-18,2321,東訊,0.0,0.0,0.0,0.0,,
2026-05-18,2323,中環,30712.0,-160.0,21.0,-1.0,,
2026-05-18,2324,仁寶,51467.0,339.0,267.0,4.0,,
2026-05-18,2327,國巨*,37314.0,3668.0,1549.0,601.0,,
2026-05-18,2328,廣宇,19751.0,-12.0,102.0,-18.0,,
2026-05-18,2329,華泰,22979.0,-421.0,387.0,-25.0,,
2026-05-18,2330,台積電,26571.0,398.0,116.0,-3.0,,
2026-05-18,2331,精英,10548.0,-12.0,5.0,-7.0,,
2026-05-18,2332,友訊,19506.0,-174.0,22.0,-4.0,,
2026-05-18,2337,旺宏,114099.0,669.0,2993.0,-339.0,,
2026-05-18,2338,光罩,6792.0,12.0,22.0,-1.0,,
2026-05-18,2340,台亞,10238.0,27.0,54.0,-10.0,,
2026-05-18,2342,茂矽,5029.0,-389.0,133.0,-11.0,,
2026-05-18,2344,華邦電,149474.0,6157.0,3194.0,-229.0,,
2026-05-18,2345,智邦,1641.0,93.0,33.0,-1.0,,
2026-05-18,2347,聯強,646.0,185.0,4.0,0.0,,
2026-05-18,2348,海悅,1754.0,2.0,18.0,0.0,,
2026-05-18,2349,錸德,0.0,0.0,0.0,0.0,,
2026-05-18,2351,順德,26167.0,-28.0,361.0,15.0,,
2026-05-18,2352,佳世達,13189.0,39.0,15.0,-3.0,,
2026-05-18,2353,宏碁,27028.0,254.0,1029.0,-48.0,,
2026-05-18,2354,鴻準,26771.0,13.0,79.0,-5.0,,
2026-05-18,2355,敬鵬,17063.0,962.0,176.0,145.0,,
2026-05-18,2356,英業達,22038.0,466.0,312.0,-29.0,,
2026-05-18,2357,華碩,2284.0,-157.0,41.0,3.0,,
2026-05-18,2359,所羅門,7698.0,988.0,390.0,181.0,,
2026-05-18,2360,致茂,1242.0,51.0,59.0,0.0,,
2026-05-18,2362,藍天,2510.0,-75.0,4.0,0.0,,
2026-05-18,2363,矽統,19999.0,124.0,245.0,1.0,,
2026-05-18,2364,倫飛,945.0,-1.0,0.0,-1.0,,
2026-05-18,2365,昆盈,10122.0,352.0,54.0,7.0,,
2026-05-18,2367,燿華,43164.0,2204.0,1896.0,-1.0,,
2026-05-18,2368,金像電,4196.0,-100.0,151.0,-375.0,,
2026-05-18,2369,菱生,13884.0,-295.0,61.0,-15.0,,
2026-05-18,2371,大同,68852.0,-2339.0,35.0,-8.0,,
2026-05-18,2373,震旦行,54.0,0.0,0.0,0.0,,
2026-05-18,2374,佳能,22749.0,741.0,62.0,-6.0,,
2026-05-18,2375,凱美,6143.0,600.0,251.0,17.0,,
2026-05-18,2376,技嘉,12392.0,-635.0,242.0,4.0,,
2026-05-18,2377,微星,22906.0,64.0,198.0,-16.0,,
2026-05-18,2379,瑞昱,2780.0,-63.0,7.0,1.0,,
2026-05-18,2380,虹光,0.0,0.0,0.0,0.0,,
2026-05-18,2382,廣達,11247.0,292.0,950.0,0.0,,
2026-05-18,2383,台光電,2017.0,40.0,46.0,-5.0,,
2026-05-18,2385,群光,1990.0,-90.0,3.0,-15.0,,
2026-05-18,2387,精元,1735.0,8.0,1.0,0.0,,
2026-05-18,2388,威盛,14795.0,-69.0,342.0,-16.0,,
2026-05-18,2390,云辰,2643.0,-87.0,4.0,4.0,,
2026-05-18,2392,正崴,6278.0,-6.0,11.0,-3.0,,
2026-05-18,2393,億光,2373.0,45.0,5.0,-3.0,,
2026-05-18,2395,研華,1966.0,-23.0,16.0,-8.0,,
2026-05-18,2397,友通,1373.0,25.0,0.0,0.0,,
2026-05-18,2399,映泰,9489.0,-44.0,328.0,10.0,,
2026-05-18,2401,凌陽,9872.0,-219.0,26.0,-16.0,,
2026-05-18,2402,毅嘉,15372.0,-159.0,257.0,-39.0,,
2026-05-18,2404,漢唐,4031.0,-105.0,15.0,3.0,,
2026-05-18,2405,輔信,9154.0,-7.0,32.0,14.0,,
2026-05-18,2406,國碩,13053.0,-75.0,200.0,-10.0,,
2026-05-18,2408,南亞科,106919.0,-192.0,1753.0,-33.0,,
2026-05-18,2409,友達,182542.0,-2498.0,14173.0,-120.0,,
2026-05-18,2412,中華電,469.0,226.0,7.0,-2.0,,
2026-05-18,2413,環科,5923.0,521.0,112.0,6.0,,
2026-05-18,2414,精技,188.0,-5.0,0.0,0.0,,
2026-05-18,2415,錩新,2392.0,3.0,3.0,0.0,,
2026-05-18,2417,圓剛,4673.0,276.0,46.0,-6.0,,
2026-05-18,2419,仲琦,7270.0,13.0,16.0,-10.0,,
2026-05-18,2420,新巨,874.0,256.0,0.0,0.0,,
2026-05-18,2421,建準,6847.0,-34.0,19.0,-3.0,,
2026-05-18,2423,固緯,528.0,138.0,0.0,-2.0,,
2026-05-18,2424,隴華,0.0,0.0,0.0,0.0,,
2026-05-18,2425,承啟,2096.0,-15.0,9.0,1.0,,
2026-05-18,2426,鼎元,18651.0,-838.0,141.0,-63.0,,
2026-05-18,2427,三商電,5825.0,27.0,11.0,0.0,,
2026-05-18,2428,興勤,3289.0,14.0,5.0,1.0,,
2026-05-18,2429,銘旺科,4546.0,-13.0,0.0,0.0,,
2026-05-18,2430,燦坤,155.0,0.0,3.0,0.0,,
2026-05-18,2431,聯昌,2127.0,-25.0,0.0,0.0,,
2026-05-18,2432,倚天酷碁-創,280.0,0.0,0.0,0.0,,
2026-05-18,2433,互盛電,9.0,0.0,0.0,0.0,,
2026-05-18,2434,統懋,23.0,0.0,0.0,0.0,,
2026-05-18,2436,偉詮電,9581.0,-32.0,2262.0,63.0,,
2026-05-18,2438,翔耀,0.0,0.0,0.0,0.0,,
2026-05-18,2439,美律,3551.0,29.0,10.0,-7.0,,
2026-05-18,2440,太空梭,771.0,-15.0,3.0,0.0,,
2026-05-18,2441,超豐,13003.0,-808.0,2109.0,-19.0,,
2026-05-18,2442,新美齊,5434.0,-91.0,0.0,0.0,,
2026-05-18,2444,兆勁,0.0,0.0,0.0,0.0,,
2026-05-18,2449,京元電子,23241.0,572.0,123.0,-5.0,,
2026-05-18,2450,神腦,107.0,5.0,4.0,0.0,,
2026-05-18,2451,創見,5272.0,-98.0,120.0,10.0,,
2026-05-18,2453,凌群,2567.0,66.0,1.0,0.0,,
2026-05-18,2454,聯發科,8946.0,525.0,135.0,-9.0,,
2026-05-18,2455,全新,6996.0,-163.0,767.0,169.0,,
2026-05-18,2457,飛宏,12354.0,-40.0,38.0,10.0,,
2026-05-18,2458,義隆,3647.0,39.0,42.0,0.0,,
2026-05-18,2459,敦吉,127.0,0.0,0.0,0.0,,
2026-05-18,2460,建通,366.0,-9.0,0.0,0.0,,
2026-05-18,2461,光群雷,4003.0,91.0,6.0,-4.0,,
2026-05-18,2462,良得電,2559.0,10.0,5.0,0.0,,
2026-05-18,2464,盟立,15521.0,1258.0,1625.0,421.0,,
2026-05-18,2465,麗臺,2032.0,-200.0,14.0,-5.0,,
2026-05-18,2466,冠西電,5057.0,10.0,17.0,0.0,,
2026-05-18,2467,志聖,2119.0,-25.0,78.0,-11.0,,
2026-05-18,2468,華經,3469.0,-10.0,0.0,-1.0,,
2026-05-18,2471,資通,1433.0,-9.0,0.0,0.0,,
2026-05-18,2472,立隆電,10025.0,758.0,111.0,33.0,,
2026-05-18,2474,可成,5967.0,-44.0,6.0,0.0,,
2026-05-18,2476,鉅祥,28003.0,374.0,27.0,0.0,,
2026-05-18,2477,美隆電,1300.0,2.0,46.0,0.0,,
2026-05-18,2478,大毅,3183.0,563.0,117.0,62.0,,
2026-05-18,2480,敦陽科,443.0,5.0,0.0,0.0,,
2026-05-18,2481,強茂,17443.0,789.0,839.0,445.0,,
2026-05-18,2482,連宇,2128.0,-4.0,0.0,0.0,,
2026-05-18,2483,百容,363.0,-5.0,0.0,0.0,,
2026-05-18,2484,希華,12280.0,-5.0,66.0,61.0,,
2026-05-18,2485,兆赫,21247.0,717.0,1386.0,97.0,,
2026-05-18,2486,一詮,19125.0,-200.0,103.0,-75.0,,
2026-05-18,2488,漢平,572.0,1.0,0.0,0.0,,
2026-05-18,2489,瑞軒,50274.0,-598.0,270.0,-25.0,,
2026-05-18,2491,吉祥全,1591.0,-17.0,14.0,0.0,,
2026-05-18,2492,華新科,14860.0,233.0,759.0,-233.0,,
2026-05-18,2493,揚博,7449.0,-307.0,26.0,-4.0,,
2026-05-18,2495,普安,9785.0,-71.0,30.0,-4.0,,
2026-05-18,2496,卓越,40.0,0.0,0.0,0.0,,
2026-05-18,2497,怡利電,3249.0,68.0,1.0,-1.0,,
2026-05-18,2498,宏達電,31590.0,-548.0,2115.0,1254.0,,
2026-05-18,2501,國建,5198.0,-31.0,11.0,0.0,,
2026-05-18,2504,國產,4000.0,-41.0,4.0,0.0,,
2026-05-18,2505,國揚,2822.0,-16.0,0.0,0.0,,
2026-05-18,2506,太設,1906.0,17.0,0.0,0.0,,
2026-05-18,2509,全坤建,656.0,5.0,0.0,0.0,,
2026-05-18,2511,太子,3481.0,-446.0,0.0,0.0,,
2026-05-18,2514,龍邦,15838.0,8.0,0.0,0.0,,
2026-05-18,2515,中工,30676.0,182.0,41.0,-5.0,,
2026-05-18,2516,新建,0.0,0.0,0.0,0.0,,
2026-05-18,2520,冠德,4202.0,-42.0,168.0,1.0,,
2026-05-18,2524,京城,3195.0,-19.0,1.0,-30.0,,
2026-05-18,2527,宏璟,3267.0,32.0,1.0,0.0,,
2026-05-18,2528,皇普,5761.0,27.0,0.0,0.0,,
2026-05-18,2530,華建,5467.0,59.0,2.0,0.0,,
2026-05-18,2534,宏盛,12347.0,-18.0,0.0,0.0,,
2026-05-18,2535,達欣工,342.0,-16.0,5.0,0.0,,
2026-05-18,2536,宏普,6884.0,-1.0,0.0,0.0,,
2026-05-18,2537,聯上發,3380.0,-1.0,50.0,0.0,,
2026-05-18,2538,基泰,2560.0,-3.0,0.0,0.0,,
2026-05-18,2539,櫻花建,2990.0,4.0,20.0,0.0,,
2026-05-18,2540,愛山林,2966.0,-66.0,19.0,-3.0,,
2026-05-18,2542,興富發,9566.0,-40.0,263.0,-1.0,,
2026-05-18,2543,皇昌,12558.0,57.0,100.0,18.0,,
2026-05-18,2545,皇翔,2850.0,0.0,2.0,1.0,,
2026-05-18,2546,根基,72.0,0.0,0.0,0.0,,
2026-05-18,2547,日勝生,12488.0,-213.0,0.0,0.0,,
2026-05-18,2548,華固,1221.0,8.0,23.0,0.0,,
2026-05-18,2597,潤弘,1122.0,-14.0,10.0,0.0,,
2026-05-18,2601,益航,1045.0,0.0,0.0,0.0,,
2026-05-18,2603,長榮,13655.0,510.0,14.0,2.0,,
2026-05-18,2605,新興,10535.0,-210.0,18.0,-1.0,,
2026-05-18,2606,裕民,3906.0,-313.0,53.0,23.0,,
2026-05-18,2607,榮運,958.0,-13.0,1.0,1.0,,
2026-05-18,2608,嘉里大榮,1270.0,0.0,0.0,0.0,,
2026-05-18,2609,陽明,35794.0,-263.0,132.0,4.0,,
2026-05-18,2610,華航,51480.0,-630.0,117.0,5.0,,
2026-05-18,2611,志信,2117.0,-5.0,4.0,0.0,,
2026-05-18,2612,中航,2127.0,-187.0,0.0,-1.0,,
2026-05-18,2613,中櫃,1979.0,6.0,3.0,0.0,,
2026-05-18,2614,東森,5482.0,23.0,3.0,1.0,,
2026-05-18,2615,萬海,23700.0,-543.0,60.0,17.0,,
2026-05-18,2616,山隆,471.0,0.0,2.0,0.0,,
2026-05-18,2617,台航,2068.0,-6.0,0.0,0.0,,
2026-05-18,2618,長榮航,42594.0,23.0,43.0,2.0,,
2026-05-18,2630,亞航,6021.0,-18.0,11.0,-12.0,,
2026-05-18,2633,台灣高鐵,2663.0,-62.0,0.0,0.0,,
2026-05-18,2634,漢翔,22388.0,80.0,10.0,-7.0,,
2026-05-18,2636,台驊控股,735.0,-4.0,1.0,0.0,,
2026-05-18,2637,慧洋-KY,4328.0,-263.0,415.0,412.0,,
2026-05-18,2642,宅配通,518.0,-11.0,8.0,0.0,,
2026-05-18,2645,長榮航太,3449.0,14.0,2.0,2.0,,
2026-05-18,2646,星宇航空,3630.0,-28.0,28.0,1.0,,
2026-05-18,2701,萬企,1036.0,-142.0,0.0,0.0,,
2026-05-18,2702,華園,423.0,3.0,0.0,0.0,,
2026-05-18,2704,國賓,212.0,-3.0,0.0,0.0,,
2026-05-18,2705,六福,547.0,-1.0,0.0,0.0,,
2026-05-18,2706,第一店,865.0,-19.0,0.0,0.0,,
2026-05-18,2707,晶華,168.0,-4.0,0.0,0.0,,
2026-05-18,2712,遠雄來,9.0,0.0,0.0,0.0,,
2026-05-18,2722,夏都,363.0,-30.0,0.0,0.0,,
2026-05-18,2723,美食-KY,2456.0,34.0,9.0,7.0,,
2026-05-18,2727,王品,466.0,0.0,1.0,0.0,,
2026-05-18,2731,雄獅,879.0,5.0,22.0,0.0,,
2026-05-18,2739,寒舍,1009.0,-17.0,0.0,0.0,,
2026-05-18,2748,雲品,918.0,-27.0,0.0,0.0,,
2026-05-18,2753,八方雲集,712.0,5.0,0.0,0.0,,
2026-05-18,2762,世界健身-KY,221.0,-7.0,0.0,0.0,,
2026-05-18,2801,彰銀,17272.0,1032.0,11.0,11.0,,
2026-05-18,2812,台中銀,6067.0,355.0,1.0,0.0,,
2026-05-18,2816,旺旺保,325.0,-1.0,0.0,0.0,,
2026-05-18,2820,華票,1002.0,-40.0,0.0,0.0,,
2026-05-18,2832,台產,377.0,3.0,0.0,0.0,,
2026-05-18,2834,臺企銀,8401.0,0.0,3.0,0.0,,
2026-05-18,2836,高雄銀,6007.0,23.0,0.0,0.0,,
2026-05-18,2838,聯邦銀,800.0,0.0,4.0,0.0,,
2026-05-18,2845,遠東銀,6411.0,389.0,28.0,0.0,,
2026-05-18,2849,安泰銀,89.0,-1.0,0.0,0.0,,
2026-05-18,2850,新產,189.0,6.0,0.0,0.0,,
2026-05-18,2851,中再保,642.0,28.0,1.0,1.0,,
2026-05-18,2852,第一保,422.0,2.0,0.0,0.0,,
2026-05-18,2855,統一證,4433.0,29.0,64.0,-7.0,,
2026-05-18,2867,三商壽,0.0,0.0,0.0,0.0,,
2026-05-18,2880,華南金,4077.0,-47.0,0.0,0.0,,
2026-05-18,2881,富邦金,6539.0,362.0,92.0,-3.0,,
2026-05-18,2882,國泰金,4413.0,319.0,1412.0,1293.0,,
2026-05-18,2883,凱基金,14714.0,442.0,20.0,-9.0,,
2026-05-18,2884,玉山金,10158.0,3294.0,4.0,0.0,,
2026-05-18,2885,元大金,1566.0,166.0,35.0,-2.0,,
2026-05-18,2886,兆豐金,1046.0,-2.0,18.0,2.0,,
2026-05-18,2887,台新新光金,49056.0,-125.0,979.0,50.0,,
2026-05-18,2889,國票金,1778.0,6.0,4.0,0.0,,
2026-05-18,2890,永豐金,3547.0,19.0,13.0,1.0,,
2026-05-18,2891,中信金,3257.0,-21.0,157.0,4.0,,
2026-05-18,2892,第一金,11246.0,-510.0,1.0,-2.0,,
2026-05-18,2897,王道銀行,2332.0,58.0,0.0,-15.0,,
2026-05-18,2901,欣欣,548.0,0.0,0.0,0.0,,
2026-05-18,2903,遠百,1798.0,-5.0,0.0,-1.0,,
2026-05-18,2904,匯僑,30.0,5.0,0.0,0.0,,
2026-05-18,2905,三商,9459.0,21.0,0.0,0.0,,
2026-05-18,2906,高林,607.0,-28.0,0.0,0.0,,
2026-05-18,2908,特力,13894.0,64.0,0.0,0.0,,
2026-05-18,2910,統領,5.0,0.0,0.0,0.0,,
2026-05-18,2911,麗嬰房,0.0,0.0,0.0,0.0,,
2026-05-18,2912,統一超,519.0,38.0,1.0,0.0,,
2026-05-18,2913,農林,6726.0,-43.0,10.0,0.0,,
2026-05-18,2915,潤泰全,9346.0,48.0,10.0,2.0,,
2026-05-18,2929,淘帝-KY,2060.0,0.0,0.0,0.0,,
2026-05-18,2939,永邑-KY,215.0,0.0,0.0,0.0,,
2026-05-18,3002,歐格,2735.0,-15.0,9.0,9.0,,
2026-05-18,3003,健和興,3626.0,20.0,9.0,1.0,,
2026-05-18,3004,豐達科,2665.0,-1.0,22.0,9.0,,
2026-05-18,3005,神基,4924.0,54.0,12.0,1.0,,
2026-05-18,3006,晶豪科,27437.0,1958.0,527.0,-263.0,,
2026-05-18,3008,大立光,1522.0,-134.0,11.0,-6.0,,
2026-05-18,3010,華立,1573.0,-97.0,0.0,-1.0,,
2026-05-18,3011,今皓,4295.0,-12.0,40.0,3.0,,
2026-05-18,3013,晟銘電,11928.0,-68.0,24.0,1.0,,
2026-05-18,3014,聯陽,2675.0,87.0,1.0,0.0,,
2026-05-18,3015,全漢,1632.0,2.0,0.0,0.0,,
2026-05-18,3016,嘉晶,6284.0,-53.0,220.0,-50.0,,
2026-05-18,3017,奇鋐,4409.0,82.0,39.0,-5.0,,
2026-05-18,3018,隆銘綠能,6.0,0.0,0.0,0.0,,
2026-05-18,3019,亞光,14441.0,-192.0,268.0,-4.0,,
2026-05-18,3021,鴻名,881.0,5.0,0.0,0.0,,
2026-05-18,3022,威強電,4774.0,-48.0,4.0,0.0,,
2026-05-18,3023,信邦,1828.0,10.0,17.0,3.0,,
2026-05-18,3024,憶聲,8211.0,-21.0,74.0,15.0,,
2026-05-18,3025,星通,2366.0,-65.0,0.0,0.0,,
2026-05-18,3026,禾伸堂,11502.0,-257.0,203.0,1.0,,
2026-05-18,3027,盛達,4904.0,-57.0,13.0,-3.0,,
2026-05-18,3028,增你強,3354.0,160.0,35.0,6.0,,
2026-05-18,3029,零壹,3304.0,-20.0,9.0,2.0,,
2026-05-18,3030,德律,11372.0,-109.0,158.0,1.0,,
2026-05-18,3031,佰鴻,6517.0,-222.0,89.0,-11.0,,
2026-05-18,3032,偉訓,8424.0,-147.0,36.0,1.0,,
2026-05-18,3033,威健,10137.0,1360.0,1322.0,251.0,,
2026-05-18,3034,聯詠,3425.0,-61.0,24.0,1.0,,
2026-05-18,3035,智原,19182.0,-506.0,176.0,-10.0,,
2026-05-18,3036,文曄,6539.0,360.0,477.0,26.0,,
2026-05-18,3037,欣興,37078.0,-420.0,230.0,-73.0,,
2026-05-18,3038,全台,1299.0,-28.0,0.0,0.0,,
2026-05-18,3040,遠見,13840.0,-25.0,10.0,-1.0,,
2026-05-18,3041,揚智,3534.0,-45.0,8.0,-5.0,,
2026-05-18,3042,晶技,14357.0,67.0,44.0,-10.0,,
2026-05-18,3043,科風,1255.0,-2.0,0.0,0.0,,
2026-05-18,3044,健鼎,5645.0,29.0,23.0,-6.0,,
2026-05-18,3045,台灣大,767.0,280.0,0.0,0.0,,
2026-05-18,3046,建碁,940.0,-2.0,0.0,-1.0,,
2026-05-18,3047,訊舟,7082.0,20.0,10.0,3.0,,
2026-05-18,3048,益登,9535.0,406.0,115.0,-27.0,,
2026-05-18,3049,精金,0.0,-10.0,0.0,0.0,,
2026-05-18,3050,鈺德,4034.0,-61.0,0.0,0.0,,
2026-05-18,3051,力特,4761.0,-16.0,13.0,-10.0,,
2026-05-18,3052,夆典,1477.0,-5.0,3.0,0.0,,
2026-05-18,3054,立萬利,920.0,0.0,2.0,0.0,,
2026-05-18,3055,蔚華科,7722.0,40.0,83.0,53.0,,
2026-05-18,3056,富華新,6563.0,-36.0,2.0,0.0,,
2026-05-18,3057,喬鼎,0.0,0.0,0.0,0.0,,
2026-05-18,3058,立德,1.0,0.0,0.0,0.0,,
2026-05-18,3059,華晶科,12128.0,-108.0,76.0,48.0,,
2026-05-18,3060,銘異,7423.0,-13.0,58.0,1.0,,
2026-05-18,3062,建漢,11549.0,97.0,163.0,15.0,,
2026-05-18,3090,日電貿,8611.0,2293.0,93.0,-15.0,,
2026-05-18,3092,鴻碩,2322.0,34.0,8.0,0.0,,
2026-05-18,3094,聯傑,2562.0,5.0,20.0,6.0,,
2026-05-18,3130,一零四,4.0,0.0,0.0,0.0,,
2026-05-18,3135,凌航,1012.0,445.0,65.0,65.0,,
2026-05-18,3138,耀登,3472.0,-5.0,22.0,9.0,,
2026-05-18,3149,正達,26964.0,-2642.0,2154.0,949.0,,
2026-05-18,3150,鈺寶-創,216.0,1.0,0.0,0.0,,
2026-05-18,3164,景岳,277.0,0.0,0.0,0.0,,
