trade_date,stock_id,stock_name,margin_balance,margin_change,short_balance,short_change,securities_lending_sell_volume,securities_lending_balance
2026-05-18,3167,大量,9833.0,-98.0,107.0,-9.0,,
2026-05-18,3168,眾福科,33.0,1.0,0.0,0.0,,
2026-05-18,3189,景碩,26132.0,978.0,496.0,-26.0,,
2026-05-18,3209,全科,7624.0,298.0,114.0,1.0,,
2026-05-18,3229,晟鈦,0.0,0.0,0.0,0.0,,
2026-05-18,3231,緯創,54190.0,-266.0,408.0,-18.0,,
2026-05-18,3257,虹冠電,2540.0,5.0,0.0,-4.0,,
2026-05-18,3266,昇陽,504.0,-4.0,0.0,0.0,,
2026-05-18,3296,勝德,1773.0,7.0,0.0,0.0,,
2026-05-18,3305,昇貿,12490.0,1381.0,124.0,-73.0,,
2026-05-18,3308,聯德,639.0,-1.0,1.0,0.0,,
2026-05-18,3311,閎暉,3257.0,-1.0,0.0,-2.0,,
2026-05-18,3312,弘憶股,5059.0,102.0,28.0,-2.0,,
2026-05-18,3321,同泰,0.0,0.0,0.0,0.0,,
2026-05-18,3338,泰碩,4724.0,390.0,33.0,17.0,,
2026-05-18,3346,麗清,3651.0,-17.0,6.0,0.0,,
2026-05-18,3356,奇偶,1975.0,84.0,66.0,10.0,,
2026-05-18,3376,新日興,12280.0,-89.0,20.0,-39.0,,
2026-05-18,3380,明泰,6668.0,-121.0,18.0,4.0,,
2026-05-18,3406,玉晶光,2132.0,72.0,46.0,-32.0,,
2026-05-18,3413,京鼎,3573.0,29.0,4.0,-9.0,,
2026-05-18,3416,融程電,1158.0,25.0,9.0,0.0,,
2026-05-18,3419,譁裕,1522.0,0.0,0.0,0.0,,
2026-05-18,3432,台端,0.0,0.0,0.0,0.0,,
2026-05-18,3437,榮創,3324.0,-67.0,30.0,0.0,,
2026-05-18,3443,創意,4740.0,56.0,78.0,-5.0,,
2026-05-18,3447,展達,2639.0,2.0,9.0,0.0,,
2026-05-18,3450,聯鈞,17536.0,470.0,854.0,28.0,,
2026-05-18,3481,群創,437216.0,32334.0,17999.0,4231.0,,
2026-05-18,3494,誠研,0.0,0.0,0.0,0.0,,
2026-05-18,3501,維熹,643.0,-3.0,5.0,0.0,,
2026-05-18,3504,揚明光,2782.0,-4.0,127.0,-19.0,,
2026-05-18,3515,華擎,2155.0,-4.0,7.0,-2.0,,
2026-05-18,3518,柏騰,3747.0,38.0,59.0,-12.0,,
2026-05-18,3528,安馳,2532.0,44.0,0.0,0.0,,
2026-05-18,3530,晶相光,1346.0,-8.0,1.0,0.0,,
2026-05-18,3532,台勝科,5939.0,-176.0,99.0,-21.0,,
2026-05-18,3533,嘉澤,1064.0,-10.0,2.0,1.0,,
2026-05-18,3535,晶彩科,7476.0,-108.0,187.0,46.0,,
2026-05-18,3543,州巧,7231.0,-45.0,24.0,6.0,,
2026-05-18,3545,敦泰,5017.0,-90.0,48.0,2.0,,
2026-05-18,3550,聯穎,13654.0,-9.0,16.0,-2.0,,
2026-05-18,3557,嘉威,402.0,2.0,1.0,0.0,,
2026-05-18,3563,牧德,7137.0,477.0,20.0,2.0,,
2026-05-18,3576,聯合再生,0.0,0.0,0.0,0.0,,
2026-05-18,3583,辛耘,2499.0,41.0,751.0,7.0,,
2026-05-18,3588,通嘉,1413.0,-25.0,2.0,0.0,,
2026-05-18,3591,艾笛森,24709.0,161.0,14.0,3.0,,
2026-05-18,3592,瑞鼎,921.0,-1.0,0.0,0.0,,
2026-05-18,3593,力銘,0.0,0.0,0.0,0.0,,
2026-05-18,3596,智易,1417.0,39.0,5.0,0.0,,
2026-05-18,3605,宏致,6900.0,-138.0,132.0,19.0,,
2026-05-18,3607,谷崧,2402.0,-16.0,0.0,0.0,,
2026-05-18,3617,碩天,2031.0,-1.0,0.0,0.0,,
2026-05-18,3622,洋華,1858.0,-10.0,1.0,0.0,,
2026-05-18,3645,達邁,11484.0,99.0,433.0,-203.0,,
2026-05-18,3652,精聯,799.0,0.0,0.0,0.0,,
2026-05-18,3653,健策,2983.0,-1.0,25.0,-4.0,,
2026-05-18,3661,世芯-KY,4763.0,80.0,89.0,-1.0,,
2026-05-18,3665,貿聯-KY,2815.0,136.0,19.0,-5.0,,
2026-05-18,3669,圓展,789.0,-198.0,0.0,0.0,,
2026-05-18,3673,TPK-KY,19419.0,581.0,259.0,-131.0,,
2026-05-18,3679,新至陞,144.0,1.0,0.0,0.0,,
2026-05-18,3686,達能,0.0,0.0,0.0,0.0,,
2026-05-18,3694,海華,7226.0,143.0,3.0,0.0,,
2026-05-18,3701,大眾控,9561.0,-103.0,28.0,-3.0,,
2026-05-18,3702,大聯大,5309.0,806.0,891.0,120.0,,
2026-05-18,3703,欣陸,1374.0,-104.0,0.0,0.0,,
2026-05-18,3704,合勤控,5317.0,-144.0,35.0,-1.0,,
2026-05-18,3705,永信,449.0,-4.0,0.0,0.0,,
2026-05-18,3706,神達,34304.0,-65.0,115.0,9.0,,
2026-05-18,3708,上緯投控,4258.0,-51.0,298.0,-1.0,,
2026-05-18,3711,日月光投控,7724.0,573.0,93.0,-22.0,,
2026-05-18,3712,永崴投控,2859.0,-38.0,560.0,261.0,,
2026-05-18,3714,富采,33226.0,-84.0,516.0,-17.0,,
2026-05-18,3715,定穎投控,29854.0,-216.0,53.0,-73.0,,
2026-05-18,3716,中化控股,614.0,5.0,0.0,0.0,,
2026-05-18,3717,聯嘉投控,9134.0,28.0,934.0,-174.0,,
2026-05-18,4104,佳醫,153.0,0.0,1.0,0.0,,
2026-05-18,4106,雃博,497.0,29.0,0.0,0.0,,
2026-05-18,4108,懷特,0.0,0.0,0.0,0.0,,
2026-05-18,4119,旭富,727.0,-16.0,19.0,0.0,,
2026-05-18,4133,亞諾法,1019.0,-1.0,0.0,0.0,,
2026-05-18,4137,麗豐-KY,1039.0,6.0,0.0,0.0,,
2026-05-18,4142,國光生,6987.0,-69.0,0.0,0.0,,
2026-05-18,4148,全宇生技-KY,530.0,-74.0,0.0,0.0,,
2026-05-18,4155,訊映,1046.0,-2.0,2.0,0.0,,
2026-05-18,4164,承業醫,7316.0,-26.0,1.0,0.0,,
2026-05-18,4190,佐登-KY,300.0,-7.0,0.0,0.0,,
2026-05-18,4306,炎洲,4626.0,-155.0,0.0,0.0,,
2026-05-18,4414,如興,850.0,2.0,0.0,-11.0,,
2026-05-18,4426,利勤,1325.0,30.0,0.0,0.0,,
2026-05-18,4438,廣越,799.0,11.0,0.0,0.0,,
2026-05-18,4439,冠星-KY,235.0,-4.0,1.0,0.0,,
2026-05-18,4440,宜新實業,88.0,0.0,0.0,0.0,,
2026-05-18,4441,振大環球,115.0,2.0,0.0,0.0,,
2026-05-18,4526,東台,8641.0,169.0,222.0,18.0,,
2026-05-18,4532,瑞智,2899.0,-29.0,1.0,0.0,,
2026-05-18,4536,拓凱,897.0,50.0,0.0,0.0,,
2026-05-18,4540,全球傳動,9321.0,1331.0,96.0,10.0,,
2026-05-18,4545,銘鈺,1088.0,-3.0,0.0,0.0,,
2026-05-18,4551,智伸科,1737.0,-7.0,23.0,-4.0,,
2026-05-18,4552,力達-KY,2200.0,-8.0,4.0,0.0,,
2026-05-18,4555,氣立,2537.0,-29.0,31.0,0.0,,
2026-05-18,4557,永新-KY,409.0,-18.0,0.0,0.0,,
2026-05-18,4560,強信-KY,264.0,-4.0,0.0,0.0,,
2026-05-18,4562,穎漢,3367.0,438.0,190.0,72.0,,
2026-05-18,4564,元翎,12262.0,-618.0,0.0,0.0,,
2026-05-18,4566,時碩工業,4945.0,-35.0,56.0,0.0,,
2026-05-18,4569,六方科-KY,901.0,38.0,1.0,-1.0,,
2026-05-18,4571,鈞興-KY,2879.0,589.0,10.0,7.0,,
2026-05-18,4572,駐龍,291.0,-13.0,0.0,0.0,,
2026-05-18,4576,大銀微系統,4553.0,70.0,319.0,-13.0,,
2026-05-18,4581,光隆精密-KY,80.0,0.0,0.0,0.0,,
2026-05-18,4583,台灣精銳,3900.0,25.0,28.0,0.0,,
2026-05-18,4585,達明,477.0,39.0,0.0,0.0,,
2026-05-18,4588,玖鼎電力,378.0,4.0,4.0,0.0,,
2026-05-18,4720,德淵,5911.0,-70.0,47.0,7.0,,
2026-05-18,4722,國精化,16866.0,309.0,269.0,-32.0,,
2026-05-18,4736,泰博,281.0,-1.0,0.0,0.0,,
2026-05-18,4737,華廣,692.0,17.0,0.0,-2.0,,
2026-05-18,4739,康普,6356.0,35.0,93.0,-7.0,,
2026-05-18,4746,台耀,2336.0,60.0,2.0,2.0,,
2026-05-18,4755,三福化,1601.0,-49.0,0.0,0.0,,
2026-05-18,4763,材料*-KY,46575.0,177.0,32.0,-1.0,,
2026-05-18,4764,雙鍵,5367.0,-264.0,4.0,0.0,,
2026-05-18,4766,南寶,3028.0,16.0,0.0,0.0,,
2026-05-18,4770,上品,1330.0,24.0,3.0,0.0,,
2026-05-18,4771,望隼,547.0,10.0,0.0,0.0,,
2026-05-18,4807,日成-KY,1018.0,13.0,0.0,0.0,,
2026-05-18,4904,遠傳,630.0,22.0,0.0,0.0,,
2026-05-18,4906,正文,29692.0,931.0,630.0,43.0,,
2026-05-18,4912,聯德控股-KY,4203.0,59.0,14.0,-1.0,,
2026-05-18,4915,致伸,5653.0,118.0,12.0,0.0,,
2026-05-18,4916,事欣科,8967.0,-392.0,265.0,221.0,,
2026-05-18,4919,新唐,20940.0,-1300.0,4318.0,152.0,,
2026-05-18,4927,泰鼎-KY,33597.0,-990.0,458.0,-86.0,,
2026-05-18,4930,燦星網,3567.0,2.0,0.0,0.0,,
2026-05-18,4934,太極,0.0,0.0,0.0,0.0,,
2026-05-18,4935,茂林-KY,393.0,12.0,0.0,0.0,,
2026-05-18,4938,和碩,5517.0,222.0,15.0,1.0,,
2026-05-18,4942,嘉彰,760.0,1.0,0.0,0.0,,
2026-05-18,4943,康控-KY,0.0,0.0,0.0,0.0,,
2026-05-18,4949,有成精密,4145.0,-144.0,223.0,7.0,,
2026-05-18,4952,凌通,1662.0,18.0,2.0,0.0,,
2026-05-18,4956,光鋐,6608.0,-47.0,115.0,-50.0,,
2026-05-18,4958,臻鼎-KY,28185.0,-31.0,680.0,10.0,,
2026-05-18,4960,誠美材,20904.0,-1374.0,400.0,-97.0,,
2026-05-18,4961,天鈺,2106.0,-44.0,10.0,2.0,,
2026-05-18,4967,十銓,10378.0,60.0,792.0,-199.0,,
2026-05-18,4968,立積,6361.0,1.0,39.0,-2.0,,
2026-05-18,4976,佳凌,4536.0,51.0,43.0,5.0,,
2026-05-18,4977,眾達-KY,8443.0,5.0,92.0,-21.0,,
2026-05-18,4989,榮科,17645.0,97.0,131.0,-26.0,,
2026-05-18,4994,傳奇,2422.0,9.0,0.0,0.0,,
2026-05-18,4999,鑫禾,349.0,2.0,0.0,0.0,,
2026-05-18,5007,三星,8.0,-1.0,0.0,0.0,,
2026-05-18,5203,訊連,1448.0,-23.0,2.0,0.0,,
2026-05-18,5215,科嘉-KY,825.0,-4.0,1.0,0.0,,
2026-05-18,5222,全訊,2153.0,-29.0,19.0,0.0,,
2026-05-18,5225,東科-KY,1584.0,-1.0,21.0,0.0,,
2026-05-18,5234,達興材料,1602.0,-21.0,16.0,1.0,,
2026-05-18,5243,乙盛-KY,10486.0,-43.0,68.0,-1.0,,
2026-05-18,5244,弘凱,3166.0,-7.0,12.0,-1.0,,
2026-05-18,5258,虹堡,4583.0,47.0,62.0,42.0,,
2026-05-18,5269,祥碩,3304.0,107.0,19.0,9.0,,
2026-05-18,5283,禾聯碩,114.0,0.0,0.0,0.0,,
2026-05-18,5284,jpp-KY,4994.0,-31.0,28.0,11.0,,
2026-05-18,5285,界霖,5002.0,12.0,1.0,0.0,,
2026-05-18,5288,豐祥-KY,2084.0,-24.0,0.0,0.0,,
2026-05-18,5292,華懋,1377.0,-5.0,1.0,0.0,,
2026-05-18,5306,桂盟,472.0,8.0,0.0,0.0,,
2026-05-18,5388,中磊,7290.0,189.0,4.0,1.0,,
2026-05-18,5434,崇越,632.0,2.0,27.0,0.0,,
2026-05-18,5469,瀚宇博,15906.0,169.0,63.0,-11.0,,
2026-05-18,5471,松翰,3880.0,90.0,12.0,-1.0,,
2026-05-18,5484,慧友,0.0,0.0,0.0,0.0,,
2026-05-18,5515,建國,1699.0,-143.0,14.0,13.0,,
2026-05-18,5519,隆大,788.0,-1.0,0.0,0.0,,
2026-05-18,5521,工信,15151.0,-66.0,7.0,-4.0,,
2026-05-18,5522,遠雄,973.0,-47.0,1.0,0.0,,
2026-05-18,5525,順天,386.0,28.0,0.0,0.0,,
2026-05-18,5531,鄉林,2745.0,-25.0,0.0,0.0,,
2026-05-18,5533,皇鼎,733.0,9.0,0.0,0.0,,
2026-05-18,5534,長虹,3612.0,10.0,14.0,0.0,,
2026-05-18,5538,東明-KY,31.0,-2.0,0.0,0.0,,
2026-05-18,5546,永固-KY,17.0,0.0,0.0,0.0,,
2026-05-18,5607,遠雄港,1368.0,-47.0,0.0,0.0,,
2026-05-18,5608,四維航,5000.0,15.0,2.0,0.0,,
2026-05-18,5706,鳳凰,943.0,5.0,0.0,0.0,,
2026-05-18,5871,中租-KY,5900.0,-264.0,4.0,2.0,,
2026-05-18,5876,上海商銀,1016.0,32.0,1.0,0.0,,
2026-05-18,5880,合庫金,2059.0,36.0,23.0,21.0,,
2026-05-18,5906,台南-KY,245.0,0.0,0.0,0.0,,
2026-05-18,5907,大洋-KY,5652.0,16.0,1.0,-1.0,,
2026-05-18,6005,群益證,5451.0,407.0,63.0,16.0,,
2026-05-18,6024,群益期,171.0,-21.0,0.0,0.0,,
2026-05-18,6108,競國,2438.0,-66.0,2.0,1.0,,
2026-05-18,6112,邁達特,3324.0,-4.0,5.0,0.0,,
2026-05-18,6115,鎰勝,58.0,-1.0,0.0,0.0,,
2026-05-18,6116,彩晶,33076.0,172.0,1241.0,331.0,,
2026-05-18,6117,迎廣,3791.0,82.0,79.0,0.0,,
2026-05-18,6120,達運,8583.0,32.0,6.0,5.0,,
2026-05-18,6128,上福,113.0,1.0,0.0,0.0,,
2026-05-18,6133,金橋,3271.0,-12.0,3.0,1.0,,
2026-05-18,6136,富爾特,2975.0,3.0,2.0,0.0,,
2026-05-18,6139,亞翔,5328.0,122.0,69.0,18.0,,
2026-05-18,6141,柏承,54.0,0.0,0.0,0.0,,
2026-05-18,6142,友勁,0.0,0.0,0.0,0.0,,
2026-05-18,6152,百一,0.0,0.0,0.0,0.0,,
2026-05-18,6153,嘉聯益,8954.0,-45.0,123.0,-42.0,,
2026-05-18,6155,鈞寶,3224.0,-157.0,56.0,35.0,,
2026-05-18,6164,華興,4099.0,10.0,2.0,0.0,,
2026-05-18,6165,浪凡,8831.0,10.0,0.0,-4.0,,
2026-05-18,6166,凌華,4649.0,-315.0,48.0,2.0,,
2026-05-18,6168,宏齊,4172.0,-90.0,7.0,0.0,,
2026-05-18,6176,瑞儀,6201.0,7.0,4.0,0.0,,
2026-05-18,6177,達麗,3000.0,18.0,4.0,0.0,,
2026-05-18,6183,關貿,13.0,0.0,0.0,0.0,,
2026-05-18,6184,大豐電,480.0,0.0,0.0,0.0,,
2026-05-18,6189,豐藝,2164.0,6.0,3.0,-1.0,,
2026-05-18,6191,精成科,23920.0,-67.0,15.0,-8.0,,
2026-05-18,6192,巨路,859.0,52.0,0.0,0.0,,
2026-05-18,6196,帆宣,1893.0,-55.0,31.0,0.0,,
2026-05-18,6197,佳必琪,4600.0,-101.0,48.0,-3.0,,
2026-05-18,6201,亞弘電,29.0,0.0,0.0,0.0,,
2026-05-18,6202,盛群,4293.0,-67.0,15.0,-36.0,,
2026-05-18,6205,詮欣,6763.0,-173.0,11.0,0.0,,
2026-05-18,6206,飛捷,2491.0,79.0,12.0,-9.0,,
2026-05-18,6209,今國光,18383.0,388.0,262.0,147.0,,
2026-05-18,6213,聯茂,13595.0,21.0,629.0,-6.0,,
2026-05-18,6214,精誠,1652.0,8.0,2.0,0.0,,
2026-05-18,6215,和椿,7240.0,668.0,316.0,-75.0,,
2026-05-18,6216,居易,627.0,-8.0,2.0,0.0,,
2026-05-18,6224,聚鼎,2334.0,-13.0,15.0,-1.0,,
2026-05-18,6225,天瀚,0.0,0.0,0.0,0.0,,
2026-05-18,6226,光鼎,0.0,0.0,0.0,0.0,,
2026-05-18,6230,尼得科超眾,580.0,13.0,2.0,0.0,,
2026-05-18,6235,華孚,4696.0,17.0,31.0,12.0,,
2026-05-18,6239,力成,18517.0,2435.0,150.0,-30.0,,
2026-05-18,6243,迅杰,1687.0,-109.0,4.0,0.0,,
2026-05-18,6257,矽格,10909.0,-143.0,101.0,-9.0,,
2026-05-18,6269,台郡,6082.0,78.0,119.0,14.0,,
2026-05-18,6271,同欣電,7203.0,-142.0,35.0,11.0,,
2026-05-18,6277,宏正,419.0,18.0,0.0,0.0,,
2026-05-18,6278,台表科,17101.0,-2087.0,211.0,-39.0,,
2026-05-18,6281,全國電,96.0,0.0,0.0,0.0,,
2026-05-18,6282,康舒,31761.0,-871.0,206.0,19.0,,
2026-05-18,6283,淳安,2619.0,-5.0,2.0,0.0,,
2026-05-18,6285,啟碁,16677.0,1526.0,492.0,216.0,,
2026-05-18,6405,悅城,6291.0,-67.0,107.0,-12.0,,
2026-05-18,6409,旭隼,2051.0,15.0,3.0,0.0,,
2026-05-18,6412,群電,2166.0,37.0,8.0,-1.0,,
2026-05-18,6414,樺漢,1291.0,3.0,157.0,-103.0,,
2026-05-18,6415,矽力*-KY,5118.0,-196.0,150.0,22.0,,
2026-05-18,6416,瑞祺電通,3425.0,15.0,0.0,-1.0,,
2026-05-18,6426,統新,5311.0,-65.0,39.0,0.0,,
2026-05-18,6431,光麗-KY,0.0,0.0,0.0,0.0,,
2026-05-18,6438,迅得,4856.0,38.0,13.0,0.0,,
2026-05-18,6442,光聖,5267.0,117.0,120.0,31.0,,
2026-05-18,6443,元晶,22359.0,-68.0,5509.0,0.0,,
2026-05-18,6446,藥華藥,8330.0,217.0,22.0,0.0,,
2026-05-18,6449,鈺邦,3711.0,54.0,187.0,111.0,,
2026-05-18,6451,訊芯-KY,11029.0,-857.0,544.0,-71.0,,
2026-05-18,6456,GIS-KY,14807.0,-198.0,70.0,4.0,,
2026-05-18,6464,台數科,0.0,0.0,0.0,0.0,,
2026-05-18,6472,保瑞,4499.0,317.0,38.0,9.0,,
2026-05-18,6477,安集,3908.0,-16.0,2.0,2.0,,
2026-05-18,6491,晶碩,642.0,32.0,1.0,0.0,,
2026-05-18,6504,南六,107.0,5.0,0.0,0.0,,
2026-05-18,6505,台塑化,12159.0,134.0,5.0,-4.0,,
2026-05-18,6515,穎崴,319.0,-5.0,5.0,0.0,,
2026-05-18,6525,捷敏-KY,1216.0,-5.0,2.0,-2.0,,
2026-05-18,6526,達發,1915.0,2.0,9.0,3.0,,
2026-05-18,6531,愛普*,12908.0,181.0,171.0,8.0,,
2026-05-18,6533,晶心科,2282.0,9.0,26.0,-9.0,,
2026-05-18,6534,正瀚-創,5496.0,4.0,0.0,0.0,,
2026-05-18,6541,泰福-KY,3514.0,13.0,1.0,1.0,,
2026-05-18,6550,北極星藥業-KY,0.0,0.0,0.0,0.0,,
2026-05-18,6552,易華電,1514.0,-16.0,3.0,0.0,,
2026-05-18,6558,興能高,3989.0,40.0,23.0,9.0,,
2026-05-18,6573,虹揚-KY,0.0,0.0,0.0,0.0,,
2026-05-18,6579,研揚,972.0,102.0,4.0,0.0,,
2026-05-18,6581,鋼聯,14.0,0.0,0.0,0.0,,
2026-05-18,6582,申豐,369.0,0.0,0.0,0.0,,
2026-05-18,6585,鼎基,2022.0,39.0,1.0,0.0,,
2026-05-18,6589,台康生技,3402.0,119.0,85.0,0.0,,
2026-05-18,6591,動力-KY,2424.0,-15.0,3.0,0.0,,
2026-05-18,6592,和潤企業,667.0,-22.0,6.0,2.0,,
2026-05-18,6598,ABC-KY,0.0,0.0,0.0,0.0,,
2026-05-18,6605,帝寶,2212.0,3.0,0.0,0.0,,
2026-05-18,6606,建德工業,562.0,2.0,0.0,0.0,,
2026-05-18,6625,必應,1039.0,-5.0,0.0,0.0,,
2026-05-18,6641,基士德-KY,176.0,-1.0,0.0,0.0,,
2026-05-18,6645,金萬林-創,12.0,0.0,0.0,0.0,,
2026-05-18,6655,科定,1.0,1.0,0.0,0.0,,
2026-05-18,6657,華安,2384.0,6.0,10.0,0.0,,
2026-05-18,6658,聯策,2368.0,18.0,70.0,-3.0,,
2026-05-18,6666,羅麗芬-KY,236.0,1.0,0.0,-1.0,,
2026-05-18,6668,中揚光,3240.0,88.0,1.0,1.0,,
2026-05-18,6669,緯穎,2289.0,-5.0,19.0,5.0,,
2026-05-18,6670,復盛應用,489.0,3.0,0.0,0.0,,
2026-05-18,6671,三能-KY,66.0,9.0,0.0,0.0,,
2026-05-18,6672,騰輝電子-KY,5729.0,145.0,608.0,-139.0,,
2026-05-18,6674,鋐寶科技,311.0,-1.0,0.0,-1.0,,
2026-05-18,6689,伊雲谷,1653.0,-4.0,0.0,-2.0,,
2026-05-18,6691,洋基工程,1510.0,-2.0,4.0,0.0,,
2026-05-18,6695,芯鼎,3441.0,-38.0,25.0,5.0,,
2026-05-18,6698,旭暉應材,1900.0,-11.0,1.0,0.0,,
2026-05-18,6706,惠特,9824.0,412.0,394.0,77.0,,
2026-05-18,6715,嘉基,5307.0,-71.0,35.0,-5.0,,
2026-05-18,6719,力智,2023.0,424.0,4.0,1.0,,
2026-05-18,6742,澤米,2585.0,160.0,34.0,17.0,,
2026-05-18,6743,安普新,711.0,2.0,0.0,0.0,,
2026-05-18,6753,龍德造船,5256.0,49.0,8.0,0.0,,
2026-05-18,6754,匯僑設計,127.0,0.0,0.0,0.0,,
2026-05-18,6756,威鋒電子,646.0,-15.0,3.0,-6.0,,
2026-05-18,6757,台灣虎航,3591.0,40.0,96.0,-17.0,,
2026-05-18,6768,志強-KY,1601.0,-4.0,6.0,1.0,,
2026-05-18,6770,力積電,132225.0,2429.0,3243.0,95.0,,
2026-05-18,6771,平和環保-創,52.0,0.0,0.0,0.0,,
2026-05-18,6776,展碁國際,1082.0,-11.0,0.0,0.0,,
2026-05-18,6781,AES-KY,3235.0,-18.0,9.0,0.0,,
2026-05-18,6782,視陽,543.0,-43.0,0.0,0.0,,
2026-05-18,6789,采鈺,10258.0,-73.0,152.0,-4.0,,
2026-05-18,6790,永豐實,317.0,1.0,0.0,0.0,,
2026-05-18,6792,詠業,299.0,33.0,0.0,0.0,,
2026-05-18,6794,向榮生技,222.0,-1.0,0.0,0.0,,
2026-05-18,6796,晉弘,307.0,5.0,0.0,0.0,,
2026-05-18,6799,來頡,1894.0,-1.0,0.0,0.0,,
2026-05-18,6805,富世達,2791.0,56.0,7.0,-2.0,,
2026-05-18,6806,森崴能源,1556.0,-262.0,0.0,0.0,,
2026-05-18,6807,峰源-KY,136.0,-2.0,0.0,0.0,,
2026-05-18,6830,汎銓,4627.0,-33.0,206.0,8.0,,
2026-05-18,6834,天二科技,3191.0,420.0,82.0,-1.0,,
2026-05-18,6835,圓裕,824.0,-106.0,0.0,0.0,,
2026-05-18,6838,台新藥,2841.0,0.0,13.0,0.0,,
2026-05-18,6854,錼創科技-KY創,4164.0,89.0,3.0,0.0,,
2026-05-18,6861,睿生光電,3446.0,-44.0,197.0,-8.0,,
2026-05-18,6862,三集瑞-KY,1227.0,-15.0,1.0,-6.0,,
2026-05-18,6863,永道-KY,1073.0,43.0,6.0,1.0,,
2026-05-18,6869,雲豹能源,3205.0,-3.0,32.0,3.0,,
2026-05-18,6873,泓德能源,3834.0,-11.0,19.0,-2.0,,
2026-05-18,6885,全福生技,2390.0,-17.0,3.0,-1.0,,
2026-05-18,6887,寶綠特-KY,1158.0,0.0,0.0,0.0,,
2026-05-18,6890,來億-KY,2101.0,15.0,4.0,-1.0,,
2026-05-18,6901,鑽石投資,3162.0,94.0,0.0,-2.0,,
2026-05-18,6902,GOGOLOOK,554.0,-9.0,2.0,1.0,,
2026-05-18,6906,現觀科,574.0,1.0,0.0,0.0,,
2026-05-18,6909,創控,2705.0,-1.0,11.0,5.0,,
2026-05-18,6914,阜爾運通,359.0,0.0,0.0,0.0,,
2026-05-18,6916,華凌,541.0,-85.0,0.0,0.0,,
2026-05-18,6918,愛派司,55.0,0.0,0.0,0.0,,
2026-05-18,6919,康霈*,0.0,0.0,0.0,0.0,,
2026-05-18,6923,中台,1982.0,-3.0,0.0,0.0,,
2026-05-18,6928,攸泰科技,848.0,0.0,0.0,0.0,,
2026-05-18,6931,青松健康,137.0,0.0,0.0,0.0,,
2026-05-18,6933,AMAX-KY,748.0,2.0,1.0,1.0,,
2026-05-18,6936,永鴻生技,258.0,0.0,0.0,0.0,,
2026-05-18,6937,天虹,2353.0,-49.0,13.0,-1.0,,
2026-05-18,6944,兆聯實業,1253.0,-7.0,0.0,-1.0,,
2026-05-18,6949,沛爾生醫-創,5346.0,-6.0,2.0,0.0,,
2026-05-18,6951,青新-創,63.0,-3.0,0.0,0.0,,
2026-05-18,6952,大武山,26.0,0.0,0.0,0.0,,
2026-05-18,6957,裕慶-KY,1011.0,-8.0,0.0,0.0,,
2026-05-18,6958,日盛台駿,93.0,0.0,0.0,0.0,,
2026-05-18,6962,奕力-KY,9688.0,-9.0,9.0,2.0,,
2026-05-18,6965,中傑-KY,44.0,1.0,0.0,0.0,,
2026-05-18,6994,富威電力,2716.0,118.0,29.0,-3.0,,
2026-05-18,7705,三商餐飲,98.0,0.0,0.0,0.0,,
2026-05-18,7721,微程式,519.0,-12.0,1.0,-1.0,,
2026-05-18,7722,LINEPAY,359.0,-8.0,10.0,0.0,,
2026-05-18,7730,暉盛-創,273.0,161.0,0.0,0.0,,
2026-05-18,7732,金興精密,46.0,1.0,0.0,0.0,,
2026-05-18,7736,虎山,28.0,0.0,0.0,0.0,,
2026-05-18,7740,熙特爾-創,1221.0,19.0,2.0,0.0,,
2026-05-18,7749,意騰-KY,1428.0,7.0,25.0,0.0,,
2026-05-18,7750,新代,520.0,21.0,0.0,0.0,,
2026-05-18,7765,中華資安,358.0,19.0,0.0,0.0,,
2026-05-18,7788,松川精密,1382.0,112.0,19.0,3.0,,
2026-05-18,7791,皇家可口,4.0,1.0,0.0,0.0,,
2026-05-18,7799,禾榮科,436.0,20.0,6.0,0.0,,
2026-05-18,8011,台通,3833.0,-55.0,10.0,4.0,,
2026-05-18,8016,矽創,1784.0,-34.0,6.0,0.0,,
2026-05-18,8021,尖點,12474.0,-1370.0,314.0,-139.0,,
2026-05-18,8028,昇陽半導體,12392.0,-377.0,725.0,-162.0,,
2026-05-18,8033,雷虎,7269.0,80.0,64.0,-6.0,,
2026-05-18,8039,台虹,15690.0,-175.0,303.0,-3.0,,
2026-05-18,8045,達運光電,4861.0,-55.0,0.0,0.0,,
2026-05-18,8046,南電,9479.0,90.0,493.0,-8.0,,
2026-05-18,8070,長華*,5228.0,-30.0,799.0,-212.0,,
2026-05-18,8072,陞泰,1917.0,-27.0,0.0,0.0,,
2026-05-18,8081,致新,1052.0,98.0,1.0,1.0,,
2026-05-18,8101,華冠,0.0,0.0,0.0,0.0,,
2026-05-18,8103,瀚荃,4721.0,37.0,18.0,-12.0,,
2026-05-18,8104,錸寶,4199.0,-44.0,24.0,0.0,,
2026-05-18,8105,凌巨,7590.0,117.0,83.0,-29.0,,
2026-05-18,8110,華東,21446.0,85.0,132.0,-5.0,,
2026-05-18,8112,至上,18796.0,-562.0,398.0,52.0,,
2026-05-18,8114,振樺電,4665.0,-28.0,9.0,-33.0,,
2026-05-18,8131,福懋科,7425.0,-139.0,9.0,-20.0,,
2026-05-18,8150,南茂,15158.0,3.0,204.0,-433.0,,
2026-05-18,8162,微矽電子-創,1196.0,19.0,1.0,0.0,,
